,Property,Price_Range,Location,Agency,Unit,Unit_Price (euro),Rooms,Area (squared meter),Bathrooms,Stage
1403,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 755,000",Luxembourg,Prestige Immobilier sàrl,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg",755000,1,70,2,1
1404,"Appartement 2 chambres 22 rue Wurth Paquet, Belair, Luxembourg","€ 1,140,000",Luxembourg,Prestige Immobilier sàrl,"Appartement 2 chambres 22 rue Wurth Paquet, Belair, Luxembourg",1140000,2,79,1,1
1405,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 4,800,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg",4800000,4,339,3,
1406,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 4,850,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg",4850000,4,338,3,
1407,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 4,500,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg",4500000,,314,1,
1408,"Maison individuelle 32, av Guillaume, Belair, Luxembourg","€ 13,500,000",Luxembourg,Prestige Immobilier sàrl,"Maison individuelle 32, av Guillaume, Belair, Luxembourg",13500000,5,750,3,
1409,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg","€ 1,200,000",Luxembourg,Prestige Immobilier sàrl,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg",1200000,1,90,,3
1410,"Maison jumelée / mitoyenne 346 m², neuve, Heisdorf, Steinsel","€ 2,205,000",Steinsel,Apoidea agence immobilière,"Maison jumelée / mitoyenne 346 m², neuve, Heisdorf, Steinsel",2205000,3,346,2,
1411,"Duplex à vendre, Holzem","€ 1,230,107",Mamer,Groupe IRIS Immobilier,"Duplex à vendre, Holzem",1230107,3,144,2,
1412,"Appartement 2 chambres deuxième étage, Limpertsberg, Luxembourg","€ 1,030,000",Luxembourg,E-Home,"Appartement 2 chambres deuxième étage, Limpertsberg, Luxembourg",1030000,2,75,1,2
1413,"Maison individuelle 126 Rue Sainte Barbe, Dudelange, Dudelange","€ 1,224,412",Dudelange,MITEX,"Maison individuelle 126 Rue Sainte Barbe, Dudelange, Dudelange",1224412,4,171,3,
1414,"Appartement 1 chambre 74, rue Principale, Lintgen, Lintgen","€ 490,000",Lintgen,MITEX,"Appartement 1 chambre 74, rue Principale, Lintgen, Lintgen",490000,1,48,1,T
1415,"Appartement 2 chambres 1, route de Kayl, Dudelange, Dudelange","€ 595,000",Dudelange,MITEX,"Appartement 2 chambres 1, route de Kayl, Dudelange, Dudelange",595000,2,121,1,2
1416,"Duplex à vendre, Boulaide","€ 557,080",Boulaide,MITEX,"Duplex à vendre, Boulaide",557080,2,104,1,
1417,"Maison individuelle 210 m², Soleuvre, Sanem","€ 1,398,000",Sanem,ImmoLorena,"Maison individuelle 210 m², Soleuvre, Sanem",1398000,5,210,3,
1418,"Maison individuelle 180 m², Niederkorn, Differdange","€ 1,074,500",Differdange,ImmoLorena,"Maison individuelle 180 m², Niederkorn, Differdange",1074500,3,180,2,
1419,"Appartement 2 chambres premier étage, Lamadelaine, Pétange","€ 555,000",Pétange,ImmoLorena,"Appartement 2 chambres premier étage, Lamadelaine, Pétange",555000,2,84,1,1
1420,"Appartement 2 chambres premier étage, Differdange, Lasauvage, Differdange","€ 540,000",Differdange,ImmoLorena,"Appartement 2 chambres premier étage, Differdange, Lasauvage, Differdange",540000,2,65,1,1
1421,"Maison individuelle 220 m², Bridel, Kopstal",Prix sur demande,Kopstal,ImmoLorena,"Maison individuelle 220 m², Bridel, Kopstal",,4,220,2,
1422,"Appartement 2 chambres rez-de-chaussée, Soleuvre, Sanem","€ 595,000",Sanem,ImmoLorena,"Appartement 2 chambres rez-de-chaussée, Soleuvre, Sanem",595000,2,91,1,T
1423,"Appartement 2 chambres rez-de-chaussée, Berchem, Roeser","€ 815,000",Roeser,MP Partners SARL,"Appartement 2 chambres rez-de-chaussée, Berchem, Roeser",815000,2,85,,T
1424,"Appartement 1 chambre deuxième étage, Pétange, Pétange","€ 465,000",Pétange,Mira Promotions s.à r.l.,"Appartement 1 chambre deuxième étage, Pétange, Pétange",465000,1,47,1,2
1425,"Appartement 3 chambres premier étage, Rodange, Pétange","€ 685,000",Pétange,No Stress Immobilière,"Appartement 3 chambres premier étage, Rodange, Pétange",685000,3,75,1,1
1426,"Maison individuelle 18, rue de Thionville, Grevenmacher, Grevenmacher","€ 890,000",Grevenmacher,NewImmoservice S.à r.l.,"Maison individuelle 18, rue de Thionville, Grevenmacher, Grevenmacher",890000,2,132,2,
1427,"Maison individuelle 182 rue Metzerlach, Soleuvre, Sanem","€ 1,290,000",Sanem,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 182 rue Metzerlach, Soleuvre, Sanem",1290000,4,150,1,
1428,"Maison individuelle 21 rue des alliés, Belvaux, Sanem","€ 1,075,000",Sanem,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 21 rue des alliés, Belvaux, Sanem",1075000,3,154,1,
1429,"Maison individuelle 12 rue de la Résistance, Mamer, Mamer","€ 2,500,000",Mamer,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 12 rue de la Résistance, Mamer, Mamer",2500000,4,200,2,
1430,"Duplex à vendre, Eischen, Gaichel","€ 795,000",Habscht,Agence Immobilière Hélène Grober Sàrl,"Duplex à vendre, Eischen, Gaichel",795000,4,134,1,
1431,"Triplex à vendre, Hobscheid","€ 880,000",Habscht,Agence Immobilière Hélène Grober Sàrl,"Triplex à vendre, Hobscheid",880000,3,120,1,
1432,"Maison individuelle 34 an der Aa, Born, Rosport-Mompach","€ 1,485,000",Rosport-Mompach,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 34 an der Aa, Born, Rosport-Mompach",1485000,5,280,3,
1433,"Appartement 2 chambres 31 rue Albert Wingert, Schifflange, Schifflange","€ 595,000",Schifflange,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 31 rue Albert Wingert, Schifflange, Schifflange",595000,2,85,1,3
1434,"Maison individuelle 24 Route de Filsdorf, Altwies, Mondorf-les-Bains","€ 1,566,061",Mondorf-les-Bains,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 24 Route de Filsdorf, Altwies, Mondorf-les-Bains",1566061,5,280,2,
1435,"Maison individuelle 4 Rue Des Champs, Grass, Steinfort","€ 1,290,000",Steinfort,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 4 Rue Des Champs, Grass, Steinfort",1290000,4,190,2,
1436,"Maison individuelle 9 rue Josephine Welu-Scherer, Belvaux, Sanem","€ 1,173,474",Sanem,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 9 rue Josephine Welu-Scherer, Belvaux, Sanem",1173474,3,285,2,
1437,"Appartement 2 chambres 17A et 17B rue Bourg, Eischen, Gaichel, Habscht","€ 765,000",Habscht,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 17A et 17B rue Bourg, Eischen, Gaichel, Habscht",765000,2,88,,T
1438,"Duplex à vendre, Alzingen","€ 1,360,500",Hesperange,Agence Immobilière Hélène Grober Sàrl,"Duplex à vendre, Alzingen",1360500,4,151,2,
1439,"Maison individuelle 220 m², Hobscheid, Habscht","€ 890,000",Habscht,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 220 m², Hobscheid, Habscht",890000,5,220,2,
1440,"Duplex à vendre, Alzingen","€ 1,464,300",Hesperange,Agence Immobilière Hélène Grober Sàrl,"Duplex à vendre, Alzingen",1464300,5,170,2,
1441,"Appartement 1 chambre neuf, cinquième étage, Gasperich, Luxembourg","€ 795,655",Luxembourg,IMPAKT S.A.,"Appartement 1 chambre neuf, cinquième étage, Gasperich, Luxembourg",795655,1,52,,5
1442,"Studio à vendre, Gasperich","€ 680,000",Luxembourg,IMPAKT S.A.,"Studio à vendre, Gasperich",680000,,31,1,
1443,"Appartement 2 chambres troisième étage, Peppange, Roeser","€ 980,000",Roeser,Abby Toussaint,"Appartement 2 chambres troisième étage, Peppange, Roeser",980000,2,130,2,3
1444,"Appartement 2 chambres deuxième étage, Ettelbrück, Ettelbruck","€ 789,000",Ettelbruck,Abby Toussaint,"Appartement 2 chambres deuxième étage, Ettelbrück, Ettelbruck",789000,2,102,1,2
1445,"Appartement 3 chambres premier étage, Hesperange, Howald, Hesperange","€ 860,000",Hesperange,Abby Toussaint,"Appartement 3 chambres premier étage, Hesperange, Howald, Hesperange",860000,3,90,1,1
1446,"Maison individuelle 177 m², Schoos, Fischbach","€ 1,425,000",Fischbach,Abby Toussaint,"Maison individuelle 177 m², Schoos, Fischbach",1425000,4,177,2,
1447,"Maison individuelle 150 m², Berschbach, Rollingen, Mersch","€ 1,148,000",Mersch,Abby Toussaint,"Maison individuelle 150 m², Berschbach, Rollingen, Mersch",1148000,4,150,1,
1448,"Studio à vendre, Ville Haute","€ 600,000",Luxembourg,IMPAKT S.A.,"Studio à vendre, Ville Haute",600000,1,32,3,
1449,"Maison individuelle 125 m², à rénover, Wobrecken, Esch-sur-Alzette","€ 860,000",Esch-sur-Alzette,Abby Toussaint,"Maison individuelle 125 m², à rénover, Wobrecken, Esch-sur-Alzette",860000,5,125,,
1450,"Appartement 2 chambres premier étage, Roost, Bissen","€ 720,000",Bissen,Abby Toussaint,"Appartement 2 chambres premier étage, Roost, Bissen",720000,2,85,,1
1451,"Appartement 1 chambre neuf, premier étage, Junglinster, Graulinster, Blumenthal, Junglinster","€ 815,299",Junglinster,WK Immo Promotions,"Appartement 1 chambre neuf, premier étage, Junglinster, Graulinster, Blumenthal, Junglinster",815299,1,78,1,1
1452,"Appartement 3 chambres neuf, premier étage, Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,348,000",Junglinster,WK Immo Promotions,"Appartement 3 chambres neuf, premier étage, Junglinster, Graulinster, Blumenthal, Junglinster",1348000,3,130,1,1
1453,"Appartement 2 chambres troisième étage, Differdange, Lasauvage, Differdange","€ 525,000",Differdange,Mercurius Immobilière - Manuela Pulcinelli,"Appartement 2 chambres troisième étage, Differdange, Lasauvage, Differdange",525000,2,66,1,3
1454,"Maison individuelle Vente, Reisdorf, Reisdorf","€ 1,718,405",Reisdorf,Romabau,"Maison individuelle Vente, Reisdorf, Reisdorf",1718405,,,,
1455,"Maison individuelle Vente, Reisdorf, Reisdorf","€ 1,406,629",Reisdorf,Romabau,"Maison individuelle Vente, Reisdorf, Reisdorf",1406629,,,,
1456,"Penthouse rue beaumont, Ville Haute, Luxembourg","€ 1,155,000",Luxembourg,Monde Avenir Sàrl,"Penthouse rue beaumont, Ville Haute, Luxembourg",1155000,1,89,,T
1457,"Maison individuelle An der Gewan, Feulen, Niederfeulen, Feulen","€ 1,190,000",Feulen,Immo Kalac,"Maison individuelle An der Gewan, Feulen, Niederfeulen, Feulen",1190000,3,185,3,
1458,"Maison individuelle rue jean Marx, Mamer, Mamer","€ 1,632,562",Mamer,Schwabenhaus Info-Center Schengen,"Maison individuelle rue jean Marx, Mamer, Mamer",1632562,4,257,2,
1459,"Maison individuelle rue jean Marx, Mamer, Mamer","€ 1,696,493",Mamer,Schwabenhaus Info-Center Schengen,"Maison individuelle rue jean Marx, Mamer, Mamer",1696493,4,227,2,
1460,"Maison individuelle 206 m², neuve, Itzig, Hesperange","€ 1,634,639",Hesperange,Agence Millebierg,"Maison individuelle 206 m², neuve, Itzig, Hesperange",1634639,4,206,2,
1461,"Penthouse neuf, 95 m², Itzig, Hesperange","€ 967,312",Hesperange,Agence Millebierg,"Penthouse neuf, 95 m², Itzig, Hesperange",967312,2,95,1,2
1462,"Appartement 2 chambres deuxième étage, Gasperich, Luxembourg","€ 1,159,000",Luxembourg,Agence Millebierg,"Appartement 2 chambres deuxième étage, Gasperich, Luxembourg",1159000,2,100,,2
1463,"Appartement 3 chambres neuf, premier étage, Kleinbettingen, Steinfort","€ 890,665",Steinfort,Agence Millebierg,"Appartement 3 chambres neuf, premier étage, Kleinbettingen, Steinfort",890665,3,111,1,1
1464,"Appartement 3 chambres premier étage, Koerich, Koerich","€ 871,600",Koerich,Agence Millebierg,"Appartement 3 chambres premier étage, Koerich, Koerich",871600,3,120,1,1
1465,"Penthouse 170 m², Koerich, Koerich","€ 1,167,695",Koerich,Agence Millebierg,"Penthouse 170 m², Koerich, Koerich",1167695,3,170,2,2
1466,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 1,075,000",Luxembourg,KIFFER & PARTNERS Sàrl-S,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg",1075000,2,100,1,2
1467,"Maison jumelée / mitoyenne 160 m², Belvaux, Sanem","€ 1,345,000",Sanem,LINQ Immobilier,"Maison jumelée / mitoyenne 160 m², Belvaux, Sanem",1345000,3,160,3,
1468,"Maison jumelée / mitoyenne 200 m², Oberkorn, Differdange","€ 1,350,000",Differdange,LINQ Immobilier,"Maison jumelée / mitoyenne 200 m², Oberkorn, Differdange",1350000,5,200,3,
1469,"Penthouse rue weiler, Roeser, Roeser","€ 505,000",Roeser,AXHOME immo,"Penthouse rue weiler, Roeser, Roeser",505000,1,69,1,2
1470,"Duplex à vendre, Al-Esch","€ 540,000",Esch-sur-Alzette,Pure Concept,"Duplex à vendre, Al-Esch",540000,3,91,2,
1471,"Maison jumelée / mitoyenne Trengen Knapp, Oetrange, Contern","€ 1,850,000",Contern,Fleur de Lys Real Estate,"Maison jumelée / mitoyenne Trengen Knapp, Oetrange, Contern",1850000,4,210,3,
1472,"Maison individuelle 180 m², excellent état, Pétange, Pétange","€ 1,345,000",Pétange,Actuel Immobilière Sàrl,"Maison individuelle 180 m², excellent état, Pétange, Pétange",1345000,3,180,1,
1473,"Maison individuelle 140 m², Gasperich, Luxembourg","€ 1,190,000",Luxembourg,MATTONA Sarl,"Maison individuelle 140 m², Gasperich, Luxembourg",1190000,4,140,1,
1474,"Appartement 2 chambres rue d'Echternach, Dommeldange, Luxembourg","€ 1,050,000",Luxembourg,Actuel Immobilière Sàrl,"Appartement 2 chambres rue d'Echternach, Dommeldange, Luxembourg",1050000,2,114,2,1
1475,"Maison individuelle 153 m², neuve, Flebour, Michelau, Bourscheid","€ 960,000",Bourscheid,Actuel Immobilière Sàrl,"Maison individuelle 153 m², neuve, Flebour, Michelau, Bourscheid",960000,3,153,1,
1476,"Maison individuelle 156 m², neuve, Flebour, Michelau, Bourscheid","€ 915,000",Bourscheid,Actuel Immobilière Sàrl,"Maison individuelle 156 m², neuve, Flebour, Michelau, Bourscheid",915000,3,156,1,
1477,"Maison individuelle 138 m², neuve, Flebour, Michelau, Bourscheid","€ 875,000",Bourscheid,Actuel Immobilière Sàrl,"Maison individuelle 138 m², neuve, Flebour, Michelau, Bourscheid",875000,4,138,1,
1478,"Appartement 2 chambres neuf, rez-de-chaussée, Nospelt, Kehlen","€ 890,000",Kehlen,MATTONA Sarl,"Appartement 2 chambres neuf, rez-de-chaussée, Nospelt, Kehlen",890000,2,93,1,T
1479,"Penthouse neuf, 146 m², Pétange, Pétange","€ 935,000",Pétange,Actuel Immobilière Sàrl,"Penthouse neuf, 146 m², Pétange, Pétange",935000,3,146,1,4
1480,"Appartement 2 chambres premier étage, Alzingen, Hesperange","€ 1,175,000",Hesperange,Homely,"Appartement 2 chambres premier étage, Alzingen, Hesperange",1175000,2,104,1,1
1481,"Appartement 2 chambres premier étage, Ettelbrück, Ettelbruck","€ 685,000",Ettelbruck,VLK IMMOBILIERE,"Appartement 2 chambres premier étage, Ettelbrück, Ettelbruck",685000,2,80,,1
1482,"Maison individuelle 250 m², Rodange, Pétange","€ 1,015,000",Pétange,VLK IMMOBILIERE,"Maison individuelle 250 m², Rodange, Pétange",1015000,4,250,1,
1483,"Appartement excellent état, deuxième étage, Clemency, Käerjeng","€ 695,000",Käerjeng,Immo-Maxma Sàrl,"Appartement excellent état, deuxième étage, Clemency, Käerjeng",695000,,78,1,2
1484,"Appartement 1 chambre à rénover, premier étage, Hesperange, Howald, Hesperange","€ 640,000",Hesperange,Bureau Immobilier Léa Kappweiler s.àr.l.,"Appartement 1 chambre à rénover, premier étage, Hesperange, Howald, Hesperange",640000,1,50,1,1
1485,"Maison individuelle 300 m², Dudelange, Dudelange","€ 1,547,000",Dudelange,SIGO,"Maison individuelle 300 m², Dudelange, Dudelange",1547000,,300,,
1486,"Duplex à vendre, Mondercange","€ 1,195,000",Mondercange,ImmoLorena,"Duplex à vendre, Mondercange",1195000,3,135,1,
1487,"Maison individuelle 120 m², Oberkorn, Differdange","€ 750,000",Differdange,No Stress Immobilière,"Maison individuelle 120 m², Oberkorn, Differdange",750000,4,120,2,
1488,"Appartement 1 chambre 46C avenue des allies, Ettelbrück, Ettelbruck","€ 399,000",Ettelbruck,Immo Schmidt,"Appartement 1 chambre 46C avenue des allies, Ettelbrück, Ettelbruck",399000,1,55,1,T
1489,"Maison individuelle 22 Ennert dem Dreisch, Soleuvre, Sanem",Prix sur demande,Sanem,Eagle Estates Sàrl,"Maison individuelle 22 Ennert dem Dreisch, Soleuvre, Sanem",,3,155,2,
1490,"Appartement 2 chambres excellent état, rez-de-chaussée, Rumelange, Rumelange","€ 589,000",Rumelange,Argamo immobilière,"Appartement 2 chambres excellent état, rez-de-chaussée, Rumelange, Rumelange",589000,2,95,2,T
1491,"Maison individuelle 108 m², excellent état, Bettembourg, Bettembourg","€ 720,000",Bettembourg,CMD Immobilier,"Maison individuelle 108 m², excellent état, Bettembourg, Bettembourg",720000,3,108,2,
1492,"Maison individuelle 160 m², Schifflange, Schifflange","€ 1,299,000",Schifflange,Immoluxury,"Maison individuelle 160 m², Schifflange, Schifflange",1299000,3,160,2,
1493,"Maison individuelle 125 m², Rodange, Pétange","€ 680,000",Pétange,No Stress Immobilière,"Maison individuelle 125 m², Rodange, Pétange",680000,4,125,1,
1494,"Appartement 2 chambres neuf, rez-de-chaussée, Kayl, Kayl","€ 850,000",Kayl,Immoluxury,"Appartement 2 chambres neuf, rez-de-chaussée, Kayl, Kayl",850000,2,70,1,T
1495,"Appartement 2 chambres neuf, rez-de-chaussée, Pétange, Pétange","€ 850,000",Pétange,No Stress Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Pétange, Pétange",850000,2,89,,T
1496,"Appartement 2 chambres rez-de-chaussée, Dellhéicht, Esch-sur-Alzette","€ 849,000",Esch-sur-Alzette,COPA Immo,"Appartement 2 chambres rez-de-chaussée, Dellhéicht, Esch-sur-Alzette",849000,2,100,,T
1497,"Maison individuelle 3, rue Jos Paquet, Alzingen, Hesperange","€ 1,245,000",Hesperange,Résidences Les Charmes Sàrl,"Maison individuelle 3, rue Jos Paquet, Alzingen, Hesperange",1245000,2,120,,
1498,"Appartement 2 chambres 36, rue Principale, Gilsdorf, Bettendorf","€ 735,000",Bettendorf,Immobilière de l'Attert,"Appartement 2 chambres 36, rue Principale, Gilsdorf, Bettendorf",735000,2,83,,1
1499,"Maison individuelle 3, rue de Beckerich, Redange-sur-Attert, Redange/Attert","€ 380,000",Redange/Attert,Immobilière de l'Attert,"Maison individuelle 3, rue de Beckerich, Redange-sur-Attert, Redange/Attert",380000,2,69,,
1500,"Maison jumelée / mitoyenne rue Dr Lucius, Reimberg, Préizerdaul","€ 898,000",Préizerdaul,MAXimmo Clervaux Sàrl,"Maison jumelée / mitoyenne rue Dr Lucius, Reimberg, Préizerdaul",898000,4,137,1,
1501,"Maison individuelle Naerterstrooss, Gruemmelscheid, Schleif, Winseler","€ 839,000",Winseler,MAXimmo Clervaux Sàrl,"Maison individuelle Naerterstrooss, Gruemmelscheid, Schleif, Winseler",839000,3,100,,
1502,"Appartement 2 chambres rez-de-chaussée, Eischen, Gaichel, Habscht","€ 719,000",Habscht,MOVILLIAT Construction SA,"Appartement 2 chambres rez-de-chaussée, Eischen, Gaichel, Habscht",719000,2,65,2,T
1503,"Maison individuelle 285 m², neuve, Sanem, Sanem","€ 1,154,085",Sanem,MOVILLIAT Construction SA,"Maison individuelle 285 m², neuve, Sanem, Sanem",1154085,3,285,2,
1504,"Appartement 2 chambres excellent état, troisième étage, Limpertsberg, Luxembourg","€ 1,070,000",Luxembourg,RE/MAX Immo Specialists,"Appartement 2 chambres excellent état, troisième étage, Limpertsberg, Luxembourg",1070000,2,87,2,3
1505,"Duplex à vendre, Schouweiler","€ 1,250,000",Dippach,RE/MAX Immo Specialists,"Duplex à vendre, Schouweiler",1250000,2,110,1,
1506,"Appartement 3 chambres excellent état, deuxième étage, Mamer, Mamer","€ 1,095,000",Mamer,RE/MAX Immo Specialists,"Appartement 3 chambres excellent état, deuxième étage, Mamer, Mamer",1095000,3,115,1,2
1507,"Appartement 1 chambre 1, rue de la Gendarmerie, Rodange, Pétange","€ 540,000",Pétange,Claude Noesen Immobilier,"Appartement 1 chambre 1, rue de la Gendarmerie, Rodange, Pétange",540000,1,68,1,2
1508,"Appartement 2 chambres rez-de-chaussée, Schifflange, Schifflange","€ 635,000",Schifflange,LUX AGENCE S.àr.l.-S,"Appartement 2 chambres rez-de-chaussée, Schifflange, Schifflange",635000,2,71,1,T
1509,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 458,000",Pétange,Immo Nord Kartheiser S.A.,"Appartement 1 chambre premier étage, Rodange, Pétange",458000,1,62,,1
1510,"Appartement 2 chambres troisième étage, Hautcharage, Käerjeng","€ 658,000",Käerjeng,Immo Nord Kartheiser S.A.,"Appartement 2 chambres troisième étage, Hautcharage, Käerjeng",658000,2,88,1,3
1511,"Maison individuelle 180 m², Schifflange, Schifflange","€ 1,249,000",Schifflange,BRAUN-IMMO,"Maison individuelle 180 m², Schifflange, Schifflange",1249000,4,180,1,
1512,"Maison individuelle 145 m², Rodange, Pétange","€ 698,000",Pétange,Hello Home,"Maison individuelle 145 m², Rodange, Pétange",698000,4,145,1,
1513,"Appartement 2 chambres excellent état, rez-de-chaussée, Dudelange, Dudelange","€ 880,000",Dudelange,NDE Immo,"Appartement 2 chambres excellent état, rez-de-chaussée, Dudelange, Dudelange",880000,2,135,1,T
1514,"Maison individuelle 175 m², Dudelange, Dudelange","€ 890,000",Dudelange,NDE Immo,"Maison individuelle 175 m², Dudelange, Dudelange",890000,5,175,2,
1515,"Maison jumelée / mitoyenne Trengen Knapp, Oetrange, Contern","€ 1,750,000",Contern,Fleur de Lys Real Estate,"Maison jumelée / mitoyenne Trengen Knapp, Oetrange, Contern",1750000,3,191,2,
1516,"Maison individuelle 165 m², Lorentzweiler, Lorentzweiler","€ 990,000",Lorentzweiler,Immo Corner,"Maison individuelle 165 m², Lorentzweiler, Lorentzweiler",990000,5,165,1,
1517,"Appartement 2 chambres premier étage, Bettembourg, Bettembourg","€ 629,000",Bettembourg,HER-Immo,"Appartement 2 chambres premier étage, Bettembourg, Bettembourg",629000,2,78,1,1
1518,"Appartement 2 chambres deuxième étage, Stadtbredimus, Stadtbredimus","€ 649,900",Stadtbredimus,HER-Immo,"Appartement 2 chambres deuxième étage, Stadtbredimus, Stadtbredimus",649900,2,93,1,2
1519,"Maison individuelle 180 m², Kayl, Kayl","€ 1,249,000",Kayl,HER-Immo,"Maison individuelle 180 m², Kayl, Kayl",1249000,3,180,1,
1520,"Maison individuelle 120 m², Differdange, Lasauvage, Differdange","€ 869,000",Differdange,HER-Immo,"Maison individuelle 120 m², Differdange, Lasauvage, Differdange",869000,3,120,,
1521,"Appartement 2 chambres premier étage, Grevenmacher, Grevenmacher","€ 650,000",Grevenmacher,GO IMMO S.à r.l.,"Appartement 2 chambres premier étage, Grevenmacher, Grevenmacher",650000,2,75,1,1
1522,"Appartement 3 chambres premier étage, Grevenmacher, Grevenmacher","€ 795,000",Grevenmacher,GO IMMO S.à r.l.,"Appartement 3 chambres premier étage, Grevenmacher, Grevenmacher",795000,3,113,2,1
1523,"Appartement 3 chambres 7 Rue Pierre Kersch, Grenz, Esch-sur-Alzette","€ 649,000",Esch-sur-Alzette,MP Partners SARL,"Appartement 3 chambres 7 Rue Pierre Kersch, Grenz, Esch-sur-Alzette",649000,3,80,1,2
1524,"Maison individuelle am For, Oetrange, Contern","€ 1,888,888",Contern,Primo Gérances S.à r.l.,"Maison individuelle am For, Oetrange, Contern",1888888,5,194,1,
1525,"Appartement 1 chambre rue Victor Hugo, Altwies, Mondorf-les-Bains","€ 395,000",Mondorf-les-Bains,Primo Gérances S.à r.l.,"Appartement 1 chambre rue Victor Hugo, Altwies, Mondorf-les-Bains",395000,1,66,1,4
1526,"Studio à vendre, Uecht","€ 357,456",Esch-sur-Alzette,Immo pac,"Studio à vendre, Uecht",357456,1,32,1,
1527,"Penthouse 7 rue jean-pierre-knaff, Wobrecken, Esch-sur-Alzette","€ 1,350,000",Esch-sur-Alzette,Gilda Immo,"Penthouse 7 rue jean-pierre-knaff, Wobrecken, Esch-sur-Alzette",1350000,3,150,2,3
1528,"Maison individuelle 13, rue de la Tour, Grevenmacher, Grevenmacher","€ 669,000",Grevenmacher,Immomobil,"Maison individuelle 13, rue de la Tour, Grevenmacher, Grevenmacher",669000,4,135,3,
1529,"Appartement 2 chambres excellent état, rez-de-chaussée, Belair, Luxembourg","€ 1,193,000",Luxembourg,AS PROMOTION Sàrl,"Appartement 2 chambres excellent état, rez-de-chaussée, Belair, Luxembourg",1193000,2,97,2,T
1530,"Maison individuelle 248 m², Wiltz, Wiltz","€ 735,000",Wiltz,GODIN immobilier,"Maison individuelle 248 m², Wiltz, Wiltz",735000,5,248,3,
1531,"Maison jumelée / mitoyenne 152 m², neuve, Bigonville, Bigonville-Poteau, Flatzbour, Rambrouch","€ 849,000",Rambrouch,JOST Immo,"Maison jumelée / mitoyenne 152 m², neuve, Bigonville, Bigonville-Poteau, Flatzbour, Rambrouch",849000,3,152,2,
1532,"Maison individuelle 220 m², neuve, Cents, Luxembourg","€ 1,984,000",Luxembourg,UB Partners,"Maison individuelle 220 m², neuve, Cents, Luxembourg",1984000,4,220,3,
1533,"Appartement 2 chambres Rue de Livange, Bettembourg, Bettembourg","€ 630,000",Bettembourg,Altina Immobilière Sàrl,"Appartement 2 chambres Rue de Livange, Bettembourg, Bettembourg",630000,2,77,2,3
1534,"Appartement 3 chambres Neuford, Al-Esch, Esch-sur-Alzette","€ 670,000",Esch-sur-Alzette,Altina Immobilière Sàrl,"Appartement 3 chambres Neuford, Al-Esch, Esch-sur-Alzette",670000,3,93,2,T
1535,"Appartement 1 chambre premier étage, Kayl, Kayl","€ 535,000",Kayl,Altina Immobilière Sàrl,"Appartement 1 chambre premier étage, Kayl, Kayl",535000,1,55,2,1
1536,"Appartement 1 chambre 13 rue Gabriel Lippmann, Bonnevoie-Verlorenkost, Luxembourg","€ 625,000",Luxembourg,SG IMMOBILIER - STEPHANIE GILMER,"Appartement 1 chambre 13 rue Gabriel Lippmann, Bonnevoie-Verlorenkost, Luxembourg",625000,1,48,,2
1537,"Maison individuelle 293 m², Manternach, Manternach","€ 1,125,000",Manternach,LX2 Immo,"Maison individuelle 293 m², Manternach, Manternach",1125000,5,293,3,
1538,"Appartement 4 chambres troisième étage, Wiltz, Wiltz","€ 720,000",Wiltz,Bomel SARL-S,"Appartement 4 chambres troisième étage, Wiltz, Wiltz",720000,4,134,3,3
