,property,price_range,location,property_link,agency,unit,unit_price,unit_info
431,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/370409/,Vista-gest,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois","{'chambre/pièce': '1', 'superficie': '56\n m²', 'salle de bain': '1', 'étage': '1'}"
432,"Appartement 1 chambre excellent état, premier étage, Gare, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/472085/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, premier étage, Gare, Luxembourg","€ 2,150/mois","{'chambre/pièce': '1', 'superficie': '42\n m²', 'étage': '1'}"
433,"Studio à louer, Universitéit",€ 950/mois,Esch-sur-Alzette,https://www.immotop.lu/annonces/23339/,GENIMMO GESTION,"Studio à louer, Universitéit",€ 950/mois,"{'superficie': '26\n m²', 'salle de bain': '1'}"
434,"Studio à louer, Universitéit","€ 1,100/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/55121/,GENIMMO GESTION,"Studio à louer, Universitéit","€ 1,100/mois","{'superficie': '33\n m²', 'salle de bain': '1'}"
435,"Penthouse neuf, 88 m², Ernster, Niederanven","€ 2,250/mois",Niederanven,https://www.immotop.lu/annonces/471983/,Immo Center,"Penthouse neuf, 88 m², Ernster, Niederanven","€ 2,250/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'étage': '3'}"
436,"Penthouse neuf, 88 m², Niederanven, Niederanven","€ 2,250/mois",Niederanven,https://www.immotop.lu/annonces/471981/,Immo Center,"Penthouse neuf, 88 m², Niederanven, Niederanven","€ 2,250/mois","{'chambres/pièces': '2', 'superficie': '88\n m²', 'étage': '3'}"
437,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/474089/,Keller Williams Luxembourg,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': 'T'}"
438,"Appartement 2 chambres excellent état, troisième étage, Wormeldange, Wormeldange-Haut, Wormeldange","€ 1,600/mois",Wormeldange,https://www.immotop.lu/annonces/471913/,FMI IMMOBILIER,"Appartement 2 chambres excellent état, troisième étage, Wormeldange, Wormeldange-Haut, Wormeldange","€ 1,600/mois","{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '3'}"
439,"Maison individuelle 196 m², Bonnevoie-Verlorenkost, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/476351/,BELL-IMMO sa,"Maison individuelle 196 m², Bonnevoie-Verlorenkost, Luxembourg","€ 3,000/mois","{'chambres/pièces': '4', 'superficie': '196\n m²', 'salles de bain': '2'}"
440,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 2,250/mois",Luxembourg,https://www.immotop.lu/annonces/471693/,Keller Williams Luxembourg,"Appartement 2 chambres deuxième étage, Ville Haute, Luxembourg","€ 2,250/mois","{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': '2'}"
441,"Appartement 3 chambres premier étage, Limpertsberg, Luxembourg","€ 3,350/mois",Luxembourg,https://www.immotop.lu/annonces/471317/,The Key Real Estate S.à r.l.,"Appartement 3 chambres premier étage, Limpertsberg, Luxembourg","€ 3,350/mois","{'chambres/pièces': '3', 'superficie': '100\n m²', 'étage': '1'}"
442,"Appartement 1 chambre rez-de-chaussée, Grund, Luxembourg","€ 1,480/mois",Luxembourg,https://www.immotop.lu/annonces/167539/,AB-Lux,"Appartement 1 chambre rez-de-chaussée, Grund, Luxembourg","€ 1,480/mois","{'chambre/pièce': '1', 'superficie': '45\n m²', 'salle de bain': '1', 'étage': 'T'}"
443,"Appartement 2 chambres neuf, deuxième étage, Beggen, Luxembourg","€ 3,600/mois",Luxembourg,https://www.immotop.lu/annonces/225111/,AB-Lux,"Appartement 2 chambres neuf, deuxième étage, Beggen, Luxembourg","€ 3,600/mois","{'chambres/pièces': '2', 'superficie': '180\n m²', 'salles de bain': '2', 'étage': '2'}"
444,"Maison individuelle rue de Steinfort, Steinfort, Steinfort","€ 3,000/mois",Steinfort,https://www.immotop.lu/annonces/393349/,B IMMOBILIER,"Maison individuelle rue de Steinfort, Steinfort, Steinfort","€ 3,000/mois","{'chambres/pièces': '3', 'superficie': '165\n m²', 'salle de bain': '1'}"
445,"Maison individuelle rue Michel Gehrend, Bonnevoie-Verlorenkost, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/441503/,B IMMOBILIER,"Maison individuelle rue Michel Gehrend, Bonnevoie-Verlorenkost, Luxembourg","€ 3,300/mois","{'chambres/pièces': '3', 'superficie': '156\n m²', 'salle de bain': '1'}"
446,"Appartement 1 chambre neuf, premier étage, Diekirch, Diekirch","€ 1,200/mois",Diekirch,https://www.immotop.lu/annonces/354741/,B IMMOBILIER,"Appartement 1 chambre neuf, premier étage, Diekirch, Diekirch","€ 1,200/mois","{'chambre/pièce': '1', 'superficie': '59\n m²', 'étage': '1'}"
447,"Maison jumelée / mitoyenne 50 m², excellent état, Waldbillig, Freckeisen, Waldbillig","€ 1,000/mois",Waldbillig,https://www.immotop.lu/annonces/464231/,B IMMOBILIER,"Maison jumelée / mitoyenne 50 m², excellent état, Waldbillig, Freckeisen, Waldbillig","€ 1,000/mois","{'chambre/pièce': '1', 'superficie': '50\n m²'}"
448,"Appartement 2 chambres rez-de-chaussée, Ingeldorf, Erpeldange-sur-Sûre","€ 1,400/mois",Erpeldange-sur-Sûre,https://www.immotop.lu/annonces/420801/,B IMMOBILIER,"Appartement 2 chambres rez-de-chaussée, Ingeldorf, Erpeldange-sur-Sûre","€ 1,400/mois","{'chambres/pièces': '2', 'superficie': '74\n m²', 'salle de bain': '1', 'étage': 'T'}"
449,"Appartement 3 chambres premier étage, Godbrange, Junglinster","€ 2,100/mois",Junglinster,https://www.immotop.lu/annonces/468615/,B IMMOBILIER,"Appartement 3 chambres premier étage, Godbrange, Junglinster","€ 2,100/mois","{'chambres/pièces': '3', 'superficie': '125\n m²', 'salle de bain': '1', 'étage': '1'}"
450,"Appartement 2 chambres Rue Lucien Thiel, ID7, Luxembourg, Kirchberg, Luxembourg","€ 3,540/mois",Luxembourg,https://www.immotop.lu/annonces/404373/,Blueground,"Appartement 2 chambres Rue Lucien Thiel, ID7, Luxembourg, Kirchberg, Luxembourg","€ 3,540/mois","{'chambres/pièces': '2', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': '6'}"
451,"Appartement 1 chambre 154 Rte de Thionville, ID1, 2610 Luxembourg, Bonnevoie-Verlorenkost, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/364959/,Blueground,"Appartement 1 chambre 154 Rte de Thionville, ID1, 2610 Luxembourg, Bonnevoie-Verlorenkost, Luxembourg","€ 2,200/mois","{'chambre/pièce': '1', 'superficie': '46\n m²', 'salle de bain': '1', 'étage': '3'}"
452,"Appartement 2 chambres 2 Rue Guido Oppenheim, ID10, 2263 Luxembourg, Hollerich, Luxembourg","€ 3,190/mois",Luxembourg,https://www.immotop.lu/annonces/448781/,Blueground,"Appartement 2 chambres 2 Rue Guido Oppenheim, ID10, 2263 Luxembourg, Hollerich, Luxembourg","€ 3,190/mois","{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': '2'}"
453,"Appartement 3 chambres 57 Rue de Merl, ID8, 2146 Luxembourg, Merl, Luxembourg","€ 3,990/mois",Luxembourg,https://www.immotop.lu/annonces/445881/,Blueground,"Appartement 3 chambres 57 Rue de Merl, ID8, 2146 Luxembourg, Merl, Luxembourg","€ 3,990/mois","{'chambres/pièces': '3', 'superficie': '131\n m²', 'salles de bain': '3', 'étage': '4'}"
454,"Appartement 1 chambre 79 Rue d'Eich, ID3, 1461 Luxembourg, Eich, Luxembourg","€ 2,270/mois",Luxembourg,https://www.immotop.lu/annonces/279461/,Blueground,"Appartement 1 chambre 79 Rue d'Eich, ID3, 1461 Luxembourg, Eich, Luxembourg","€ 2,270/mois","{'chambre/pièce': '1', 'superficie': '41\n m²', 'salle de bain': '1', 'étage': '2'}"
455,"Appartement 1 chambre 79 Rue d'Eich, ID4, 1461 Luxembourg, Eich, Luxembourg","€ 2,230/mois",Luxembourg,https://www.immotop.lu/annonces/404371/,Blueground,"Appartement 1 chambre 79 Rue d'Eich, ID4, 1461 Luxembourg, Eich, Luxembourg","€ 2,230/mois","{'chambre/pièce': '1', 'superficie': '41\n m²', 'salle de bain': '1', 'étage': '1'}"
456,"Appartement 2 chambres 34 Rue Glesener, ID5, 1630 Luxembourg, Gare, Luxembourg","€ 3,490/mois",Luxembourg,https://www.immotop.lu/annonces/412273/,Blueground,"Appartement 2 chambres 34 Rue Glesener, ID5, 1630 Luxembourg, Gare, Luxembourg","€ 3,490/mois","{'chambres/pièces': '2', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': '3'}"
457,"Appartement 1 chambre 154 Rte de Thionville, ID2, Bonnevoie-Verlorenkost, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/354701/,Blueground,"Appartement 1 chambre 154 Rte de Thionville, ID2, Bonnevoie-Verlorenkost, Luxembourg","€ 2,150/mois","{'chambre/pièce': '1', 'superficie': '46\n m²', 'salle de bain': '1', 'étage': '2'}"
458,"Appartement 2 chambres 32 Rue Jean-Pierre Brasseur, ID12, 1258 Luxembourg, Belair, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/466515/,Blueground,"Appartement 2 chambres 32 Rue Jean-Pierre Brasseur, ID12, 1258 Luxembourg, Belair, Luxembourg","€ 3,400/mois","{'chambres/pièces': '2', 'superficie': '95\n m²', 'salles de bain': '2', 'étage': '3'}"
459,"Appartement 1 chambre 79 Rue d'Eich, ID14, 1461 Luxembourg, Eich, Luxembourg","€ 2,450/mois",Luxembourg,https://www.immotop.lu/annonces/461733/,Blueground,"Appartement 1 chambre 79 Rue d'Eich, ID14, 1461 Luxembourg, Eich, Luxembourg","€ 2,450/mois","{'chambre/pièce': '1', 'superficie': '48\n m²', 'salle de bain': '1', 'étage': '3'}"
460,"Appartement 2 chambres 79 Rue d'Eich, ID15, 1461 Luxembourg, Eich, Luxembourg","€ 2,890/mois",Luxembourg,https://www.immotop.lu/annonces/461891/,Blueground,"Appartement 2 chambres 79 Rue d'Eich, ID15, 1461 Luxembourg, Eich, Luxembourg","€ 2,890/mois","{'chambres/pièces': '2', 'superficie': '72\n m²', 'salles de bain': '2', 'étage': '3'}"
461,"Appartement 2 Rue Charles Darwin, ID11, 1433 Luxembourg, Gasperich, Luxembourg","€ 2,050/mois",Luxembourg,https://www.immotop.lu/annonces/427059/,Blueground,"Appartement 2 Rue Charles Darwin, ID11, 1433 Luxembourg, Gasperich, Luxembourg","€ 2,050/mois","{'superficie': '39\n m²', 'salle de bain': '1', 'étage': '4'}"
462,"Maison individuelle 140 m², Dudelange, Dudelange","€ 1,850/mois",Dudelange,https://www.immotop.lu/annonces/302977/,17 B SARL,"Maison individuelle 140 m², Dudelange, Dudelange","€ 1,850/mois","{'chambres/pièces': '3', 'superficie': '140\n m²', 'salle de bain': '1'}"
463,"Duplex à louer, Lorentzweiler","€ 1,700/mois",Lorentzweiler,https://www.immotop.lu/annonces/463159/,BATINVEST,"Duplex à louer, Lorentzweiler","€ 1,700/mois","{'chambres/pièces': '2', 'superficie': '100\n m²'}"
464,"Appartement 3 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/371087/,HOME-IN Sàrl,"Appartement 3 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,700/mois","{'chambres/pièces': '3', 'superficie': '106\n m²', 'salle de bain': '1', 'étage': 'T'}"
465,"Appartement 2 chambres 63, rue du Glacis, Limpertsberg, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/414697/,CASAvitae Sàrl,"Appartement 2 chambres 63, rue du Glacis, Limpertsberg, Luxembourg","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '1'}"
466,"Studio à louer, Gare","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/383035/,CASAvitae Sàrl,"Studio à louer, Gare","€ 1,450/mois",{'superficie': '35\n m²'}
467,"Appartement 2 chambres excellent état, premier étage, Hesperange, Howald, Hesperange","€ 1,810/mois",Hesperange,https://www.immotop.lu/annonces/409319/,Immobelle,"Appartement 2 chambres excellent état, premier étage, Hesperange, Howald, Hesperange","€ 1,810/mois","{'chambres/pièces': '2', 'superficie': '94\n m²', 'étage': '1'}"
468,Immeuble en Location,"€ 25,000/mois",Luxembourg,https://www.immotop.lu/annonces/146065/,Immobelle,Immeuble en Location,"€ 25,000/mois","{'superficie': '700\n m²', 'étage': 'T'}"
469,"Appartement 1 chambre rez-de-chaussée, Grevenmacher, Grevenmacher","€ 1,100/mois",Grevenmacher,https://www.immotop.lu/annonces/450277/,Immobelle,"Appartement 1 chambre rez-de-chaussée, Grevenmacher, Grevenmacher","€ 1,100/mois","{'chambre/pièce': '1', 'superficie': '40\n m²', 'salle de bain': '1', 'étage': 'T'}"
470,Immeuble en Location,"€ 25,000/mois",Luxembourg,https://www.immotop.lu/annonces/378443/,Immobelle,Immeuble en Location,"€ 25,000/mois","{'superficie': '700\n m²', 'étage': 'T'}"
471,"Appartement neuf, troisième étage, Ville Haute, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/146049/,Immobelle,"Appartement neuf, troisième étage, Ville Haute, Luxembourg","€ 1,800/mois","{'superficie': '40\n m²', 'étage': '3'}"
472,"Appartement 1 chambre neuf, rez-de-chaussée, Mertert, Mertert","€ 1,050/mois",Mertert,https://www.immotop.lu/annonces/441581/,Immobelle,"Appartement 1 chambre neuf, rez-de-chaussée, Mertert, Mertert","€ 1,050/mois","{'chambre/pièce': '1', 'superficie': '32\n m²', 'étage': 'T'}"
473,"Maison individuelle rue de Rochefort, Beggen, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/366215/,Weckbecker Agence Immobilière,"Maison individuelle rue de Rochefort, Beggen, Luxembourg","€ 3,300/mois","{'chambres/pièces': '4', 'superficie': '220\n m²', 'salle de bain': '1'}"
474,"Maison individuelle 250 m², neuve, Mamer, Mamer","€ 3,300/mois",Mamer,https://www.immotop.lu/annonces/464173/,Weckbecker Agence Immobilière,"Maison individuelle 250 m², neuve, Mamer, Mamer","€ 3,300/mois","{'chambres/pièces': '4', 'superficie': '250\n m²', 'salle de bain': '1'}"
475,"Appartement 2 chambres rue Zithe, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/407251/,Weckbecker Agence Immobilière,"Appartement 2 chambres rue Zithe, Gare, Luxembourg","€ 2,300/mois","{'chambres/pièces': '2', 'superficie': '95\n m²', 'étage': '3'}"
476,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/352427/,Weckbecker Agence Immobilière,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois","{'chambre/pièce': '1', 'superficie': '100\n m²', 'salle de bain': '1', 'étage': '2'}"
477,"Duplex à louer, Ville Haute","€ 5,000/mois",Luxembourg,https://www.immotop.lu/annonces/146271/,Weckbecker Agence Immobilière,"Duplex à louer, Ville Haute","€ 5,000/mois","{'chambres/pièces': '2', 'superficie': '160\n m²', 'salle de bain': '1'}"
478,"Appartement 2 chambres troisième étage, Leudelange, Leudelange","€ 2,000/mois",Leudelange,https://www.immotop.lu/annonces/464387/,Weckbecker Agence Immobilière,"Appartement 2 chambres troisième étage, Leudelange, Leudelange","€ 2,000/mois","{'chambres/pièces': '2', 'superficie': '105\n m²', 'salle de bain': '1', 'étage': '3'}"
479,"Appartement 1 chambre neuf, troisième étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/459929/,Weckbecker Agence Immobilière,"Appartement 1 chambre neuf, troisième étage, Ville Haute, Luxembourg","€ 2,950/mois","{'chambre/pièce': '1', 'superficie': '73\n m²', 'salle de bain': '1', 'étage': '3'}"
480,"Appartement 1 chambre cinquième étage, Ville Haute, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/464187/,Weckbecker Agence Immobilière,"Appartement 1 chambre cinquième étage, Ville Haute, Luxembourg","€ 1,650/mois","{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '5'}"
481,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg","€ 2,850/mois",Luxembourg,https://www.immotop.lu/annonces/446331/,Weckbecker Agence Immobilière,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg","€ 2,850/mois","{'chambres/pièces': '2', 'superficie': '90\n m²', 'salles de bain': '2', 'étage': '6'}"
482,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/395689/,Weckbecker Agence Immobilière,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 3,000/mois","{'chambres/pièces': '2', 'superficie': '94\n m²', 'salles de bain': '2', 'étage': '3'}"
483,Immeuble en Location,"€ 7,500/mois",Helperknapp,https://www.immotop.lu/annonces/405027/,Weckbecker Agence Immobilière,Immeuble en Location,"€ 7,500/mois","{'superficie': '483\n m²', 'salles de bain': '3', 'étage': 'T'}"
484,"Appartement 2 chambres deuxième étage, Leudelange, Leudelange","€ 2,100/mois",Leudelange,https://www.immotop.lu/annonces/456809/,Weckbecker Agence Immobilière,"Appartement 2 chambres deuxième étage, Leudelange, Leudelange","€ 2,100/mois","{'chambres/pièces': '2', 'superficie': '107\n m²', 'salles de bain': '2', 'étage': '2'}"
485,"Appartement 2 chambres rez-de-chaussée, Gare, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/446329/,Weckbecker Agence Immobilière,"Appartement 2 chambres rez-de-chaussée, Gare, Luxembourg","€ 2,600/mois","{'chambres/pièces': '2', 'superficie': '100\n m²', 'salle de bain': '1', 'étage': 'T'}"
486,"Appartement 1 chambre deuxième étage, Cessange, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/453813/,Weckbecker Agence Immobilière,"Appartement 1 chambre deuxième étage, Cessange, Luxembourg","€ 1,650/mois","{'chambre/pièce': '1', 'superficie': '56\n m²', 'étage': '2'}"
487,"Appartement 1 chambre troisième étage, Gare, Luxembourg","€ 1,445/mois",Luxembourg,https://www.immotop.lu/annonces/146349/,Weckbecker Agence Immobilière,"Appartement 1 chambre troisième étage, Gare, Luxembourg","€ 1,445/mois","{'chambre/pièce': '1', 'superficie': '30\n m²', 'étage': '3'}"
488,"Appartement premier étage, Gare, Luxembourg","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/368737/,Weckbecker Agence Immobilière,"Appartement premier étage, Gare, Luxembourg","€ 1,400/mois","{'superficie': '30\n m²', 'salle de bain': '1', 'étage': '1'}"
489,"Appartement rez-de-chaussée, Rollingergrund, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/384387/,Weckbecker Agence Immobilière,"Appartement rez-de-chaussée, Rollingergrund, Luxembourg","€ 2,150/mois","{'superficie': '105\n m²', 'étage': 'T'}"
490,"Studio à louer, Ville Haute","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/463223/,Weckbecker Agence Immobilière,"Studio à louer, Ville Haute","€ 1,400/mois",{'superficie': '45\n m²'}
491,"Appartement 3 chambres quatrième étage, Limpertsberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/470775/,Homeseek,"Appartement 3 chambres quatrième étage, Limpertsberg, Luxembourg","€ 3,000/mois","{'chambres/pièces': '3', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': '4'}"
492,"Appartement 2 chambres neuf, deuxième étage, Pétange, Pétange","€ 1,450/mois",Pétange,https://www.immotop.lu/annonces/450243/,Accord Immobilière SA,"Appartement 2 chambres neuf, deuxième étage, Pétange, Pétange","€ 1,450/mois","{'chambres/pièces': '2', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '2'}"
493,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois",Pétange,https://www.immotop.lu/annonces/446321/,Accord Immobilière SA,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois","{'chambre/pièce': '1', 'superficie': '59\n m²', 'salle de bain': '1', 'étage': '1'}"
494,"Studio à louer, Rodange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/446287/,Accord Immobilière SA,"Studio à louer, Rodange","€ 1,050/mois","{'superficie': '38\n m²', 'salle de bain': '1'}"
495,"Appartement 1 chambre deuxième étage, Mondercange, Mondercange","€ 1,350/mois",Mondercange,https://www.immotop.lu/annonces/457639/,MAVE IMMO,"Appartement 1 chambre deuxième étage, Mondercange, Mondercange","€ 1,350/mois","{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '2'}"
496,"Appartement 2 chambres 22, rue du Couvent, Hesperange, Howald, Hesperange","€ 1,850/mois",Hesperange,https://www.immotop.lu/annonces/470291/,Three Immo,"Appartement 2 chambres 22, rue du Couvent, Hesperange, Howald, Hesperange","€ 1,850/mois","{'chambres/pièces': '2', 'superficie': '78\n m²', 'salle de bain': '1', 'étage': '3'}"
497,"Appartement 2 chambres Val Sainte-Croix, Cruchten, Nommern","€ 4,000/mois",Nommern,https://www.immotop.lu/annonces/464181/,MABRO,"Appartement 2 chambres Val Sainte-Croix, Cruchten, Nommern","€ 4,000/mois","{'chambres/pièces': '2', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': '4'}"
498,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 2,950/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/412271/,Engel & Völkers Luxembourg,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 2,950/mois","{'chambres/pièces': '2', 'superficie': '140\n m²', 'salle de bain': '1'}"
499,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette","€ 2,850/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/409309/,Engel & Völkers Luxembourg,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette","€ 2,850/mois","{'chambres/pièces': '4', 'superficie': '193\n m²', 'salle de bain': '1'}"
500,"Maison individuelle 210 m², Garnich, Garnich","€ 3,200/mois",Garnich,https://www.immotop.lu/annonces/461685/,Engel & Völkers Luxembourg,"Maison individuelle 210 m², Garnich, Garnich","€ 3,200/mois","{'chambres/pièces': '5', 'superficie': '210\n m²', 'salles de bain': '3'}"
501,"Maison individuelle 280 m², Belair, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/345277/,Engel & Völkers Luxembourg,"Maison individuelle 280 m², Belair, Luxembourg","€ 4,500/mois","{'chambres/pièces': '5+', 'superficie': '280\n m²', 'salles de bain': '3'}"
502,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/155997/,Engel & Völkers Luxembourg,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 4,500/mois","{'chambres/pièces': '2', 'superficie': '141\n m²', 'salles de bain': '2', 'étage': 'T'}"
503,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/155999/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois","{'chambre/pièce': '1', 'superficie': '50\n m²', 'étage': 'T'}"
504,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/155871/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois","{'chambre/pièce': '1', 'superficie': '52\n m²', 'étage': 'T'}"
505,"Studio à louer, Rollingergrund","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/460847/,Engel & Völkers Luxembourg,"Studio à louer, Rollingergrund","€ 1,400/mois","{'chambre/pièce': '1', 'superficie': '26\n m²'}"
506,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 14,000/mois",Luxembourg,https://www.immotop.lu/annonces/152531/,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 14,000/mois","{'chambres/pièces': '4', 'superficie': '338\n m²', 'salles de bain': '3'}"
507,"Duplex à louer, Limpertsberg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/160783/,Prestige Immobilier sàrl,"Duplex à louer, Limpertsberg","€ 2,800/mois","{'chambre/pièce': '1', 'superficie': '90\n m²'}"
508,"Appartement troisième étage, Itzig, Hesperange",€ 800/mois,Hesperange,https://www.immotop.lu/annonces/154261/,Agence IMMMO,"Appartement troisième étage, Itzig, Hesperange",€ 800/mois,"{'superficie': '25\n m²', 'étage': '3'}"
509,"Appartement 2 chambres rez-de-chaussée, Belair, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/351921/,Agence IMMMO,"Appartement 2 chambres rez-de-chaussée, Belair, Luxembourg","€ 2,200/mois","{'chambres/pièces': '2', 'superficie': '100\n m²', 'étage': 'T'}"
510,"Appartement 1 chambre neuf, rez-de-chaussée, Hosingen, Parc Hosingen","€ 1,300/mois",Parc Hosingen,https://www.immotop.lu/annonces/351737/,Apoidea agence immobilière,"Appartement 1 chambre neuf, rez-de-chaussée, Hosingen, Parc Hosingen","€ 1,300/mois","{'chambre/pièce': '1', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': 'T'}"
511,"Appartement premier étage, Gasperich, Luxembourg","€ 1,375/mois",Luxembourg,https://www.immotop.lu/annonces/482665/,Immocity Luxembourg sàrl,"Appartement premier étage, Gasperich, Luxembourg","€ 1,375/mois","{'superficie': '31\n m²', 'étage': '1'}"
512,"Appartement 2 chambres rez-de-chaussée, Mersch, Mersch","€ 1,750/mois",Mersch,https://www.immotop.lu/annonces/470153/,Home2B,"Appartement 2 chambres rez-de-chaussée, Mersch, Mersch","€ 1,750/mois","{'chambres/pièces': '2', 'superficie': '91\n m²', 'salle de bain': '1', 'étage': 'T'}"
513,"Studio à louer, Bonnevoie-Verlorenkost","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/425917/,Groupe IRIS Immobilier,"Studio à louer, Bonnevoie-Verlorenkost","€ 1,500/mois",{'superficie': '30\n m²'}
514,"Studio à louer, Gare","€ 1,250/mois",Luxembourg,https://www.immotop.lu/annonces/470077/,E-Home,"Studio à louer, Gare","€ 1,250/mois","{'superficie': '39\n m²', 'salle de bain': '1'}"
515,"Maison individuelle 143 m², Hersberg, Kobenbour, Bech","€ 2,550/mois",Bech,https://www.immotop.lu/annonces/470067/,livinghome real estate sàrl,"Maison individuelle 143 m², Hersberg, Kobenbour, Bech","€ 2,550/mois","{'chambres/pièces': '3', 'superficie': '143\n m²', 'salle de bain': '1'}"
