,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
15,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/474147/,RE/MAX IMMO EVOLUTION,"Appartement 2 chambres troisième étage, Belair, Luxembourg",3100.0,Appartement,2.0,103.0,1.0,3
16,"Appartement 3 chambres troisième étage, Wasserbillig, Mertert","€ 2,200/mois",Mertert,https://www.immotop.lu/annonces/469719/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 3 chambres troisième étage, Wasserbillig, Mertert",2200.0,Appartement,3.0,118.0,1.0,3
17,"Maison individuelle 170 m², Godbrange, Junglinster","€ 2,750/mois",Junglinster,https://www.immotop.lu/annonces/434607/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Maison individuelle 170 m², Godbrange, Junglinster",2750.0,Maison individuelle,4.0,170.0,,
18,"Maison individuelle 198 m², Schouweiler, Dippach","€ 3,300/mois",Dippach,https://www.immotop.lu/annonces/257617/,Agence Immobilière MARAMAX s.à r.l.,"Maison individuelle 198 m², Schouweiler, Dippach",3300.0,Maison individuelle,5.0,198.0,2.0,
19,"Appartement 2 chambres rue Dominique Lang, Dudelange, Dudelange","€ 2,250/mois",Dudelange,https://www.immotop.lu/annonces/165839/,IMMO SP,"Appartement 2 chambres rue Dominique Lang, Dudelange, Dudelange",2250.0,Appartement,2.0,135.0,1.0,3
20,"Appartement 3 chambres rez-de-chaussée, Berdorf, Berdorf","€ 2,700/mois",Berdorf,https://www.immotop.lu/annonces/413507/,M2 S.A. by Serge Veyder,"Appartement 3 chambres rez-de-chaussée, Berdorf, Berdorf",2700.0,Appartement,3.0,160.0,1.0,T
21,"Maison jumelée / mitoyenne 17d rue de Steinfort, Hobscheid, Habscht","€ 2,950/mois",Habscht,https://www.immotop.lu/annonces/382771/,Bee immo,"Maison jumelée / mitoyenne 17d rue de Steinfort, Hobscheid, Habscht",2950.0,Maison jumelée / mitoyenne,4.0,280.0,2.0,
22,"Duplex à louer, Ville Haute","€ 2,900/mois",Luxembourg,https://www.immotop.lu/annonces/415509/,Claude Konrath Promotions Sàrl,"Duplex à louer, Ville Haute",2900.0,Duplex,2.0,94.0,2.0,
23,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/166243/,Prestige Immobilier sàrl,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg",2800.0,Appartement,1.0,90.0,,3
24,"Maison jumelée / mitoyenne 21A rue de la Semois, Ville Haute, Luxembourg","€ 5,700/mois",Luxembourg,https://www.immotop.lu/annonces/446445/,HOUSE INVEST,"Maison jumelée / mitoyenne 21A rue de la Semois, Ville Haute, Luxembourg",5700.0,Maison jumelée / mitoyenne,4.0,297.0,3.0,
25,"Appartement 1 chambre excellent état, deuxième étage, Gare, Luxembourg","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/50677/,Immozac SARLS,"Appartement 1 chambre excellent état, deuxième étage, Gare, Luxembourg",1450.0,Appartement,1.0,40.0,1.0,2
26,"Appartement 2 chambres neuf, troisième étage, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/463501/,Bureau Immobilier Léa Kappweiler s.àr.l.,"Appartement 2 chambres neuf, troisième étage, Gare, Luxembourg",2300.0,Appartement,2.0,90.0,1.0,3
27,"Appartement 3 chambres excellent état, premier étage, Greiveldange, Hettermillen, Stadtbredimus","€ 2,200/mois",Stadtbredimus,https://www.immotop.lu/annonces/421871/,Patrimonew Immobilière Sàrl,"Appartement 3 chambres excellent état, premier étage, Greiveldange, Hettermillen, Stadtbredimus",2200.0,Appartement,3.0,130.0,1.0,1
28,"Maison jumelée / mitoyenne 32 Cité du Soleil, Bettembourg, Bettembourg","€ 2,650/mois",Bettembourg,https://www.immotop.lu/annonces/451911/,LUX Residence SARL,"Maison jumelée / mitoyenne 32 Cité du Soleil, Bettembourg, Bettembourg",2650.0,Maison jumelée / mitoyenne,3.0,125.0,3.0,
29,"Penthouse 21 Rue Philippe II, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/438539/,ISABELLA COLTAN REAL ESTATE,"Penthouse 21 Rue Philippe II, Ville Haute, Luxembourg",4500.0,Penthouse,3.0,150.0,3.0,6
30,"Penthouse 7, rue JP Sauvage, Kirchberg, Luxembourg","€ 5,400/mois",Luxembourg,https://www.immotop.lu/annonces/165319/,IMMO FRANK,"Penthouse 7, rue JP Sauvage, Kirchberg, Luxembourg",5400.0,Penthouse,3.0,229.0,1.0,9
31,"Appartement 1 chambre 9 rue de l'Hôpital, Echternach, Echternach","€ 2,390/mois",Echternach,https://www.immotop.lu/annonces/37409/,Senior Hotel Echternach,"Appartement 1 chambre 9 rue de l'Hôpital, Echternach, Echternach",2390.0,Appartement,1.0,43.0,1.0,T
32,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois",Kopstal,https://www.immotop.lu/annonces/445121/,New Immo,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal",1450.0,Appartement,1.0,75.0,1.0,2
33,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,850/mois",Hesperange,https://www.immotop.lu/annonces/456979/,New Immo,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange",1850.0,Appartement,2.0,86.0,1.0,1
34,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/383313/,New Immo,"Appartement 1 chambre deuxième étage, Merl, Luxembourg",1650.0,Appartement,1.0,64.0,1.0,2
35,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/371109/,New Immo,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg",2150.0,Appartement,1.0,54.0,,2
36,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371111/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg",3100.0,Appartement,2.0,88.0,,2
37,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371121/,New Immo,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg",3400.0,Appartement,3.0,99.0,,2
38,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371129/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg",3100.0,Appartement,2.0,91.0,,1
39,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/371115/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg",3200.0,Appartement,2.0,94.0,,T
40,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/371131/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg",2950.0,Appartement,2.0,81.0,,1
41,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois",Luxembourg,https://www.immotop.lu/annonces/371141/,New Immo,"Penthouse neuf, 133 m², Kirchberg, Luxembourg",4250.0,Penthouse,3.0,133.0,,3
42,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/371133/,New Immo,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg",2200.0,Appartement,1.0,55.0,,T
43,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371123/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg",3000.0,Appartement,2.0,81.0,,2
44,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois",Luxembourg,https://www.immotop.lu/annonces/371113/,New Immo,"Penthouse neuf, 121 m², Kirchberg, Luxembourg",3950.0,Penthouse,3.0,121.0,,3
45,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371137/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg",3100.0,Appartement,2.0,86.0,,1
46,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois",Roeser,https://www.immotop.lu/annonces/444379/,New Immo,"Appartement 1 chambre deuxième étage, Roeser, Roeser",1650.0,Appartement,1.0,70.0,1.0,2
47,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371125/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg",3000.0,Appartement,2.0,81.0,,T
48,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois",Luxembourg,https://www.immotop.lu/annonces/424267/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg",2350.0,Appartement,1.0,62.0,1.0,1
49,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404157/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg",2950.0,Appartement,1.0,89.0,1.0,1
50,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois",Niederanven,https://www.immotop.lu/annonces/203367/,New Immo,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven",3800.0,Appartement,3.0,166.0,3.0,1
51,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371139/,New Immo,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg",3400.0,Appartement,3.0,94.0,,T
52,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404153/,New Immo,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg",2950.0,Appartement,2.0,92.0,1.0,1
53,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/482319/,New Immo,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg",1800.0,Appartement,1.0,51.0,1.0,1
54,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/371135/,New Immo,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg",2100.0,Appartement,1.0,54.0,,1
55,"Appartement 2 chambres neuf, 15, Kirchberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/359663/,New Immo,"Appartement 2 chambres neuf, 15, Kirchberg, Luxembourg",2600.0,Appartement,2.0,81.0,,15
56,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois",Bertrange,https://www.immotop.lu/annonces/454711/,New Immo,"Appartement 2 chambres premier étage, Bertrange, Bertrange",1800.0,Appartement,2.0,99.0,1.0,1
57,"Appartement 1 chambre 279, rue de neudorf, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/60071/,L'Agence,"Appartement 1 chambre 279, rue de neudorf, Neudorf-Weimershof, Luxembourg",1700.0,Appartement,1.0,58.0,2.0,T
58,"Duplex à louer, Limpertsberg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/349419/,L'Agence,"Duplex à louer, Limpertsberg",2800.0,Duplex,2.0,105.0,2.0,
59,"Penthouse excellent état, 90 m², Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/342721/,Immo & Co,"Penthouse excellent état, 90 m², Hollerich, Luxembourg",2650.0,Penthouse,2.0,90.0,2.0,T
60,"Appartement 2 chambres deuxième étage, Rodange, Pétange","€ 1,400/mois",Pétange,https://www.immotop.lu/annonces/485757/,ImmoLorena,"Appartement 2 chambres deuxième étage, Rodange, Pétange",1400.0,Appartement,2.0,72.0,,2
61,"Appartement 2 chambres 18, rue Michel Weber, Ettelbrück, Ettelbruck","€ 1,450/mois",Ettelbruck,https://www.immotop.lu/annonces/440643/,Mevi SA,"Appartement 2 chambres 18, rue Michel Weber, Ettelbrück, Ettelbruck",1450.0,Appartement,2.0,75.0,,2
62,"Appartement 3 chambres 56, boulevard J -F Kennedy, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/474533/,James F. Taylor & Partners,"Appartement 3 chambres 56, boulevard J -F Kennedy, Al-Esch, Esch-sur-Alzette",1500.0,Appartement,3.0,99.0,1.0,4
63,"Appartement 1 chambre 4 Om Buren Lieler, Weiswampach, Wemperhardt, Weiswampach","€ 1,350/mois",Weiswampach,https://www.immotop.lu/annonces/457533/,AIDL IMMO S. à r. l.,"Appartement 1 chambre 4 Om Buren Lieler, Weiswampach, Wemperhardt, Weiswampach",1350.0,Appartement,1.0,62.0,1.0,1
64,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/459737/,GENIMMO GESTION,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette",1500.0,Appartement,1.0,69.0,1.0,3
65,"Appartement 2 chambres neuf, quatrième étage, Gasperich, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/426313/,Roxy Immobilière,"Appartement 2 chambres neuf, quatrième étage, Gasperich, Luxembourg",2000.0,Appartement,2.0,74.0,1.0,4
66,"Appartement 2 chambres deuxième étage, Crauthem, Roeser","€ 1,850/mois",Roeser,https://www.immotop.lu/annonces/473053/,MABRO,"Appartement 2 chambres deuxième étage, Crauthem, Roeser",1850.0,Appartement,2.0,83.0,,2
67,"Appartement 2 chambres neuf, premier étage, Mertzig, Mertzig","€ 1,550/mois",Mertzig,https://www.immotop.lu/annonces/354751/,B IMMOBILIER,"Appartement 2 chambres neuf, premier étage, Mertzig, Mertzig",1550.0,Appartement,2.0,76.0,1.0,1
68,"Maison jumelée / mitoyenne Dicks-Lentz, Oberkorn, Differdange","€ 2,200/mois",Differdange,https://www.immotop.lu/annonces/155655/,Venice Consulting SA,"Maison jumelée / mitoyenne Dicks-Lentz, Oberkorn, Differdange",2200.0,Maison jumelée / mitoyenne,3.0,120.0,2.0,
69,"Appartement 2 chambres premier étage, Roeser, Roeser","€ 2,050/mois",Roeser,https://www.immotop.lu/annonces/441787/,Venice Consulting SA,"Appartement 2 chambres premier étage, Roeser, Roeser",2050.0,Appartement,2.0,96.0,1.0,1
70,"Appartement premier étage, Bivange, Kockelscheuer, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/456759/,FIORE IMMO,"Appartement premier étage, Bivange, Kockelscheuer, Roeser",1700.0,Appartement,,77.0,,1
71,"Appartement premier étage, Roeser, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/456757/,FIORE IMMO,"Appartement premier étage, Roeser, Roeser",1700.0,Appartement,,77.0,,1
72,"Studio à louer, Roeser","€ 1,395/mois",Roeser,https://www.immotop.lu/annonces/469293/,Immeck Ventes Sàrl,"Studio à louer, Roeser",1395.0,Studio,2.0,50.0,1.0,
73,"Maison individuelle 16A, rue du Baumbusch, Mamer, Mamer","€ 2,650/mois",Mamer,https://www.immotop.lu/annonces/377427/,BUREAU COMPTABLE FISCAL ET IMMOBILIER Nico Becker,"Maison individuelle 16A, rue du Baumbusch, Mamer, Mamer",2650.0,Maison individuelle,3.0,215.0,2.0,
74,"Appartement 2 chambres rez-de-chaussée, Ville Haute, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/458097/,LA immo Sàrl,"Appartement 2 chambres rez-de-chaussée, Ville Haute, Luxembourg",2150.0,Appartement,2.0,95.0,1.0,T
75,"Penthouse neuf, 154 m², Wiltz, Wiltz","€ 2,600/mois",Wiltz,https://www.immotop.lu/annonces/463107/,Laforêt Capital,"Penthouse neuf, 154 m², Wiltz, Wiltz",2600.0,Penthouse,3.0,154.0,2.0,T
76,"Appartement 1 chambre rez-de-chaussée, Belvaux, Sanem",€ 950/mois,Sanem,https://www.immotop.lu/annonces/199861/,IMMO MAIN NASCHT SARL,"Appartement 1 chambre rez-de-chaussée, Belvaux, Sanem",950.0,Appartement,1.0,48.0,1.0,T
77,"Appartement 1 chambre excellent état, quatrième étage, Limpertsberg, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/477359/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, quatrième étage, Limpertsberg, Luxembourg",2400.0,Appartement,1.0,40.0,,4
78,"Appartement excellent état, rez-de-chaussée, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/477367/,FMI IMMOBILIER,"Appartement excellent état, rez-de-chaussée, Limpertsberg, Luxembourg",2600.0,Appartement,,40.0,,T
79,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/477373/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg",2600.0,Appartement,1.0,40.0,1.0,2
80,"Appartement 1 chambre excellent état, septième étage, Gare, Luxembourg","€ 2,640/mois",Luxembourg,https://www.immotop.lu/annonces/441407/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, septième étage, Gare, Luxembourg",2640.0,Appartement,1.0,53.0,,7
81,"Studio à louer, Gare","€ 1,350/mois",Luxembourg,https://www.immotop.lu/annonces/471967/,FMI IMMOBILIER,"Studio à louer, Gare",1350.0,Studio,,33.0,,
82,"Studio à louer, Ville Haute","€ 1,550/mois",Luxembourg,https://www.immotop.lu/annonces/471955/,FMI IMMOBILIER,"Studio à louer, Ville Haute",1550.0,Studio,1.0,,,
83,"Appartement 2 chambres neuf, rez-de-chaussée, Hellange, Frisange","€ 2,100/mois",Frisange,https://www.immotop.lu/annonces/472099/,FMI IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hellange, Frisange",2100.0,Appartement,2.0,70.0,,T
84,"Appartement 1 chambre rez-de-chaussée, Hesperange, Howald, Hesperange","€ 1,950/mois",Hesperange,https://www.immotop.lu/annonces/472985/,FMI IMMOBILIER,"Appartement 1 chambre rez-de-chaussée, Hesperange, Howald, Hesperange",1950.0,Appartement,1.0,70.0,,T
85,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/52719/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg",2700.0,Appartement,1.0,40.0,1.0,2
86,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/295233/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg",2600.0,Appartement,1.0,40.0,1.0,2
87,"Appartement 2 chambres deuxième étage, Steinsel, Steinsel","€ 1,650/mois",Steinsel,https://www.immotop.lu/annonces/476437/,FISCHBACH Realtors & Developers S.A.,"Appartement 2 chambres deuxième étage, Steinsel, Steinsel",1650.0,Appartement,2.0,87.0,,2
88,"Maison individuelle 199 m², Ettelbrück, Ettelbruck","€ 2,500/mois",Ettelbruck,https://www.immotop.lu/annonces/448103/,RE/MAX Premium,"Maison individuelle 199 m², Ettelbrück, Ettelbruck",2500.0,Maison individuelle,4.0,199.0,2.0,
89,"Maison individuelle 130 m², Al-Esch, Esch-sur-Alzette","€ 2,000/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/456985/,COLLINI WELTER Immobilière S.à.r.l.,"Maison individuelle 130 m², Al-Esch, Esch-sur-Alzette",2000.0,Maison individuelle,3.0,130.0,,
90,"Studio à louer, Belval","€ 1,150/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/475637/,COLLINI WELTER Immobilière S.à.r.l.,"Studio à louer, Belval",1150.0,Studio,1.0,40.0,1.0,
91,"Appartement 1 chambre troisième étage, Grevenmacher","€ 1,100/mois",Grevenmacher,https://www.immotop.lu/annonces/410977/,ACE IMMO,"Appartement 1 chambre troisième étage, Grevenmacher",1100.0,Appartement,1.0,94.0,,3
92,"Villa indépendante 300 m², Diekirch, Diekirch","€ 3,000/mois",Diekirch,https://www.immotop.lu/annonces/395589/,Immobilière Paul Reinig,"Villa indépendante 300 m², Diekirch, Diekirch",3000.0,Villa indépendante,3.0,300.0,2.0,
93,"Studio à louer, Hesperange, Howald","€ 1,500/mois",Hesperange,https://www.immotop.lu/annonces/475843/,RE/MAX SWEET HOME,"Studio à louer, Hesperange, Howald",1500.0,Studio,,31.0,1.0,
94,"Appartement 2 chambres rue Ferdinand Kuhn, Hesperange, Howald, Hesperange","€ 1,700/mois",Hesperange,https://www.immotop.lu/annonces/472137/,LOGILUX Immobilier SARL,"Appartement 2 chambres rue Ferdinand Kuhn, Hesperange, Howald, Hesperange",1700.0,Appartement,2.0,100.0,1.0,1
95,"Maison individuelle rue des Jardins, Clemency, Käerjeng","€ 2,300/mois",Käerjeng,https://www.immotop.lu/annonces/470149/,LOGILUX Immobilier SARL,"Maison individuelle rue des Jardins, Clemency, Käerjeng",2300.0,Maison individuelle,3.0,180.0,1.0,
96,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,380/mois",Pétange,https://www.immotop.lu/annonces/374505/,Agence Immobilière MARAMAX s.à r.l.,"Appartement 1 chambre premier étage, Rodange, Pétange",1380.0,Appartement,1.0,55.0,1.0,1
97,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/477259/,Agence IMMMO,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg",1800.0,Appartement,1.0,85.0,1.0,T
98,"Appartement 1 chambre deuxième étage, Remich, Remich","€ 1,500/mois",Remich,https://www.immotop.lu/annonces/477405/,Agence Immobilière Joe Rock,"Appartement 1 chambre deuxième étage, Remich, Remich",1500.0,Appartement,1.0,90.0,1.0,2
99,"Appartement 1 chambre rue Guillaume Schneider, Limpertsberg, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/457835/,MKA Malou KNAFF Sàrl,"Appartement 1 chambre rue Guillaume Schneider, Limpertsberg, Luxembourg",1700.0,Appartement,1.0,76.0,1.0,T
100,"Maison individuelle 8 rue l'Orée du Bois, Bereldange, Walferdange","€ 2,800/mois",Walferdange,https://www.immotop.lu/annonces/402189/,Multi Business Consultant,"Maison individuelle 8 rue l'Orée du Bois, Bereldange, Walferdange",2800.0,Maison individuelle,5.0,150.0,2.0,
