,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
101,"Appartement 1 chambre 9A rue de Chiny, Gare, Luxembourg","€ 1,850/mois",Luxembourg,https://www.immotop.lu/annonces/454279/,Multi Business Consultant,"Appartement 1 chambre 9A rue de Chiny, Gare, Luxembourg",1850.0,Appartement,1.0,50.0,1.0,3
102,"Appartement 2 chambres 40 rue principale, Schuttrange, Schuttrange","€ 2,350/mois",Schuttrange,https://www.immotop.lu/annonces/413653/,Homely,"Appartement 2 chambres 40 rue principale, Schuttrange, Schuttrange",2350.0,Appartement,2.0,104.0,2.0,1
103,"Appartement 1 chambre avenue Lou Hemmer, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,100/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/420765/,Schiltz Immo,"Appartement 1 chambre avenue Lou Hemmer, Mondorf-les-Bains, Mondorf-les-Bains",1100.0,Appartement,1.0,51.0,1.0,T
104,"Appartement 2 chambres troisième étage, Bertrange, Bertrange","€ 1,950/mois",Bertrange,https://www.immotop.lu/annonces/474127/,Immo Losch S.àr.l,"Appartement 2 chambres troisième étage, Bertrange, Bertrange",1950.0,Appartement,2.0,104.0,1.0,3
105,"Appartement 1 chambre rez-de-chaussée, Berschbach, Rollingen, Mersch","€ 1,300/mois",Mersch,https://www.immotop.lu/annonces/469703/,iKSL S.à.r.l,"Appartement 1 chambre rez-de-chaussée, Berschbach, Rollingen, Mersch",1300.0,Appartement,1.0,68.0,1.0,T
106,"Appartement 2 chambres 11, rue de Muhlenbach, Muhlenbach, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/476443/,Park Agence,"Appartement 2 chambres 11, rue de Muhlenbach, Muhlenbach, Luxembourg",2150.0,Appartement,2.0,85.0,1.0,T
107,"Appartement 2 chambres Rue General Patton, Hesperange, Howald, Hesperange","€ 2,600/mois",Hesperange,https://www.immotop.lu/annonces/448953/,iMMOSOLUTIONS,"Appartement 2 chambres Rue General Patton, Hesperange, Howald, Hesperange",2600.0,Appartement,2.0,100.0,1.0,T
108,"Appartement 3 chambres deuxième étage, Gasperich, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/461947/,Engel & Völkers Luxembourg,"Appartement 3 chambres deuxième étage, Gasperich, Luxembourg",2950.0,Appartement,3.0,80.0,2.0,2
109,"Triplex à louer, Mondorf-les-Bains","€ 2,950/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/473361/,Engel & Völkers Luxembourg,"Triplex à louer, Mondorf-les-Bains",2950.0,Triplex,2.0,140.0,1.0,
110,"Appartement 3 chambres quatrième étage, Strassen, Strassen","€ 2,500/mois",Strassen,https://www.immotop.lu/annonces/474909/,Castel Immobilier,"Appartement 3 chambres quatrième étage, Strassen, Strassen",2500.0,Appartement,3.0,113.0,,4
111,"Studio à louer, Oberkorn","€ 1,150/mois",Differdange,https://www.immotop.lu/annonces/475583/,CONCEPT GESTION S.à r.l.,"Studio à louer, Oberkorn",1150.0,Studio,,32.0,1.0,
112,"Duplex à louer, Limpertsberg","€ 6,000/mois",Luxembourg,https://www.immotop.lu/annonces/13503/,MKA Malou KNAFF Sàrl,"Duplex à louer, Limpertsberg",6000.0,Duplex,4.0,250.0,3.0,
113,"Maison individuelle, excellent état, Bertrange, Bertrange","€ 3,500/mois",Bertrange,https://www.immotop.lu/annonces/444929/,COLLINI WELTER Immobilière S.à.r.l.,"Maison individuelle, excellent état, Bertrange, Bertrange",3500.0,Maison individuelle,5.0,,1.0,
114,"Maison jumelée / mitoyenne 120 m², Al-Esch, Esch-sur-Alzette","€ 2,100/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/444931/,COLLINI WELTER Immobilière S.à.r.l.,"Maison jumelée / mitoyenne 120 m², Al-Esch, Esch-sur-Alzette",2100.0,Maison jumelée / mitoyenne,3.0,120.0,1.0,
115,"Appartement 1 chambre neuf, rez-de-chaussée, Machtum, Wormeldange","€ 1,750/mois",Wormeldange,https://www.immotop.lu/annonces/327883/,ERLO S.A.,"Appartement 1 chambre neuf, rez-de-chaussée, Machtum, Wormeldange",1750.0,Appartement,1.0,85.0,1.0,T
116,"Penthouse 235 m² avec terrasse, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/364277/,Castel Immobilier,"Penthouse 235 m² avec terrasse, Ville Haute, Luxembourg",4500.0,Penthouse,4.0,235.0,1.0,3
117,"Studio à louer, Limpertsberg","€ 1,150/mois",Luxembourg,https://www.immotop.lu/annonces/462563/,Castel Immobilier,"Studio à louer, Limpertsberg",1150.0,Studio,,32.0,,
118,"Appartement 2 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/474693/,Immostep sarl,"Appartement 2 chambres rez-de-chaussée, Kirchberg, Luxembourg",2400.0,Appartement,2.0,89.0,1.0,T
119,"Penthouse 87 m² avec terrasse, Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/474695/,Immostep sarl,"Penthouse 87 m² avec terrasse, Hollerich, Luxembourg",2650.0,Penthouse,3.0,87.0,,7
120,"Appartement 1 chambre 19 rue Gewaennchen, Fentange, Hesperange","€ 1,520/mois",Hesperange,https://www.immotop.lu/annonces/351267/,D2 Immo,"Appartement 1 chambre 19 rue Gewaennchen, Fentange, Hesperange",1520.0,Appartement,1.0,67.0,1.0,T
121,"Appartement 1 chambre boulevard Royal, septième étage, Ville Haute, Luxembourg","€ 1,770/mois",Luxembourg,https://www.immotop.lu/annonces/474881/,D2 Immo,"Appartement 1 chambre boulevard Royal, septième étage, Ville Haute, Luxembourg",1770.0,Appartement,1.0,52.0,1.0,7
122,"Maison individuelle 120 m², Pétange, Pétange","€ 1,850/mois",Pétange,https://www.immotop.lu/annonces/474601/,ImmoLorena,"Maison individuelle 120 m², Pétange, Pétange",1850.0,Maison individuelle,3.0,120.0,1.0,
123,"Appartement 1 chambre Rte d'Arlon, Belair, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/437721/,Agence ImmoFlash Luxembourg,"Appartement 1 chambre Rte d'Arlon, Belair, Luxembourg",1900.0,Appartement,1.0,68.0,1.0,1
124,"Maison individuelle rue des Roses, Limpertsberg, Luxembourg","€ 6,000/mois",Luxembourg,https://www.immotop.lu/annonces/285095/,property*,"Maison individuelle rue des Roses, Limpertsberg, Luxembourg",6000.0,Maison individuelle,5.0,300.0,1.0,
125,"Appartement 1 chambre route de Mondorf, Wellenstein, Schengen","€ 1,390/mois",Schengen,https://www.immotop.lu/annonces/464265/,Primo Gérances S.à r.l.,"Appartement 1 chambre route de Mondorf, Wellenstein, Schengen",1390.0,Appartement,1.0,63.0,1.0,T
126,"Appartement 1 chambre deuxième étage, Al-Esch, Esch-sur-Alzette","€ 1,400/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/468911/,EUROPROM S.A.,"Appartement 1 chambre deuxième étage, Al-Esch, Esch-sur-Alzette",1400.0,Appartement,1.0,60.0,,2
127,"Appartement 1 chambre 154 Rte de Thionville - ID6, 2610 Luxembourg, Bonnevoie-Verlorenkost, Luxembourg","€ 1,870/mois",Luxembourg,https://www.immotop.lu/annonces/354699/,Blueground,"Appartement 1 chambre 154 Rte de Thionville - ID6, 2610 Luxembourg, Bonnevoie-Verlorenkost, Luxembourg",1870.0,Appartement,1.0,30.0,1.0,2
128,"Appartement 2 chambres 62, rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/346985/,CASAvitae Sàrl,"Appartement 2 chambres 62, rue Charles Quint, Merl, Luxembourg",2400.0,Appartement,2.0,85.0,1.0,3
129,"Maison individuelle 200 m², Hesperange, Howald, Hesperange","€ 3,900/mois",Hesperange,https://www.immotop.lu/annonces/181077/,Immobelle,"Maison individuelle 200 m², Hesperange, Howald, Hesperange",3900.0,Maison individuelle,4.0,200.0,1.0,
130,"Maison jumelée / mitoyenne 36 Rue Principale, Oberanven, Rameldange, Hostert, Niederanven","€ 3,900/mois",Niederanven,https://www.immotop.lu/annonces/469739/,Park Agence,"Maison jumelée / mitoyenne 36 Rue Principale, Oberanven, Rameldange, Hostert, Niederanven",3900.0,Maison jumelée / mitoyenne,4.0,186.0,3.0,
131,"Appartement 1 chambre 280, rue de Luxembourg, Lallange, Esch-sur-Alzette","€ 1,300/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/464349/,Immogenic,"Appartement 1 chambre 280, rue de Luxembourg, Lallange, Esch-sur-Alzette",1300.0,Appartement,1.0,53.0,1.0,4
132,"Appartement 3 chambres Massewee, Gonderange, Junglinster","€ 1,980/mois",Junglinster,https://www.immotop.lu/annonces/461909/,STUDIO-APART-HOUSE,"Appartement 3 chambres Massewee, Gonderange, Junglinster",1980.0,Appartement,3.0,117.0,2.0,T
133,"Duplex à louer, Ville Haute","€ 5,000/mois",Luxembourg,https://www.immotop.lu/annonces/464227/,Bureau Immobilier Léa Kappweiler s.àr.l.,"Duplex à louer, Ville Haute",5000.0,Duplex,2.0,150.0,1.0,
134,"Maison jumelée / mitoyenne 172, rue Pierre Krier, Bonnevoie-Verlorenkost, Luxembourg","€ 3,500/mois",Luxembourg,https://www.immotop.lu/annonces/399287/,Arens Real Estate Management,"Maison jumelée / mitoyenne 172, rue Pierre Krier, Bonnevoie-Verlorenkost, Luxembourg",3500.0,Maison jumelée / mitoyenne,4.0,140.0,1.0,
135,"Appartement 1 chambre deuxième étage, Bettembourg, Bettembourg","€ 1,300/mois",Bettembourg,https://www.immotop.lu/annonces/433139/,Immobilière Number One,"Appartement 1 chambre deuxième étage, Bettembourg, Bettembourg",1300.0,Appartement,1.0,70.0,1.0,2
136,"Appartement 2 chambres 30 rue Général Patton, Hesperange, Howald, Hesperange","€ 1,800/mois",Hesperange,https://www.immotop.lu/annonces/434551/,Résidences Les Charmes Sàrl,"Appartement 2 chambres 30 rue Général Patton, Hesperange, Howald, Hesperange",1800.0,Appartement,2.0,91.0,1.0,T
137,"Appartement 1 chambre rue d'Ospern, Reichlange, Redange/Attert","€ 1,100/mois",Redange/Attert,https://www.immotop.lu/annonces/241861/,Immobilière de l'Attert,"Appartement 1 chambre rue d'Ospern, Reichlange, Redange/Attert",1100.0,Appartement,1.0,85.0,,1
138,"Duplex à louer, Drinklange","€ 1,150/mois",Troisvierges,https://www.immotop.lu/annonces/403175/,MAXimmo Clervaux Sàrl,"Duplex à louer, Drinklange",1150.0,Duplex,1.0,66.0,1.0,
139,"Appartement 2 chambres excellent état, sixième étage, Dudelange, Dudelange","€ 1,800/mois",Dudelange,https://www.immotop.lu/annonces/380165/,Protego,"Appartement 2 chambres excellent état, sixième étage, Dudelange, Dudelange",1800.0,Appartement,2.0,90.0,1.0,6
140,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/446189/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg",2650.0,Appartement,2.0,125.0,1.0,3
141,"Duplex à louer, Ville Haute","€ 1,995/mois",Luxembourg,https://www.immotop.lu/annonces/413547/,BELL-IMMO sa,"Duplex à louer, Ville Haute",1995.0,Duplex,1.0,55.0,1.0,
142,"Appartement 2 chambres excellent état, troisième étage, Belair, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/364249/,D&D Immobilier,"Appartement 2 chambres excellent état, troisième étage, Belair, Luxembourg",2500.0,Appartement,2.0,78.0,,3
143,"Appartement 2 chambres 9, rue Kummert, Grevenmacher, Grevenmacher","€ 2,000/mois",Grevenmacher,https://www.immotop.lu/annonces/450403/,NewImmoservice S.à r.l.,"Appartement 2 chambres 9, rue Kummert, Grevenmacher, Grevenmacher",2000.0,Appartement,2.0,115.0,1.0,3
144,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/445193/,Immostep sarl,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg",2000.0,Appartement,1.0,67.0,,2
145,"Penthouse neuf, 159 m², Bereldange, Walferdange","€ 3,450/mois",Walferdange,https://www.immotop.lu/annonces/163733/,MIM FEITLER Immobilière sàrl,"Penthouse neuf, 159 m², Bereldange, Walferdange",3450.0,Penthouse,3.0,159.0,1.0,3
146,"Appartement 2 chambres excellent état, rez-de-chaussée, Bridel, Kopstal","€ 2,100/mois",Kopstal,https://www.immotop.lu/annonces/317867/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres excellent état, rez-de-chaussée, Bridel, Kopstal",2100.0,Appartement,2.0,85.0,,T
147,"Maison jumelée / mitoyenne 210 m², Belair, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/363909/,MIM FEITLER Immobilière sàrl,"Maison jumelée / mitoyenne 210 m², Belair, Luxembourg",4500.0,Maison jumelée / mitoyenne,5.0,210.0,1.0,
148,"Appartement 2 chambres rue des Vergers, Lorentzweiler, Lorentzweiler","€ 2,400/mois",Lorentzweiler,https://www.immotop.lu/annonces/435673/,House Concept S.A.,"Appartement 2 chambres rue des Vergers, Lorentzweiler, Lorentzweiler",2400.0,Appartement,2.0,100.0,,T
149,"Appartement 1 chambre excellent état, troisième étage, Merl, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/413767/,Adresse Immobilière,"Appartement 1 chambre excellent état, troisième étage, Merl, Luxembourg",2100.0,Appartement,1.0,,2.0,3
150,"Appartement 2 chambres 27, boulevard Grande-Duchesse Joséphine-Charlotte L-1845, Belair, Luxembourg","€ 2,900/mois",Luxembourg,https://www.immotop.lu/annonces/428733/,Park Agence,"Appartement 2 chambres 27, boulevard Grande-Duchesse Joséphine-Charlotte L-1845, Belair, Luxembourg",2900.0,Appartement,2.0,120.0,3.0,1
151,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/411237/,ACE IMMO,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg",1700.0,Appartement,2.0,88.0,1.0,2
152,"Appartement 1 chambre troisième étage, Grevenmacher","€ 1,100/mois",Grevenmacher,https://www.immotop.lu/annonces/411243/,ACE IMMO,"Appartement 1 chambre troisième étage, Grevenmacher",1100.0,Appartement,1.0,94.0,,3
153,"Maison individuelle 175 m², Bridel, Kopstal","€ 2,850/mois",Kopstal,https://www.immotop.lu/annonces/404461/,MIM FEITLER Immobilière sàrl,"Maison individuelle 175 m², Bridel, Kopstal",2850.0,Maison individuelle,4.0,175.0,1.0,
154,"Appartement 2 chambres cinquième étage, Kirchberg, Luxembourg","€ 1,850/mois",Luxembourg,https://www.immotop.lu/annonces/464441/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres cinquième étage, Kirchberg, Luxembourg",1850.0,Appartement,2.0,95.0,1.0,5
155,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/411231/,ACE IMMO,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg",1700.0,Appartement,2.0,88.0,1.0,2
156,"Studio à louer, Kirchberg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/393537/,Immostep sarl,"Studio à louer, Kirchberg",2700.0,Studio,,40.0,,
157,"Studio à louer, Gare","€ 1,250/mois",Luxembourg,https://www.immotop.lu/annonces/482285/,Castel Immobilier,"Studio à louer, Gare",1250.0,Studio,,42.0,1.0,
158,"Duplex à louer, Berschbach, Rollingen","€ 2,250/mois",Mersch,https://www.immotop.lu/annonces/393293/,ImmoPalant,"Duplex à louer, Berschbach, Rollingen",2250.0,Duplex,2.0,120.0,1.0,
159,"Appartement 2 chambres Rue du Kiem, Strassen, Strassen","€ 2,000/mois",Strassen,https://www.immotop.lu/annonces/370827/,Immobilière Glesener s.à r.l.,"Appartement 2 chambres Rue du Kiem, Strassen, Strassen",2000.0,Appartement,2.0,90.0,1.0,T
160,"Appartement 2 chambres 18, rue Théodore Eberhard, Belair, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/380953/,Park Agence,"Appartement 2 chambres 18, rue Théodore Eberhard, Belair, Luxembourg",2300.0,Appartement,2.0,106.0,2.0,3
161,"Maison individuelle route de Luxembourg, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 5,500/mois",Lorentzweiler,https://www.immotop.lu/annonces/147807/,SIGELUX,"Maison individuelle route de Luxembourg, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler",5500.0,Maison individuelle,5.0,240.0,1.0,
162,"Maison individuelle 35 Rue Pierre Clement, Bascharage, Käerjeng","€ 2,600/mois",Käerjeng,https://www.immotop.lu/annonces/350211/,Immo LaCour,"Maison individuelle 35 Rue Pierre Clement, Bascharage, Käerjeng",2600.0,Maison individuelle,4.0,180.0,1.0,
163,"Maison individuelle 140 m², excellent état, Bruch, Esch-sur-Alzette","€ 2,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/346379/,Xenia,"Maison individuelle 140 m², excellent état, Bruch, Esch-sur-Alzette",2500.0,Maison individuelle,3.0,140.0,1.0,
164,"Appartement 2 chambres rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/321411/,EUROPROM S.A.,"Appartement 2 chambres rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg",2500.0,Appartement,2.0,107.0,,3
165,"Maison individuelle 50, rue Pierre Schütz, Bascharage, Käerjeng","€ 5,800/mois",Käerjeng,https://www.immotop.lu/annonces/131457/,Vision,"Maison individuelle 50, rue Pierre Schütz, Bascharage, Käerjeng",5800.0,Maison individuelle,,112.0,,
166,"Duplex à louer, Reckange-sur-Mess","€ 1,650/mois",Reckange-sur-Mess,https://www.immotop.lu/annonces/204287/,ImmoShine,"Duplex à louer, Reckange-sur-Mess",1650.0,Duplex,2.0,100.0,,
167,"Appartement 2 chambres deuxième étage, Merl, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/245341/,A propos Immobilier,"Appartement 2 chambres deuxième étage, Merl, Luxembourg",2400.0,Appartement,2.0,180.0,,2
168,"Maison individuelle 350 m², excellent état, Ville Haute, Luxembourg","€ 5,900/mois",Luxembourg,https://www.immotop.lu/annonces/245349/,A propos Immobilier,"Maison individuelle 350 m², excellent état, Ville Haute, Luxembourg",5900.0,Maison individuelle,5.0,350.0,3.0,
169,"Studio à louer, Belair","€ 1,250/mois",Luxembourg,https://www.immotop.lu/annonces/98209/,CHERRY S.A.,"Studio à louer, Belair",1250.0,Studio,,35.0,1.0,
170,"Appartement 6, rue de Strasbourg, Gare, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/274315/,STUDIO-APART-HOUSE,"Appartement 6, rue de Strasbourg, Gare, Luxembourg",1600.0,Appartement,,,1.0,2
171,"Appartement 1 chambre premier étage, Bertrange, Bertrange","€ 1,650/mois",Bertrange,https://www.immotop.lu/annonces/463229/,Move In Immobilier Sarl,"Appartement 1 chambre premier étage, Bertrange, Bertrange",1650.0,Appartement,1.0,90.0,1.0,1
172,"Maison individuelle 400 m², Ville Haute, Luxembourg","€ 16,850/mois",Luxembourg,https://www.immotop.lu/annonces/149269/,MIM FEITLER Immobilière sàrl,"Maison individuelle 400 m², Ville Haute, Luxembourg",16850.0,Maison individuelle,,400.0,,
173,"Appartement 1 chambre premier étage, Hesperange, Howald, Hesperange","€ 2,000/mois",Hesperange,https://www.immotop.lu/annonces/57933/,MOULIMMO,"Appartement 1 chambre premier étage, Hesperange, Howald, Hesperange",2000.0,Appartement,1.0,62.0,1.0,1
174,"Appartement 3 chambres rez-de-chaussée, Weimerskirch, Luxembourg","€ 3,900/mois",Luxembourg,https://www.immotop.lu/annonces/144509/,New Immo,"Appartement 3 chambres rez-de-chaussée, Weimerskirch, Luxembourg",3900.0,Appartement,3.0,168.0,1.0,T
175,"Appartement 1 chambre Rue des Charretiers 70, Wiltz, Wiltz",€ 925/mois,Wiltz,https://www.immotop.lu/annonces/459797/, ,"Appartement 1 chambre Rue des Charretiers 70, Wiltz, Wiltz",925.0,Appartement | Pleine propriété,1.0,50.0,1.0,T
176,"Appartement 2 chambres Rue des Thermes, Strassen, Strassen","€ 2,250/mois",Strassen,https://www.immotop.lu/annonces/398289/, ,"Appartement 2 chambres Rue des Thermes, Strassen, Strassen",2250.0,Appartement | Pleine propriété,2.0,88.0,1.0,2
177,"Appartement 4 chambres excellent état, premier étage, Belair, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/479041/, ,"Appartement 4 chambres excellent état, premier étage, Belair, Luxembourg",2800.0,Appartement | Multiproprieté,4.0,90.0,1.0,1
178,"Maison individuelle 23, Rue De Wecker, Grevenmacher, Grevenmacher","€ 2,500/mois",Grevenmacher,https://www.immotop.lu/annonces/486013/,iHome S.à r.l.,"Maison individuelle 23, Rue De Wecker, Grevenmacher, Grevenmacher",2500.0,Maison individuelle,3.0,136.0,2.0,
179,"Appartement 1 chambre deuxième étage, Belvaux, Sanem","€ 1,150/mois",Sanem,https://www.immotop.lu/annonces/485969/,A.A.F. Immobilier sàrl,"Appartement 1 chambre deuxième étage, Belvaux, Sanem",1150.0,Appartement,1.0,50.0,1.0,2
180,"Appartement 1 chambre deuxième étage, Belair, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/485883/,A propos Immobilier,"Appartement 1 chambre deuxième étage, Belair, Luxembourg",1600.0,Appartement,1.0,75.0,1.0,2
181,"Maison individuelle Rue Neudorf, Neudorf-Weimershof, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/485867/,Immo Mony,"Maison individuelle Rue Neudorf, Neudorf-Weimershof, Luxembourg",2200.0,Maison individuelle,3.0,200.0,1.0,
182,"Maison individuelle rue de Rochefort, Beggen, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/366215/,Weckbecker Agence Immobilière,"Maison individuelle rue de Rochefort, Beggen, Luxembourg",3300.0,Maison individuelle,4.0,220.0,1.0,
183,"Maison individuelle 250 m², neuve, Mamer, Mamer","€ 3,300/mois",Mamer,https://www.immotop.lu/annonces/464173/,Weckbecker Agence Immobilière,"Maison individuelle 250 m², neuve, Mamer, Mamer",3300.0,Maison individuelle,4.0,250.0,1.0,
184,"Appartement 2 chambres rue Zithe, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/407251/,Weckbecker Agence Immobilière,"Appartement 2 chambres rue Zithe, Gare, Luxembourg",2300.0,Appartement,2.0,95.0,,3
185,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/352427/,Weckbecker Agence Immobilière,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg",2600.0,Appartement,1.0,100.0,1.0,2
186,"Duplex à louer, Ville Haute","€ 5,000/mois",Luxembourg,https://www.immotop.lu/annonces/146271/,Weckbecker Agence Immobilière,"Duplex à louer, Ville Haute",5000.0,Duplex,2.0,160.0,1.0,
187,"Appartement 2 chambres troisième étage, Leudelange, Leudelange","€ 2,000/mois",Leudelange,https://www.immotop.lu/annonces/464387/,Weckbecker Agence Immobilière,"Appartement 2 chambres troisième étage, Leudelange, Leudelange",2000.0,Appartement,2.0,105.0,1.0,3
188,"Maison jumelée / mitoyenne 230 m², Hesperange, Howald, Hesperange","€ 3,300/mois",Hesperange,https://www.immotop.lu/annonces/485507/,Weckbecker Agence Immobilière,"Maison jumelée / mitoyenne 230 m², Hesperange, Howald, Hesperange",3300.0,Maison jumelée / mitoyenne,4.0,230.0,2.0,
189,"Appartement 1 chambre neuf, troisième étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/459929/,Weckbecker Agence Immobilière,"Appartement 1 chambre neuf, troisième étage, Ville Haute, Luxembourg",2950.0,Appartement,1.0,73.0,1.0,3
190,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg","€ 2,850/mois",Luxembourg,https://www.immotop.lu/annonces/446331/,Weckbecker Agence Immobilière,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg",2850.0,Appartement,2.0,90.0,2.0,6
191,"Appartement 1 chambre cinquième étage, Ville Haute, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/464187/,Weckbecker Agence Immobilière,"Appartement 1 chambre cinquième étage, Ville Haute, Luxembourg",1650.0,Appartement,1.0,60.0,1.0,5
192,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/395689/,Weckbecker Agence Immobilière,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg",3000.0,Appartement,2.0,94.0,2.0,3
193,"Appartement 2 chambres rez-de-chaussée, Bissen, Bissen","€ 1,500/mois",Bissen,https://www.immotop.lu/annonces/479515/,Weckbecker Agence Immobilière,"Appartement 2 chambres rez-de-chaussée, Bissen, Bissen",1500.0,Appartement,2.0,,2.0,T
194,Immeuble en Location,"€ 7,500/mois",Helperknapp,https://www.immotop.lu/annonces/405027/,Weckbecker Agence Immobilière,Immeuble en Location,7500.0,Immeuble,,483.0,3.0,T
195,"Appartement 2 chambres deuxième étage, Leudelange, Leudelange","€ 2,100/mois",Leudelange,https://www.immotop.lu/annonces/456809/,Weckbecker Agence Immobilière,"Appartement 2 chambres deuxième étage, Leudelange, Leudelange",2100.0,Appartement,2.0,107.0,2.0,2
196,"Appartement 2 chambres rez-de-chaussée, Gare, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/446329/,Weckbecker Agence Immobilière,"Appartement 2 chambres rez-de-chaussée, Gare, Luxembourg",2600.0,Appartement,2.0,100.0,1.0,T
197,"Appartement 1 chambre troisième étage, Gare, Luxembourg","€ 1,445/mois",Luxembourg,https://www.immotop.lu/annonces/146349/,Weckbecker Agence Immobilière,"Appartement 1 chambre troisième étage, Gare, Luxembourg",1445.0,Appartement,1.0,30.0,,3
198,"Appartement 1 chambre deuxième étage, Cessange, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/453813/,Weckbecker Agence Immobilière,"Appartement 1 chambre deuxième étage, Cessange, Luxembourg",1650.0,Appartement,1.0,56.0,,2
199,"Appartement premier étage, Gare, Luxembourg","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/368737/,Weckbecker Agence Immobilière,"Appartement premier étage, Gare, Luxembourg",1400.0,Appartement,,30.0,1.0,1
200,"Appartement rez-de-chaussée, Rollingergrund, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/384387/,Weckbecker Agence Immobilière,"Appartement rez-de-chaussée, Rollingergrund, Luxembourg",2150.0,Appartement,,105.0,,T
201,"Studio à louer, Ville Haute","€ 1,100/mois",Luxembourg,https://www.immotop.lu/annonces/481413/,Weckbecker Agence Immobilière,"Studio à louer, Ville Haute",1100.0,Studio,,25.0,,
202,"Maison individuelle 218 m², excellent état, Pétange, Pétange","€ 5,500/mois",Pétange,https://www.immotop.lu/annonces/485823/,LibertasRealEstate,"Maison individuelle 218 m², excellent état, Pétange, Pétange",5500.0,Maison individuelle,5.0,218.0,2.0,
203,"Duplex à louer, Cents","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/485765/,Immostep sarl,"Duplex à louer, Cents",2300.0,Duplex,3.0,140.0,1.0,
