,0
0,1645
1,2181
2,2193
3,2194
4,2195
5,2196
6,2197
7,2198
8,2202
9,2204
10,2215
11,2216
12,2217
13,2218
14,2219
15,2220
16,2223
17,2224
18,2225
19,2226
20,2227
21,2228
22,2229
23,2230
24,2302
25,2308
