,0
0,2877
1,2911
2,2916
3,2917
4,2918
5,2931
6,2946
7,2966
8,3007
9,3044
10,3067
11,3069
12,3074
13,3092
14,3098
15,3102
16,3109
17,3220
18,3228
19,3229
20,3256
21,3258
22,3260
23,3279
24,3284
25,3314
26,3322
27,3371
28,3407
29,3424
30,3508
