,0
0,3666
1,3668
2,3733
3,3734
4,3735
5,3739
6,3772
7,3774
8,3786
9,3801
10,3802
11,3805
12,3806
13,3807
14,3813
15,3814
16,3841
17,3845
18,3978
19,3981
20,3982
21,4040
22,4041
23,4060
24,4061
25,4066
26,4070
27,4080
28,4085
29,4106
30,4119
31,4120
32,4121
33,4203
34,4210
