,0,1
30,https://www.athome.lu/en/buy/house/niederfeulen/id-7308434.html,"{'Sale price': '1,199,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'To be agreed', 'Livable surface': '220 m²', 'Land': '7.5 ares', 'Number of rooms': '18', 'Number of bedrooms': '5', 'Year of construction': '1979', 'Renovated': 'Yes', 'Living room': '25 m²', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Shower rooms': '3', '': '', 'Terrace': '103 m²', 'Balcony': '19 m²', 'Garden': 'Yes', 'Open parking space': '4', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Convertible attic': 'Yes', 'Fireplace': 'Yes', 'Pets accepted': 'Yes', 'Energy class': 'F', 'Thermal insulation class': 'F', 'Fuel heating': 'Yes'}"
31,https://www.athome.lu/en/buy/house/junglinster/id-7691494.html,"{'Sale price': '1,398,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'Immediate', 'Livable surface': '296 m²', 'Land': '5.95 ares', 'Number of bedrooms': '5', 'Year of construction': '1976', 'Renovated': 'Yes', 'Acces for mobility-impared people': 'Yes', 'Living room': '31 m²', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Bathroom': '1', '': '', 'Terrace': '50 m²', 'Balcony': '20 m²', 'Garden': '170 m²', 'Open parking space': '4', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Converted attic': 'Yes', 'Pets accepted': 'Yes', 'Energy class': 'F', 'Thermal insulation class': 'G', 'Fuel heating': 'Yes'}"
32,https://www.athome.lu/en/buy/house/ehlange/id-7717802.html,"{'Sale price': '1,390,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'Octobre 2023', 'Livable surface': '200 m²', 'Land': '3.27 ares', 'Number of bedrooms': '5', 'Year of construction': '2008', 'Renovated': 'Yes', 'Living room': 'Yes', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Bathroom': '1', '': '', 'Terrace': '30 m²', 'Balcony': '6 m²', 'Garden': 'Yes', 'Open parking space': '2', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Converted attic': 'Yes', 'Fireplace': 'Yes', 'Energy class': 'NC', 'Thermal insulation class': 'NC', 'Gas heating': 'Yes'}"
33,https://www.athome.lu/en/buy/house/steinsel/id-7715689.html,"{'Sale price': '1,885,000 €', 'Type of mandate': 'Exclusive', 'Availability': '01.04.2023', 'Livable surface': '172 m²', 'Land': '6.87 ares', 'Number of rooms': '8', 'Number of bedrooms': '3', 'Year of construction': '1989', 'Living room': '40 m²', 'Fitted kitchen': 'Yes', 'Bathroom': '1', 'Shower room': '1', '': '', 'Terrace': '20 m²', 'Balcony': '20 m²', 'Garden': 'Yes', 'Open parking space': '2', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Fireplace': 'Yes', 'Parquet': 'Yes', 'Energy class': 'F', 'Thermal insulation class': 'F', 'Fuel heating': 'Yes'}"
34,https://www.athome.lu/en/buy/house/moutfort/id-7663114.html,"{'Sale price': '1,480,000 €', 'Availability': 'To be agreed', 'Livable surface': '195 m²', 'Land': '4.5 ares', 'Number of bedrooms': '4', 'Year of construction': 'Sur plan', 'Living room': '50 m²', 'Open kitchen': 'Yes', 'Bathroom': '1', 'Shower rooms': '2', '': '', 'Terrace': '25 m²', 'Balcony': '19 m²', 'Garden': 'Yes', 'Open parking space': '2', 'Basement': 'Yes', 'Energy class': 'A', 'Thermal insulation class': 'A', 'Pump heating': 'Yes', 'Geothermal heating': 'Yes', 'Solar panels': 'Yes'}"
35,https://www.athome.lu/en/buy/house/mersch/id-7713040.html,"{'Sale price': '1,865,000 €', 'Availability': 'To be agreed', 'Livable surface': '223 m²', 'Land': '7.24 ares', ""Property's floor"": '0', 'Number of rooms': '11', 'Number of bedrooms': '5', 'Year of construction': '2001', 'Living room': 'Yes', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Bathroom': '1', '': '', 'Terrace': 'Yes', 'Balcony': 'Yes', 'Garden': 'Yes', 'Open parking space': '4', 'Laundry': 'Yes', 'Wine cellar': 'Yes', 'Convertible attic': 'Yes', 'Fireplace': 'Yes', 'Pets accepted': 'Yes', 'Energy class': 'D', 'Thermal insulation class': 'E', 'Fuel heating': 'Yes'}"
36,https://www.athome.lu/en/buy/house/senningen/id-7620356.html,"{'Sale price': '5,380,000 €', 'Availability': 'Immediate', 'Livable surface': '250 m²', 'Land': '36 ares', 'Number of bedrooms': '6', 'Living room': 'Yes', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Bathooms': '2', '': '', 'Terrace': 'Yes', 'Balcony': 'Yes', 'Garden': 'Yes', 'Open parking space': 'Yes', 'Basement': 'Yes', 'Laundry': 'Yes', 'Wine cellar': 'Yes', 'Fireplace': 'Yes', 'Pets accepted': 'Yes', 'Energy class': 'NC', 'Thermal insulation class': 'NC'}"
37,https://www.athome.lu/en/buy/house/ehlerange/id-7701419.html,"{'Sale price': '1,600,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'To be agreed', 'Livable surface': '236 m²', 'Land': '4.51 ares', 'Number of rooms': '25', 'Number of bedrooms': '8', 'Renovated': 'Yes', 'Living room': '16 m²', 'Fitted kitchen': 'Yes', 'Open kitchen': 'Yes', 'Shower rooms': '4', '': '', 'Terrace': '30 m²', 'Balcony': '3 m²', 'Garden': '391 m²', 'Open parking space': '1', 'Laundry': 'Yes', 'Attic': 'Yes', 'Convertible attic': 'Yes', 'Converted attic': 'Yes', 'Pets accepted': 'Yes', 'Energy class': 'NC', 'Thermal insulation class': 'NC', 'Gas heating': 'Yes'}"
38,https://www.athome.lu/en/buy/house/ehlange/id-7610149.html,"{'Sale price': '1,390,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'Octobre 2023', 'Livable surface': '200 m²', 'Land': '3.27 ares', 'Number of bedrooms': '5', 'Year of construction': '2008', 'Renovated': 'Yes', 'Living room': 'Yes', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Bathroom': '1', '': '', 'Terrace': '30 m²', 'Balcony': '6 m²', 'Garden': 'Yes', 'Open parking space': '2', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Converted attic': 'Yes', 'Fireplace': 'Yes', 'Energy class': 'NC', 'Thermal insulation class': 'NC', 'Gas heating': 'Yes'}"
39,https://www.athome.lu/en/buy/house/gosseldange/id-7691184.html,"{'Sale price': '2,650,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'To be agreed', 'Livable surface': '375 m²', 'Land': '33.72 ares', 'Number of bedrooms': '6', 'Renovated': 'Yes', 'Living room': 'Yes', 'Fitted kitchen': 'Yes', 'Open kitchen': 'Yes', 'Bathroom': '1', '': '', 'Terrace': 'Yes', 'Balcony': 'Yes', 'Garden': 'Yes', 'Open parking space': '3', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Fireplace': 'Yes', 'Parquet': 'Yes', 'Pets accepted': 'Yes', 'Swimming pool': 'Yes', 'Sauna': 'Yes', 'Energy class': 'NC', 'Thermal insulation class': 'NC', 'Electric heating': 'Yes'}"
40,https://www.athome.lu/en/buy/house/frisange/id-7681587.html,"{'Sale price': '1,560,000 €', 'Availability': 'Decembre', 'Livable surface': '205 m²', 'Land': '4.21 ares', ""Property's floor"": '0', 'Number of bedrooms': '4', 'Year of construction': '2007', 'Living room': 'Yes', 'Fitted kitchen': 'Yes', 'Open kitchen': 'Yes', 'Bathooms': '2', '': '', 'Terrace': 'Yes', 'Balcony': 'Yes', 'Garden': 'Yes', 'Open parking space': '2', 'Basement': 'Yes', 'Laundry': 'Yes', 'Wine cellar': 'Yes', 'Converted attic': 'Yes', 'Fireplace': 'Yes', 'Pets accepted': 'Yes', 'Swimming pool': 'Yes', 'Energy class': 'C', 'Thermal insulation class': 'C', 'Gas heating': 'Yes', 'Solar panels': 'Yes'}"
41,https://www.athome.lu/en/buy/house/erpeldange-ettelbruck/id-7668836.html,"{'Sale price': '1,390,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'To be agreed', 'Livable surface': '256 m²', 'Land': '10.4 ares', ""Property's floor"": '2', 'Number of rooms': '16', 'Number of bedrooms': '5', 'Year of construction': '1973', 'Living room': '38.21 m²', 'Fitted kitchen': 'Yes', 'Separate kitchen': 'Yes', 'Bathroom': '1', '': '', 'Terrace': '30 m²', 'Balcony': '10 m²', 'Garden': 'Yes', 'Open parking space': '8', 'Basement': 'Yes', 'Laundry': 'Yes', 'Attic': 'Yes', 'Convertible attic': 'Yes', 'Fireplace': 'Yes', 'Pets accepted': 'Yes', 'Energy class': 'G', 'Thermal insulation class': 'H', 'Fuel heating': 'Yes'}"
42,https://www.athome.lu/en/buy/apartment/luxembourg/id-7564142.html,"{'Sale price': '649,000 €', 'Type of mandate': 'Exclusive', 'Availability': 'Occupé', 'Livable surface': '64 m²', ""Property's floor"": '4', 'Lift': 'Yes', 'Number of rooms': '2', '': '', 'Shower room': '1', 'Basement': 'Yes', 'Energy class': 'D', 'Thermal insulation class': 'D', 'Gas heating': 'Yes'}"
