,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
769,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165959/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg",593886.0,Studio,,44.0,,
770,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165961/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg",604166.0,Studio,,42.0,,
771,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165963/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg",605591.0,Studio,,43.0,,
772,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165965/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",660857.0,Appartement,1.0,54.0,,2
773,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165967/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",672358.0,Appartement,1.0,54.0,,3
774,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165969/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",739024.0,Appartement,1.0,70.0,,1
775,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165971/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",743299.0,Appartement,1.0,65.0,,1
776,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165973/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",755512.0,Appartement,1.0,70.0,,2
777,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165975/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",755920.0,Appartement,1.0,65.0,,2
778,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165977/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",770694.0,Appartement,1.0,65.0,,3
779,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165979/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",771128.0,Appartement,1.0,70.0,,3
780,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165981/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",778614.0,Appartement,1.0,73.0,,1
781,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165983/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",794238.0,Appartement,1.0,73.0,,2
782,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165985/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",803027.0,Appartement,1.0,78.0,,T
783,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165987/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",808126.0,Appartement,1.0,73.0,,3
784,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165989/,BRICKS Solutions Immobilières,"Appartement 2 chambres neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",827005.0,Appartement,2.0,79.0,,T
785,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165991/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",855975.0,Appartement,1.0,84.0,,T
786,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165993/,BRICKS Solutions Immobilières,"Penthouse neuf, 71 m², Bonnevoie-Verlorenkost, Luxembourg",919339.0,Penthouse,1.0,71.0,,4
787,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165995/,BRICKS Solutions Immobilières,"Penthouse neuf, 96 m², Bonnevoie-Verlorenkost, Luxembourg",1248745.0,Penthouse,2.0,96.0,,4
788,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165997/,BRICKS Solutions Immobilières,"Appartement 3 chambres neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg",1351060.0,Appartement,3.0,152.0,1.0,T
789,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/165999/,BRICKS Solutions Immobilières,"Penthouse neuf, 116 m², Bonnevoie-Verlorenkost, Luxembourg",1397173.0,Penthouse,2.0,116.0,,4
790,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/511041/166001/,BRICKS Solutions Immobilières,"Penthouse neuf, 139 m², Bonnevoie-Verlorenkost, Luxembourg",1550809.0,Penthouse,3.0,139.0,,4
791,Maisons individuelles dans programme neuf à Bertrange,"€ 2,100,010 - € 2,300,238",Bertrange,https://www.immotop.lu/annonces/511429/166383/,MILLEWEE,"Maison individuelle 240 m², neuve, Bertrange, Bertrange",2100010.0,Maison individuelle,4.0,240.0,2.0,
792,Maisons individuelles dans programme neuf à Bertrange,"€ 2,100,010 - € 2,300,238",Bertrange,https://www.immotop.lu/annonces/511429/166389/,MILLEWEE,"Maison individuelle 240 m², neuve, Bertrange, Bertrange",2100011.0,Maison individuelle,4.0,240.0,2.0,
793,Maisons individuelles dans programme neuf à Bertrange,"€ 2,100,010 - € 2,300,238",Bertrange,https://www.immotop.lu/annonces/511429/166395/,MILLEWEE,"Maison individuelle 242 m², neuve, Bertrange, Bertrange",2300003.0,Maison individuelle,4.0,242.0,2.0,
794,Maisons individuelles dans programme neuf à Bertrange,"€ 2,100,010 - € 2,300,238",Bertrange,https://www.immotop.lu/annonces/511429/166401/,MILLEWEE,"Maison individuelle 241 m², neuve, Bertrange, Bertrange",2300238.0,Maison individuelle,4.0,241.0,2.0,
795,Appartements et Penthouses dans programme neuf à Bertrange,"€ 1,246,578 - € 3,052,710",Bertrange,https://www.immotop.lu/annonces/509473/161761/,MILLEWEE,"Appartement 3 chambres neuf, rez-de-chaussée, Bertrange, Bertrange",1246578.0,Appartement,3.0,106.0,1.0,1
796,Appartements et Penthouses dans programme neuf à Bertrange,"€ 1,246,578 - € 3,052,710",Bertrange,https://www.immotop.lu/annonces/509473/161763/,MILLEWEE,"Appartement 3 chambres neuf, rez-de-chaussée, Bertrange, Bertrange",1278985.0,Appartement,3.0,119.0,1.0,T
797,Appartements et Penthouses dans programme neuf à Bertrange,"€ 1,246,578 - € 3,052,710",Bertrange,https://www.immotop.lu/annonces/509473/161765/,MILLEWEE,"Penthouse neuf, 205 m², Bertrange, Bertrange",3052710.0,Penthouse,3.0,205.0,1.0,3
798,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22779/,Kirchberg Immo,"Appartement 1 chambre rue des muguets, Neudorf-Weimershof, Luxembourg",524279.0,Appartement,1.0,36.0,,3
799,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22159/,Kirchberg Immo,"Appartement 1 chambre rue des muguets, Neudorf-Weimershof, Luxembourg",673618.0,Appartement,1.0,49.0,,1
800,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22397/,Kirchberg Immo,"Appartement 1 chambre rue des muguets, Neudorf-Weimershof, Luxembourg",679205.0,Appartement,1.0,49.0,,2
801,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22561/,Kirchberg Immo,"Appartement 1 chambre rue des muguets, Neudorf-Weimershof, Luxembourg",804464.0,Appartement,1.0,56.0,,2
802,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22257/,Kirchberg Immo,"Appartement 1 chambre rue des muguets, Neudorf-Weimershof, Luxembourg",873070.0,Appartement,1.0,56.0,,1
803,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22909/,Kirchberg Immo,"Appartement 2 chambres rue des muguets, Neudorf-Weimershof, Luxembourg",969243.0,Appartement,2.0,69.0,,3
804,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/23097/,Kirchberg Immo,"Appartement 2 chambres rue des muguets, Neudorf-Weimershof, Luxembourg",1234007.0,Appartement,2.0,81.0,,4
805,Appartements dans programme neuf à Luxembourg,"€ 524,279 - € 1,485,446",Luxembourg,https://www.immotop.lu/annonces/69149/22011/,Kirchberg Immo,"Appartement 3 chambres rue des muguets, Neudorf-Weimershof, Luxembourg",1485446.0,Appartement,3.0,97.0,,T
806,Penthouses dans programme neuf à Luxembourg,"€ 2,454,278",Luxembourg,https://www.immotop.lu/annonces/69159/22089/,Von Poll Real Estate,"Penthouse 5, rue Auguste Neyen, Merl, Luxembourg",2454278.0,Penthouse,3.0,136.0,2.0,4
807,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/68265/,MIM FEITLER Immobilière sàrl,"Appartement 1 chambre neuf, rez-de-chaussée, Merl, Luxembourg",670000.0,Appartement,1.0,48.0,,3
808,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/135511/,MIM FEITLER Immobilière sàrl,"Appartement 1 chambre neuf, rez-de-chaussée, Merl, Luxembourg",695000.0,Appartement,1.0,48.0,1.0,1
809,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/97659/,MIM FEITLER Immobilière sàrl,"Appartement 1 chambre neuf, rez-de-chaussée, Merl, Luxembourg",800000.0,Appartement,1.0,55.0,,1
810,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/68301/,MIM FEITLER Immobilière sàrl,"Appartement 1 chambre neuf, rez-de-chaussée, Merl, Luxembourg",975000.0,Appartement,1.0,73.0,1.0,1
811,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/68197/,MIM FEITLER Immobilière sàrl,"Appartement 1 chambre neuf, rez-de-chaussée, Merl, Luxembourg",995000.0,Appartement,1.0,61.0,,1
812,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/169769/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres neuf, rez-de-chaussée, Merl, Luxembourg",1050000.0,Appartement,2.0,75.0,1.0,3
813,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/135397/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres neuf, rez-de-chaussée, Merl, Luxembourg",1305000.0,Appartement,2.0,90.0,1.0,4
814,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/68277/,MIM FEITLER Immobilière sàrl,Bureau - Cabinet en Vente,1410000.0,Bureau - Cabinet,,128.0,,T
815,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/68215/,MIM FEITLER Immobilière sàrl,"Appartement 3 chambres neuf, rez-de-chaussée, Merl, Luxembourg",1540000.0,Appartement,3.0,122.0,1.0,2
816,Appartements et Bureaux - cabinets dans programme neuf à Luxembourg,"€ 670,000 - € 1,625,000",Luxembourg,https://www.immotop.lu/annonces/166667/68253/,MIM FEITLER Immobilière sàrl,"Appartement 3 chambres neuf, rez-de-chaussée, Merl, Luxembourg",1625000.0,Appartement,3.0,125.0,1.0,3
817,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155743/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",380000.0,Appartement,,31.0,,T
818,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155745/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",385000.0,Appartement,,30.0,,2
819,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155747/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",395000.0,Appartement,,33.0,,1
820,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155749/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",410000.0,Appartement,,32.0,,T
821,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155751/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",445000.0,Appartement,,37.0,,3
822,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155753/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",465000.0,Appartement,,39.0,,1
823,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155755/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",480000.0,Appartement,,40.0,,1
824,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155757/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",480900.0,Appartement,,42.0,,2
825,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155759/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",495000.0,Appartement,,41.0,,T
826,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155761/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",520000.0,Appartement,,44.0,,3
827,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155763/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",520000.0,Appartement,1.0,46.0,,1
828,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155765/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",545000.0,Appartement,,60.0,,2
829,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155767/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",560000.0,Appartement,1.0,48.0,,T
830,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155771/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",575000.0,Appartement,1.0,51.0,,3
831,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155769/,CAPELLI Luxembourg,"Appartement neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",575000.0,Appartement,,60.0,,T
832,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155773/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",590000.0,Appartement,1.0,53.0,,3
833,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155777/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",595000.0,Appartement,1.0,52.0,,2
834,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155775/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",595000.0,Appartement,1.0,52.0,,1
835,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155779/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",595800.0,Appartement,1.0,52.0,,T
836,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155781/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",630000.0,Appartement,1.0,58.0,,1
837,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155783/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",635000.0,Appartement,1.0,58.0,,2
838,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155785/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",640000.0,Appartement,2.0,65.0,,3
839,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155787/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",645000.0,Appartement,1.0,56.0,,3
840,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155789/,CAPELLI Luxembourg,"Appartement 1 chambre neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",665000.0,Appartement,1.0,59.0,,2
841,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155791/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",675000.0,Appartement,2.0,69.0,,2
842,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155793/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",730000.0,Appartement,2.0,77.0,,T
843,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155795/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",740000.0,Appartement,2.0,75.0,,T
844,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155797/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",765000.0,Appartement,2.0,83.0,,1
845,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155799/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",770000.0,Appartement,2.0,83.0,,2
846,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155803/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",775000.0,Appartement,2.0,81.0,,3
847,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155801/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",775000.0,Appartement,2.0,81.0,,2
848,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155805/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",830000.0,Appartement,2.0,84.0,,2
849,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155807/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",850000.0,Appartement,3.0,92.0,,4
850,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155811/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",870000.0,Appartement,3.0,93.0,,3
851,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155809/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",870000.0,Appartement,3.0,90.0,,T
852,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155813/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",900000.0,Appartement,3.0,89.0,,T
853,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155815/,CAPELLI Luxembourg,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",915000.0,Appartement,2.0,94.0,,T
854,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155817/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",924000.0,Appartement,3.0,101.0,,2
855,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155819/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",925000.0,Appartement,3.0,101.0,,3
856,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155821/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",955000.0,Appartement,3.0,104.0,,2
857,Appartements dans programme neuf à Esch-sur-Alzette,"€ 380,000 - € 1,028,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/486061/155823/,CAPELLI Luxembourg,"Appartement 3 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette",1028000.0,Appartement,3.0,129.0,,4
858,"Duplex à vendre, Schifflange","€ 840,000",Schifflange,https://www.immotop.lu/annonces/497723/,Cari Home,"Duplex à vendre, Schifflange",840000.0,Duplex,3.0,120.0,1.0,
859,"Maison jumelée / mitoyenne 202 m², Bereldange, Walferdange","€ 2,090,000",Walferdange,https://www.immotop.lu/annonces/516341/,Lux Gare Immobilier,"Maison jumelée / mitoyenne 202 m², Bereldange, Walferdange",2090000.0,Maison jumelée / mitoyenne,5.0,202.0,2.0,
860,"Appartement 2 chambres neuf, rez-de-chaussée, Bascharage, Käerjeng","€ 700,000",Käerjeng,https://www.immotop.lu/annonces/197155/,Immo SOOO Service,"Appartement 2 chambres neuf, rez-de-chaussée, Bascharage, Käerjeng",700000.0,Appartement,2.0,85.0,1.0,T
861,"Appartement 2 chambres 226b route d'arlon, Strassen, Strassen","€ 1,040,000",Strassen,https://www.immotop.lu/annonces/146091/,Fare Real Estate,"Appartement 2 chambres 226b route d'arlon, Strassen, Strassen",1040000.0,Appartement,2.0,88.0,1.0,1
