,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
1250,"Maison individuelle 190 m², Remich, Remich","€ 1,595,000",Remich,https://www.immotop.lu/annonces/449717/,GENEST IMMOBILIERE,"Maison individuelle 190 m², Remich, Remich","€ 1,595,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '190\n m²', 'salles de bain': '3+'}"
1251,"Maison jumelée / mitoyenne 200 m², Lamadelaine, Pétange","€ 795,000",Pétange,https://www.immotop.lu/annonces/459719/,GENEST IMMOBILIERE,"Maison jumelée / mitoyenne 200 m², Lamadelaine, Pétange","€ 795,000",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'salle de bain': '1'}"
1252,"Appartement 4 chambres rez-de-chaussée, Gonderange, Junglinster","€ 1,490,000",Junglinster,https://www.immotop.lu/annonces/384391/,GENEST IMMOBILIERE,"Appartement 4 chambres rez-de-chaussée, Gonderange, Junglinster","€ 1,490,000",Appartement,"{'chambres/pièces': '4', 'superficie': '208\n m²', 'salles de bain': '3', 'étage': 'T'}"
1253,"Appartement 3 chambres rez-de-chaussée, Rodange, Pétange","€ 649,000",Pétange,https://www.immotop.lu/annonces/384445/,GENEST IMMOBILIERE,"Appartement 3 chambres rez-de-chaussée, Rodange, Pétange","€ 649,000",Appartement,"{'chambres/pièces': '3', 'superficie': '105\n m²', 'salle de bain': '1', 'étage': 'T'}"
1254,"Maison individuelle 94, rue de la Libération, Linger, Käerjeng","€ 1,210,000",Käerjeng,https://www.immotop.lu/annonces/368993/,IMMO TERESA REHLINGER SARL,"Maison individuelle 94, rue de la Libération, Linger, Käerjeng","€ 1,210,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '170\n m²', 'salle de bain': '1'}"
1255,"Appartement 2 chambres 71, Avenue des Parcs des Sports, Differdange, Lasauvage, Differdange","€ 610,000",Differdange,https://www.immotop.lu/annonces/445011/,IMMO TERESA REHLINGER SARL,"Appartement 2 chambres 71, Avenue des Parcs des Sports, Differdange, Lasauvage, Differdange","€ 610,000",Appartement,"{'chambres/pièces': '2', 'superficie': '77\n m²', 'salle de bain': '1', 'étage': '3'}"
1256,"Appartement 2 chambres 1, rue de la Fontaine, Rumelange, Rumelange","€ 547,000",Rumelange,https://www.immotop.lu/annonces/341005/,IMMO TERESA REHLINGER SARL,"Appartement 2 chambres 1, rue de la Fontaine, Rumelange, Rumelange","€ 547,000",Appartement,"{'chambres/pièces': '2', 'superficie': '72\n m²', 'étage': 'T'}"
1257,"Maison individuelle 158 m², Uecht, Esch-sur-Alzette","€ 949,000",Esch-sur-Alzette,https://www.immotop.lu/annonces/203249/,IMMO TERESA REHLINGER SARL,"Maison individuelle 158 m², Uecht, Esch-sur-Alzette","€ 949,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '158\n m²', 'salles de bain': '2'}"
1258,Immeuble en Vente,"€ 1,199,999",Schifflange,https://www.immotop.lu/annonces/44649/,IMMO TERESA REHLINGER SARL,Immeuble en Vente,"€ 1,199,999",Immeuble,"{'superficie': '307\n m²', 'étage': 'T'}"
1259,"Appartement 1 chambre deuxième étage, Bascharage, Käerjeng","€ 567,000",Käerjeng,https://www.immotop.lu/annonces/474151/,RE/MAX IMMO EVOLUTION,"Appartement 1 chambre deuxième étage, Bascharage, Käerjeng","€ 567,000",Appartement,"{'chambre/pièce': '1', 'superficie': '57\n m²', 'salle de bain': '1', 'étage': '2'}"
1260,"Maison individuelle 148 m², Bettembourg, Bettembourg","€ 1,180,000",Bettembourg,https://www.immotop.lu/annonces/459281/,OwnEstate,"Maison individuelle 148 m², Bettembourg, Bettembourg","€ 1,180,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '148\n m²'}"
1261,"Maison individuelle 62a, Hauptstrooss, Lieler, Clervaux","€ 895,000",Clervaux,https://www.immotop.lu/annonces/474109/,Immo Partner,"Maison individuelle 62a, Hauptstrooss, Lieler, Clervaux","€ 895,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '170\n m²', 'salles de bain': '2'}"
1262,"Maison jumelée / mitoyenne rue des Près, Michelbouch, Vichten","€ 1,533,700",Vichten,https://www.immotop.lu/annonces/345167/,CIALUX,"Maison jumelée / mitoyenne rue des Près, Michelbouch, Vichten","€ 1,533,700",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '180\n m²', 'salle de bain': '1'}"
1263,"Maison individuelle Am Hölzchen, Michelbouch, Vichten","€ 2,039,700",Vichten,https://www.immotop.lu/annonces/345157/,CIALUX,"Maison individuelle Am Hölzchen, Michelbouch, Vichten","€ 2,039,700",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '240\n m²', 'salle de bain': '1'}"
1264,"Appartement 3 chambres rue des Pépinières, Wasserbillig, Mertert","€ 964,260",Mertert,https://www.immotop.lu/annonces/194875/,CIALUX,"Appartement 3 chambres rue des Pépinières, Wasserbillig, Mertert","€ 964,260",Appartement,"{'chambres/pièces': '3', 'superficie': '115\n m²', 'salle de bain': '1', 'étage': '2'}"
1265,"Appartement 2 chambres rue des Pépinières, Wasserbillig, Mertert","€ 798,850",Mertert,https://www.immotop.lu/annonces/197819/,CIALUX,"Appartement 2 chambres rue des Pépinières, Wasserbillig, Mertert","€ 798,850",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'salle de bain': '1', 'étage': '1'}"
1266,"Appartement 2 chambres Grand Rue, Wasserbillig, Mertert","€ 787,800",Mertert,https://www.immotop.lu/annonces/194873/,CIALUX,"Appartement 2 chambres Grand Rue, Wasserbillig, Mertert","€ 787,800",Appartement,"{'chambres/pièces': '2', 'superficie': '97\n m²', 'salle de bain': '1', 'étage': '1'}"
1267,"Appartement 2 chambres 25a-27, Hobscheid, Habscht","€ 741,420",Habscht,https://www.immotop.lu/annonces/196025/,CIALUX,"Appartement 2 chambres 25a-27, Hobscheid, Habscht","€ 741,420",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
1268,"Duplex à vendre, Kayl","€ 1,111,190",Kayl,https://www.immotop.lu/annonces/196019/,CIALUX,"Duplex à vendre, Kayl","€ 1,111,190",Duplex,"{'chambres/pièces': '4', 'superficie': '158\n m²', 'salle de bain': '1'}"
1269,"Appartement 2 chambres rue Kreuzerbuch, Hobscheid, Habscht","€ 865,780",Habscht,https://www.immotop.lu/annonces/196561/,CIALUX,"Appartement 2 chambres rue Kreuzerbuch, Hobscheid, Habscht","€ 865,780",Appartement,"{'chambres/pièces': '2', 'superficie': '94\n m²', 'salle de bain': '1', 'étage': '2'}"
1270,"Appartement 3 chambres rue Kreuzerbuch, Hobscheid, Habscht","€ 983,240",Habscht,https://www.immotop.lu/annonces/196017/,CIALUX,"Appartement 3 chambres rue Kreuzerbuch, Hobscheid, Habscht","€ 983,240",Appartement,"{'chambres/pièces': '3', 'superficie': '112\n m²', 'salle de bain': '1', 'étage': '1'}"
1271,"Appartement 1 chambre rue de Kreuzerbuch, Hobscheid, Habscht","€ 616,570",Habscht,https://www.immotop.lu/annonces/196509/,CIALUX,"Appartement 1 chambre rue de Kreuzerbuch, Hobscheid, Habscht","€ 616,570",Appartement,"{'chambre/pièce': '1', 'superficie': '64\n m²', 'étage': 'T'}"
1272,"Maison individuelle, neuve, Vianden, Vianden","€ 949,000",Vianden,https://www.immotop.lu/annonces/395741/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Maison individuelle, neuve, Vianden, Vianden","€ 949,000",Maison individuelle,{}
1273,"Maison individuelle 100 m², Oberdonven, Flaxweiler","€ 755,000",Flaxweiler,https://www.immotop.lu/annonces/456805/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Maison individuelle 100 m², Oberdonven, Flaxweiler","€ 755,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '100\n m²'}"
1274,"Maison individuelle 218 m², neuve, Steinsel, Steinsel","€ 1,985,000",Steinsel,https://www.immotop.lu/annonces/441527/,RMS Immobilière S.à.r.l.,"Maison individuelle 218 m², neuve, Steinsel, Steinsel","€ 1,985,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '218\n m²', 'salles de bain': '3'}"
1275,"Maison individuelle 138 m², neuve, Remich, Remich","€ 1,214,000",Remich,https://www.immotop.lu/annonces/194671/,RMS Immobilière S.à.r.l.,"Maison individuelle 138 m², neuve, Remich, Remich","€ 1,214,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '138\n m²', 'salles de bain': '2'}"
1276,"Appartement 2 chambres troisième étage, Merl, Luxembourg","€ 1,105,000",Luxembourg,https://www.immotop.lu/annonces/334837/,RMS Immobilière S.à.r.l.,"Appartement 2 chambres troisième étage, Merl, Luxembourg","€ 1,105,000",Appartement,"{'chambres/pièces': '2', 'superficie': '100\n m²', 'salle de bain': '1', 'étage': '3'}"
1277,"Maison individuelle 145 m², neuve, Moesdorf, Mersch","€ 1,399,000",Mersch,https://www.immotop.lu/annonces/223809/,RMS Immobilière S.à.r.l.,"Maison individuelle 145 m², neuve, Moesdorf, Mersch","€ 1,399,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '145\n m²', 'salles de bain': '2'}"
1278,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 957,829",Käerjeng,https://www.immotop.lu/annonces/334651/,RMS Immobilière S.à.r.l.,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 957,829",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
1279,"Appartement 1 chambre neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 588,499",Käerjeng,https://www.immotop.lu/annonces/334641/,RMS Immobilière S.à.r.l.,"Appartement 1 chambre neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 588,499",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'salle de bain': '1', 'étage': 'T'}"
1280,"Maison individuelle 165 m², neuve, Lorentzweiler, Lorentzweiler","€ 1,442,000",Lorentzweiler,https://www.immotop.lu/annonces/290979/,RMS Immobilière S.à.r.l.,"Maison individuelle 165 m², neuve, Lorentzweiler, Lorentzweiler","€ 1,442,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '165\n m²', 'salles de bain': '2'}"
1281,"Studio à vendre, Belair","€ 612,830",Luxembourg,https://www.immotop.lu/annonces/198675/,RMS Immobilière S.à.r.l.,"Studio à vendre, Belair","€ 612,830",Studio,{'superficie': '35\n m²'}
1282,"Appartement 2 chambres rez-de-chaussée, Remich, Remich","€ 1,380,000",Remich,https://www.immotop.lu/annonces/256281/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 2 chambres rez-de-chaussée, Remich, Remich","€ 1,380,000",Appartement,"{'chambres/pièces': '2', 'superficie': '145\n m²', 'salle de bain': '1', 'étage': 'T'}"
1283,"Maison individuelle 460 m², excellent état, Remich, Remich","€ 3,995,000",Remich,https://www.immotop.lu/annonces/104255/,Immo Brown,"Maison individuelle 460 m², excellent état, Remich, Remich","€ 3,995,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '460\n m²'}"
1284,"Appartement 3 chambres neuf, premier étage, Mamer, Mamer","€ 1,425,692",Mamer,https://www.immotop.lu/annonces/322313/,Immo Brown,"Appartement 3 chambres neuf, premier étage, Mamer, Mamer","€ 1,425,692",Appartement,"{'chambres/pièces': '3', 'superficie': '134\n m²', 'salles de bain': '2', 'étage': '1'}"
1285,"Triplex à vendre, Dudelange","€ 1,050,000",Dudelange,https://www.immotop.lu/annonces/162675/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Triplex à vendre, Dudelange","€ 1,050,000",Triplex,"{'chambres/pièces': '3', 'superficie': '170\n m²', 'salle de bain': '1'}"
1286,"Maison individuelle 150 m², Breidweiler, Consdorf","€ 1,340,000",Consdorf,https://www.immotop.lu/annonces/452043/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Maison individuelle 150 m², Breidweiler, Consdorf","€ 1,340,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '150\n m²', 'salle de bain': '1'}"
1287,"Appartement 2 chambres deuxième étage, Bertrange, Bertrange","€ 895,000",Bertrange,https://www.immotop.lu/annonces/452681/,Immo Brown,"Appartement 2 chambres deuxième étage, Bertrange, Bertrange","€ 895,000",Appartement,"{'chambres/pièces': '2', 'superficie': '79\n m²', 'étage': '2'}"
1288,"Appartement 2 chambres premier étage, Berschbach, Rollingen, Mersch","€ 599,000",Mersch,https://www.immotop.lu/annonces/278961/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 2 chambres premier étage, Berschbach, Rollingen, Mersch","€ 599,000",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '1'}"
1289,"Maison individuelle 135 m², Ville Haute, Luxembourg","€ 1,390,000",Luxembourg,https://www.immotop.lu/annonces/352509/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Maison individuelle 135 m², Ville Haute, Luxembourg","€ 1,390,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '135\n m²'}"
1290,"Appartement 2 chambres neuf, deuxième étage, Mamer, Mamer","€ 882,135",Mamer,https://www.immotop.lu/annonces/322315/,Immo Brown,"Appartement 2 chambres neuf, deuxième étage, Mamer, Mamer","€ 882,135",Appartement,"{'chambres/pièces': '2', 'superficie': '74\n m²', 'étage': '2'}"
1291,"Penthouse neuf, 83 m², Mamer, Mamer","€ 1,098,688",Mamer,https://www.immotop.lu/annonces/322361/,Immo Brown,"Penthouse neuf, 83 m², Mamer, Mamer","€ 1,098,688",Penthouse,"{'chambres/pièces': '2', 'superficie': '83\n m²', 'étage': 'T'}"
1292,"Maison individuelle 190 m², Wiltz, Wiltz","€ 875,000",Wiltz,https://www.immotop.lu/annonces/472103/,IMMO NAM S.A.R.L.,"Maison individuelle 190 m², Wiltz, Wiltz","€ 875,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '190\n m²'}"
1293,"Appartement 2 chambres deuxième étage, Ettelbrück, Ettelbruck","€ 699,000",Ettelbruck,https://www.immotop.lu/annonces/457997/,IMMO NAM S.A.R.L.,"Appartement 2 chambres deuxième étage, Ettelbrück, Ettelbruck","€ 699,000",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'étage': '2'}"
1294,"Maison individuelle 220 m², excellent état, Kayl, Kayl",Prix sur demande,Kayl,https://www.immotop.lu/annonces/241849/,Seven K Immo,"Maison individuelle 220 m², excellent état, Kayl, Kayl",Prix sur demande,Maison individuelle,"{'chambres/pièces': '5+', 'superficie': '220\n m²', 'salle de bain': '1'}"
1295,"Maison individuelle 120 m², Schifflange, Schifflange","€ 849,000",Schifflange,https://www.immotop.lu/annonces/401315/,IC Group,"Maison individuelle 120 m², Schifflange, Schifflange","€ 849,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '120\n m²', 'salle de bain': '1'}"
1296,"Maison individuelle 230 m², Kayl, Kayl","€ 1,590,000",Kayl,https://www.immotop.lu/annonces/377685/,IC Group,"Maison individuelle 230 m², Kayl, Kayl","€ 1,590,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '230\n m²', 'salle de bain': '1'}"
1297,"Maison individuelle 270 m², Greiveldange, Hettermillen, Stadtbredimus","€ 1,410,000",Stadtbredimus,https://www.immotop.lu/annonces/348335/,IC Group,"Maison individuelle 270 m², Greiveldange, Hettermillen, Stadtbredimus","€ 1,410,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '270\n m²', 'salle de bain': '1'}"
1298,"Maison individuelle 140 m², Belvaux, Sanem","€ 1,080,000",Sanem,https://www.immotop.lu/annonces/347483/,IC Group,"Maison individuelle 140 m², Belvaux, Sanem","€ 1,080,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '140\n m²', 'salle de bain': '1'}"
1299,"Appartement 2 chambres rez-de-chaussée, Kehlen, Kehlen","€ 900,000",Kehlen,https://www.immotop.lu/annonces/446151/,IC Group,"Appartement 2 chambres rez-de-chaussée, Kehlen, Kehlen","€ 900,000",Appartement,"{'chambres/pièces': '2', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': 'T'}"
1300,"Appartement 2 chambres troisième étage, Dudelange, Dudelange","€ 640,000",Dudelange,https://www.immotop.lu/annonces/444053/,IC Group,"Appartement 2 chambres troisième étage, Dudelange, Dudelange","€ 640,000",Appartement,"{'chambres/pièces': '2', 'superficie': '75\n m²', 'étage': '3'}"
1301,"Maison individuelle 181 m², Reisdorf, Reisdorf","€ 899,000",Reisdorf,https://www.immotop.lu/annonces/404969/,IC Group,"Maison individuelle 181 m², Reisdorf, Reisdorf","€ 899,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '181\n m²'}"
1302,"Duplex à vendre, Dudelange","€ 898,000",Dudelange,https://www.immotop.lu/annonces/445177/,IC Group,"Duplex à vendre, Dudelange","€ 898,000",Duplex,"{'chambres/pièces': '2', 'superficie': '127\n m²'}"
1303,"Maison individuelle 110 m², Dommeldange, Luxembourg","€ 1,050,000",Luxembourg,https://www.immotop.lu/annonces/347529/,IC Group,"Maison individuelle 110 m², Dommeldange, Luxembourg","€ 1,050,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '110\n m²'}"
1304,"Maison individuelle 196 m², Belvaux, Sanem","€ 1,450,000",Sanem,https://www.immotop.lu/annonces/414317/,IC Group,"Maison individuelle 196 m², Belvaux, Sanem","€ 1,450,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '196\n m²', 'salles de bain': '3'}"
1305,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg","€ 1,750,000",Luxembourg,https://www.immotop.lu/annonces/459609/,Agence ImmoFlash Luxembourg,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg","€ 1,750,000",Appartement,"{'chambres/pièces': '2', 'superficie': '128\n m²', 'salle de bain': '1', 'étage': '1'}"
1306,"Appartement 3 chambres Route de Thionville, Alzingen, Hesperange","€ 875,000",Hesperange,https://www.immotop.lu/annonces/450027/,Agence ImmoFlash Luxembourg,"Appartement 3 chambres Route de Thionville, Alzingen, Hesperange","€ 875,000",Appartement,"{'chambres/pièces': '3', 'superficie': '100\n m²', 'étage': '2'}"
1307,"Maison individuelle 195 m², neuve, Petit-Nobressart, Ell","€ 1,113,477",Ell,https://www.immotop.lu/annonces/447999/,Agence ImmoFlash Luxembourg,"Maison individuelle 195 m², neuve, Petit-Nobressart, Ell","€ 1,113,477",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '195\n m²', 'salle de bain': '1'}"
1308,"Appartement 2 chambres neuf, rez-de-chaussée, Wiltz, Wiltz","€ 566,066",Wiltz,https://www.immotop.lu/annonces/196307/,MITEX,"Appartement 2 chambres neuf, rez-de-chaussée, Wiltz, Wiltz","€ 566,066",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'salle de bain': '1', 'étage': 'T'}"
1309,"Appartement 2 chambres 92, rue de Mersch, Kopstal, Kopstal","€ 1,007,564",Kopstal,https://www.immotop.lu/annonces/295859/,HOME INVEST Sàrl,"Appartement 2 chambres 92, rue de Mersch, Kopstal, Kopstal","€ 1,007,564",Appartement,"{'chambres/pièces': '2', 'superficie': '130\n m²', 'salle de bain': '1', 'étage': '1'}"
1310,"Maison individuelle 8, rue de Bastogne, Brattert, Grevels, Rindschleiden, Wahl","€ 1,335,000",Wahl,https://www.immotop.lu/annonces/153347/,HOME INVEST Sàrl,"Maison individuelle 8, rue de Bastogne, Brattert, Grevels, Rindschleiden, Wahl","€ 1,335,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '375\n m²', 'salles de bain': '2'}"
1311,"Appartement 2 chambres excellent état, rez-de-chaussée, Differdange, Lasauvage, Differdange","€ 570,000",Differdange,https://www.immotop.lu/annonces/470199/,RE/MAX Alliance,"Appartement 2 chambres excellent état, rez-de-chaussée, Differdange, Lasauvage, Differdange","€ 570,000",Appartement,"{'chambres/pièces': '2', 'superficie': '89\n m²', 'salle de bain': '1', 'étage': 'T'}"
1312,"Maison individuelle 111, route de Treves, Senningen, Senningerberg, Niederanven","€ 1,650,000",Niederanven,https://www.immotop.lu/annonces/193143/,HOME INVEST Sàrl,"Maison individuelle 111, route de Treves, Senningen, Senningerberg, Niederanven","€ 1,650,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '145\n m²', 'salle de bain': '1'}"
1313,"Duplex à vendre, Beggen","€ 1,068,000",Luxembourg,https://www.immotop.lu/annonces/163255/,HOME INVEST Sàrl,"Duplex à vendre, Beggen","€ 1,068,000",Duplex,"{'chambres/pièces': '3', 'superficie': '107\n m²', 'salle de bain': '1'}"
1314,"Maison individuelle route de Luxembourg, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,392,600",Mondorf-les-Bains,https://www.immotop.lu/annonces/295717/,HOME INVEST Sàrl,"Maison individuelle route de Luxembourg, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,392,600",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '152\n m²', 'salle de bain': '1'}"
1315,"Appartement 2 chambres premier étage, Berschbach, Rollingen, Mersch","€ 828,000",Mersch,https://www.immotop.lu/annonces/293503/,HOME INVEST Sàrl,"Appartement 2 chambres premier étage, Berschbach, Rollingen, Mersch","€ 828,000",Appartement,"{'chambres/pièces': '2', 'superficie': '98\n m²', 'étage': '1'}"
1316,"Appartement 1 chambre premier étage, Schifflange, Schifflange","€ 630,000",Schifflange,https://www.immotop.lu/annonces/477255/,ck house & realty,"Appartement 1 chambre premier étage, Schifflange, Schifflange","€ 630,000",Appartement,"{'chambre/pièce': '1', 'superficie': '67\n m²', 'salle de bain': '1', 'étage': '1'}"
1317,"Duplex à vendre, Ehlange, Ehlange-sur-Mess","€ 1,090,000",Reckange-sur-Mess,https://www.immotop.lu/annonces/450267/,FINKONZEPT SARL,"Duplex à vendre, Ehlange, Ehlange-sur-Mess","€ 1,090,000",Duplex,"{'chambres/pièces': '3', 'superficie': '147\n m²', 'salle de bain': '1'}"
1318,"Appartement 1 chambre excellent état, troisième étage, Gasperich, Luxembourg","€ 799,000",Luxembourg,https://www.immotop.lu/annonces/441885/,KAi immobilière,"Appartement 1 chambre excellent état, troisième étage, Gasperich, Luxembourg","€ 799,000",Appartement,"{'chambre/pièce': '1', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': '3'}"
1319,"Maison individuelle 200 m², Steinfort, Steinfort","€ 1,595,000",Steinfort,https://www.immotop.lu/annonces/441873/,KAi immobilière,"Maison individuelle 200 m², Steinfort, Steinfort","€ 1,595,000",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'salle de bain': '1'}"
1320,"Appartement 2 chambres rez-de-chaussée, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 890,000",Lorentzweiler,https://www.immotop.lu/annonces/458301/,KAi immobilière,"Appartement 2 chambres rez-de-chaussée, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 890,000",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salles de bain': '2', 'étage': 'T'}"
1321,"Appartement 2 chambres premier étage, Belvaux, Sanem","€ 549,000",Sanem,https://www.immotop.lu/annonces/343053/,KAi immobilière,"Appartement 2 chambres premier étage, Belvaux, Sanem","€ 549,000",Appartement,"{'chambres/pièces': '2', 'superficie': '72\n m²', 'salle de bain': '1', 'étage': '1'}"
1322,"Studio à vendre, Gare","€ 535,000",Luxembourg,https://www.immotop.lu/annonces/441875/,KAi immobilière,"Studio à vendre, Gare","€ 535,000",Studio,{'superficie': '39\n m²'}
1323,"Appartement 2 chambres premier étage, Merl, Luxembourg","€ 985,000",Luxembourg,https://www.immotop.lu/annonces/400769/,RE/MAX Quality & Trust,"Appartement 2 chambres premier étage, Merl, Luxembourg","€ 985,000",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': '1'}"
1324,"Appartement 2 chambres excellent état, quatrième étage, Pétange, Pétange","€ 607,000",Pétange,https://www.immotop.lu/annonces/93559/,Vista-gest,"Appartement 2 chambres excellent état, quatrième étage, Pétange, Pétange","€ 607,000",Appartement,"{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': '4'}"
1325,"Appartement 2 chambres premier étage, Differdange, Lasauvage, Differdange","€ 650,000",Differdange,https://www.immotop.lu/annonces/319737/,Z Promotions sàrl,"Appartement 2 chambres premier étage, Differdange, Lasauvage, Differdange","€ 650,000",Appartement,"{'chambres/pièces': '2', 'superficie': '73\n m²', 'salle de bain': '1', 'étage': '1'}"
1326,"Appartement 2 chambres deuxième étage, Differdange, Lasauvage, Differdange","€ 650,000",Differdange,https://www.immotop.lu/annonces/319755/,Z Promotions sàrl,"Appartement 2 chambres deuxième étage, Differdange, Lasauvage, Differdange","€ 650,000",Appartement,"{'chambres/pièces': '2', 'superficie': '73\n m²', 'salle de bain': '1', 'étage': '2'}"
1327,"Appartement 2 chambres rez-de-chaussée, Mamer, Mamer","€ 1,090,000",Mamer,https://www.immotop.lu/annonces/412311/,Mamo Immo,"Appartement 2 chambres rez-de-chaussée, Mamer, Mamer","€ 1,090,000",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': 'T'}"
1328,"Penthouse 87 m² avec terrasse, Differdange, Lasauvage, Differdange","€ 895,000",Differdange,https://www.immotop.lu/annonces/424093/,Mamo Immo,"Penthouse 87 m² avec terrasse, Differdange, Lasauvage, Differdange","€ 895,000",Penthouse,"{'chambres/pièces': '2', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': '4'}"
1329,"Duplex à vendre, Rumelange","€ 695,000",Rumelange,https://www.immotop.lu/annonces/320077/,Mamo Immo,"Duplex à vendre, Rumelange","€ 695,000",Duplex,"{'chambres/pièces': '3', 'superficie': '109\n m²'}"
1330,"Maison individuelle 218 m², Dudelange, Dudelange","€ 1,795,000",Dudelange,https://www.immotop.lu/annonces/460923/,Mamo Immo,"Maison individuelle 218 m², Dudelange, Dudelange","€ 1,795,000",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '218\n m²'}"
1331,"Maison individuelle 150 m², Pétange, Pétange","€ 875,000",Pétange,https://www.immotop.lu/annonces/354801/,Mamo Immo,"Maison individuelle 150 m², Pétange, Pétange","€ 875,000",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '150\n m²'}"
1332,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 950,000",Bertrange,https://www.immotop.lu/annonces/441599/,Hestia Group Coldwell Banker,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 950,000",Appartement,"{'chambres/pièces': '2', 'superficie': '94\n m²', 'salle de bain': '1', 'étage': '1'}"
1333,"Appartement 2 chambres deuxième étage, Frisange, Frisange","€ 735,000",Frisange,https://www.immotop.lu/annonces/471873/,lc real estate,"Appartement 2 chambres deuxième étage, Frisange, Frisange","€ 735,000",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': '2'}"
1334,"Villa indépendante 235 m², Sandweiler, Sandweiler","€ 2,995,000",Sandweiler,https://www.immotop.lu/annonces/434797/,EUROPROM S.A.,"Villa indépendante 235 m², Sandweiler, Sandweiler","€ 2,995,000",Villa indépendante,"{'chambres/pièces': '4', 'superficie': '235\n m²', 'salle de bain': '1'}"
