,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
194,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77057/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 568,543",Studio,{'superficie': '39\n m²'}
195,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77071/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 576,990",Studio,{'superficie': '39\n m²'}
196,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77017/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 577,601",Studio,{'superficie': '43\n m²'}
197,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77055/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 582,181",Studio,{'superficie': '42\n m²'}
198,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77051/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 584,624",Studio,{'superficie': '44\n m²'}
199,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77069/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 590,934",Studio,{'superficie': '42\n m²'}
200,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77065/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 593,886",Studio,{'superficie': '44\n m²'}
201,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77083/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 604,166",Studio,{'superficie': '42\n m²'}
202,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77079/,BRICKS Solutions Immobilières,"Studio à vendre, Bonnevoie-Verlorenkost, Luxembourg","€ 605,591",Studio,{'superficie': '43\n m²'}
203,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77061/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 660,857",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '2'}"
204,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77075/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 672,358",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '3'}"
205,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77049/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 739,024",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': '1'}"
206,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77021/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 743,299",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'étage': '1'}"
207,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77059/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 755,512",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': '2'}"
208,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77027/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 755,920",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'étage': '2'}"
209,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77033/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 770,694",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'étage': '3'}"
210,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77073/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 771,128",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': '3'}"
211,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77019/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 778,614",Appartement,"{'chambre/pièce': '1', 'superficie': '73\n m²', 'étage': '1'}"
212,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77025/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 794,238",Appartement,"{'chambre/pièce': '1', 'superficie': '73\n m²', 'étage': '2'}"
213,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77015/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 803,027",Appartement,"{'chambre/pièce': '1', 'superficie': '78\n m²', 'étage': 'T'}"
214,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77031/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 808,126",Appartement,"{'chambre/pièce': '1', 'superficie': '73\n m²', 'étage': '3'}"
215,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77041/,BRICKS Solutions Immobilières,"Appartement 2 chambres neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 827,005",Appartement,"{'chambres/pièces': '2', 'superficie': '79\n m²', 'étage': 'T'}"
216,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77013/,BRICKS Solutions Immobilières,"Appartement 1 chambre neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 855,975",Appartement,"{'chambre/pièce': '1', 'superficie': '84\n m²', 'étage': 'T'}"
217,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77039/,BRICKS Solutions Immobilières,"Penthouse neuf, 71 m², Bonnevoie-Verlorenkost, Luxembourg","€ 919,339",Penthouse,"{'chambre/pièce': '1', 'superficie': '71\n m²', 'étage': '4'}"
218,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77037/,BRICKS Solutions Immobilières,"Penthouse neuf, 96 m², Bonnevoie-Verlorenkost, Luxembourg","€ 1,248,745",Penthouse,"{'chambres/pièces': '2', 'superficie': '96\n m²', 'étage': '4'}"
219,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77043/,BRICKS Solutions Immobilières,"Appartement 3 chambres neuf, rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 1,351,060",Appartement,"{'chambres/pièces': '3', 'superficie': '152\n m²', 'salle de bain': '1', 'étage': 'T'}"
220,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77087/,BRICKS Solutions Immobilières,"Penthouse neuf, 116 m², Bonnevoie-Verlorenkost, Luxembourg","€ 1,397,173",Penthouse,"{'chambres/pièces': '2', 'superficie': '116\n m²', 'étage': '4'}"
221,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 516,329 - € 1,550,809",Luxembourg,https://www.immotop.lu/annonces/207319/77085/,BRICKS Solutions Immobilières,"Penthouse neuf, 139 m², Bonnevoie-Verlorenkost, Luxembourg","€ 1,550,809",Penthouse,"{'chambres/pièces': '3', 'superficie': '139\n m²', 'étage': '4'}"
222,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39517/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 600,000",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': 'T'}"
223,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/131267/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 600,000",Appartement,"{'chambres/pièces': '2', 'superficie': '79\n m²', 'salle de bain': '1', 'étage': 'T'}"
224,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39529/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 635,000",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
225,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39543/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 645,000",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
226,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39525/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 645,000",Appartement,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': 'T'}"
227,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39523/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 650,000",Appartement,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': 'T'}"
228,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39553/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 660,000",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': 'T'}"
229,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39535/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 660,000",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': 'T'}"
230,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39551/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 675,000",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': 'T'}"
231,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39533/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 675,000",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': 'T'}"
232,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39561/,Bronimmo SA,"Appartement 2 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 695,000",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': 'T'}"
233,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/131269/,Bronimmo SA,"Appartement 3 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 870,000",Appartement,"{'chambres/pièces': '3', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': 'T'}"
234,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39557/,Bronimmo SA,"Appartement 3 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 990,000",Appartement,"{'chambres/pièces': '3', 'superficie': '101\n m²', 'salle de bain': '1', 'étage': 'T'}"
235,Appartements dans programme neuf à Differdange,"€ 600,000 - € 1,085,000",Differdange,https://www.immotop.lu/annonces/84597/39565/,Bronimmo SA,"Appartement 3 chambres 162 rue de soleuvre, Oberkorn, Differdange","€ 1,085,000",Appartement,"{'chambres/pièces': '3', 'superficie': '110\n m²', 'salles de bain': '2', 'étage': '3'}"
236,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67281/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 440,875",Studio,"{'chambre/pièce': '1', 'superficie': '41\n m²'}"
237,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67173/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 440,976",Studio,"{'chambre/pièce': '1', 'superficie': '41\n m²'}"
238,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67161/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 443,491",Studio,"{'chambre/pièce': '1', 'superficie': '42\n m²'}"
239,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67265/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 443,793",Studio,"{'chambre/pièce': '1', 'superficie': '42\n m²'}"
240,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67037/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 450,243",Studio,"{'chambre/pièce': '1', 'superficie': '44\n m²'}"
241,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67143/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 464,758",Studio,"{'chambre/pièce': '1', 'superficie': '37\n m²'}"
242,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67205/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 509,508",Studio,"{'chambre/pièce': '1', 'superficie': '48\n m²'}"
243,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67103/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 509,809",Studio,"{'chambre/pièce': '1', 'superficie': '47\n m²'}"
244,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/66945/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 524,947",Studio,"{'chambre/pièce': '1', 'superficie': '48\n m²'}"
245,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67061/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 530,093",Studio,"{'chambre/pièce': '1', 'superficie': '48\n m²'}"
246,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/66949/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 530,407",Studio,"{'chambre/pièce': '1', 'superficie': '47\n m²'}"
247,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67235/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 540,706",Studio,"{'chambre/pièce': '1', 'superficie': '47\n m²'}"
248,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67027/,The Agency,"Studio à vendre, Beggen, Luxembourg","€ 553,081",Studio,"{'chambre/pièce': '1', 'superficie': '44\n m²'}"
249,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67249/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 622,853",Appartement,"{'chambre/pièce': '1', 'superficie': '59\n m²', 'étage': '3'}"
250,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67153/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 633,085",Appartement,"{'chambre/pièce': '1', 'superficie': '59\n m²', 'étage': '2'}"
251,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67015/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 633,085",Appartement,"{'chambre/pièce': '1', 'superficie': '59\n m²', 'étage': '1'}"
252,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67045/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 647,677",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '1'}"
253,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67187/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 647,677",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '2'}"
254,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67301/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 647,677",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '3'}"
255,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/66991/,The Agency,"Appartement 1 chambre neuf, rez-de-chaussée, Beggen, Luxembourg","€ 654,117",Appartement,"{'chambre/pièce': '1', 'superficie': '58\n m²', 'étage': '4'}"
256,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67113/,The Agency,"Appartement 2 chambres neuf, rez-de-chaussée, Beggen, Luxembourg","€ 859,140",Appartement,"{'chambres/pièces': '2', 'superficie': '78\n m²', 'étage': 'T'}"
257,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/66977/,The Agency,"Appartement 2 chambres neuf, rez-de-chaussée, Beggen, Luxembourg","€ 953,605",Appartement,"{'chambres/pièces': '2', 'superficie': '89\n m²', 'étage': '4'}"
258,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67133/,The Agency,"Appartement 2 chambres neuf, rez-de-chaussée, Beggen, Luxembourg","€ 1,043,242",Appartement,"{'chambres/pièces': '2', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': 'T'}"
259,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/66957/,The Agency,"Appartement 3 chambres neuf, rez-de-chaussée, Beggen, Luxembourg","€ 1,076,641",Appartement,"{'chambres/pièces': '3', 'superficie': '98\n m²', 'étage': '4'}"
260,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 440,875 - € 1,174,628",Luxembourg,https://www.immotop.lu/annonces/164301/67075/,The Agency,"Appartement 3 chambres neuf, rez-de-chaussée, Beggen, Luxembourg","€ 1,174,628",Appartement,"{'chambres/pièces': '3', 'superficie': '111\n m²', 'étage': 'T'}"
261,Appartements et Penthouses dans programme neuf à Junglinster,"€ 865,000 - € 1,333,000",Junglinster,https://www.immotop.lu/annonces/436211/141953/,Von Poll Real Estate,"Appartement 2 chambres neuf, rez-de-chaussée, Junglinster, Graulinster, Blumenthal, Junglinster","€ 865,000",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
262,Appartements et Penthouses dans programme neuf à Junglinster,"€ 865,000 - € 1,333,000",Junglinster,https://www.immotop.lu/annonces/436211/141955/,Von Poll Real Estate,"Appartement 2 chambres neuf, rez-de-chaussée, Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,024,000",Appartement,"{'chambres/pièces': '2', 'superficie': '98\n m²', 'salle de bain': '1', 'étage': 'T'}"
263,Appartements et Penthouses dans programme neuf à Junglinster,"€ 865,000 - € 1,333,000",Junglinster,https://www.immotop.lu/annonces/436211/141957/,Von Poll Real Estate,"Penthouse neuf, 99 m², Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,050,000",Penthouse,"{'chambres/pièces': '3', 'superficie': '99\n m²', 'salles de bain': '2', 'étage': '2'}"
264,Appartements et Penthouses dans programme neuf à Junglinster,"€ 865,000 - € 1,333,000",Junglinster,https://www.immotop.lu/annonces/436211/141959/,Von Poll Real Estate,"Appartement 3 chambres neuf, rez-de-chaussée, Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,189,000",Appartement,"{'chambres/pièces': '3', 'superficie': '118\n m²', 'salles de bain': '2', 'étage': '1'}"
265,Appartements et Penthouses dans programme neuf à Junglinster,"€ 865,000 - € 1,333,000",Junglinster,https://www.immotop.lu/annonces/436211/141961/,Von Poll Real Estate,"Penthouse neuf, 133 m², Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,278,000",Penthouse,"{'chambres/pièces': '3', 'superficie': '133\n m²', 'salles de bain': '3', 'étage': '2'}"
266,Appartements et Penthouses dans programme neuf à Junglinster,"€ 865,000 - € 1,333,000",Junglinster,https://www.immotop.lu/annonces/436211/141963/,Von Poll Real Estate,"Appartement 3 chambres neuf, rez-de-chaussée, Junglinster, Graulinster, Blumenthal, Junglinster","€ 1,333,000",Appartement,"{'chambres/pièces': '3', 'superficie': '152\n m²', 'salles de bain': '3', 'étage': '1'}"
267,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40457/,Von Poll Real Estate,"Appartement 1 chambre neuf, rez-de-chaussée, Dudelange, Dudelange","€ 521,218",Appartement,"{'chambre/pièce': '1', 'superficie': '51\n m²', 'salle de bain': '1', 'étage': '3'}"
268,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40427/,Von Poll Real Estate,"Duplex à vendre, Dudelange, Dudelange","€ 524,189",Duplex,"{'chambre/pièce': '1', 'superficie': '57\n m²', 'salle de bain': '1'}"
269,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40429/,Von Poll Real Estate,"Duplex à vendre, Dudelange, Dudelange","€ 577,225",Duplex,"{'chambre/pièce': '1', 'superficie': '63\n m²', 'salle de bain': '1'}"
270,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40467/,Von Poll Real Estate,"Appartement 1 chambre neuf, rez-de-chaussée, Dudelange, Dudelange","€ 614,728",Appartement,"{'chambre/pièce': '1', 'superficie': '63\n m²', 'salle de bain': '1', 'étage': '3'}"
271,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40435/,Von Poll Real Estate,"Duplex à vendre, Dudelange, Dudelange","€ 790,215",Duplex,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1'}"
272,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40421/,Von Poll Real Estate,"Appartement 2 chambres neuf, rez-de-chaussée, Dudelange, Dudelange","€ 968,756",Appartement,"{'chambres/pièces': '2', 'superficie': '111\n m²', 'salle de bain': '1', 'étage': '1'}"
273,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40479/,Von Poll Real Estate,"Appartement 2 chambres neuf, rez-de-chaussée, Dudelange, Dudelange","€ 974,271",Appartement,"{'chambres/pièces': '2', 'superficie': '104\n m²', 'salle de bain': '1', 'étage': '4'}"
274,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40437/,Von Poll Real Estate,"Appartement 2 chambres neuf, rez-de-chaussée, Dudelange, Dudelange","€ 981,121",Appartement,"{'chambres/pièces': '2', 'superficie': '111\n m²', 'salle de bain': '1', 'étage': '2'}"
275,Appartements et Duplex dans programme neuf à Dudelange,"€ 521,218 - € 998,204",Dudelange,https://www.immotop.lu/annonces/86305/40487/,Von Poll Real Estate,"Appartement 2 chambres neuf, rez-de-chaussée, Dudelange, Dudelange","€ 989,641",Appartement,"{'chambres/pièces': '2', 'superficie': '103\n m²', 'salle de bain': '1', 'étage': '4'}"
