,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
10,"Appartement 2 chambres 95 Av de la Faiencerie, ID9, 1510 Luxembourg, Limpertsberg, Luxembourg","€ 3,290/mois",Luxembourg,https://www.immotop.lu/annonces/456977/,Blueground,"Appartement 2 chambres 95 Av de la Faiencerie, ID9, 1510 Luxembourg, Limpertsberg, Luxembourg","€ 3,290/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salles de bain': '2', 'étage': '1'}"
11,"Studio à louer, Ville Haute","€ 1,250/mois",Luxembourg,https://www.immotop.lu/annonces/477331/,Immo Sky Lux,"Studio à louer, Ville Haute","€ 1,250/mois",Studio,"{'chambre/pièce': '1', 'superficie': '27\n m²', 'salle de bain': '1'}"
12,"Fermette 33, rue Hiel, Everlange, Useldange","€ 1,980/mois",Useldange,https://www.immotop.lu/annonces/325739/,iHome S.à r.l.,"Fermette 33, rue Hiel, Everlange, Useldange","€ 1,980/mois",Fermette,"{'chambres/pièces': '4', 'superficie': '180\n m²', 'salle de bain': '1'}"
13,"Appartement 2 chambres 21, rue boulevard Grande-Duchesse Charlotte, Belair, Luxembourg","€ 2,250/mois",Luxembourg,https://www.immotop.lu/annonces/465209/,iHome S.à r.l.,"Appartement 2 chambres 21, rue boulevard Grande-Duchesse Charlotte, Belair, Luxembourg","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '3'}"
14,"Appartement 2 chambres 142, rue de Belvaux, Bruch, Esch-sur-Alzette","€ 1,700/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/463291/,Immo SOOO Service,"Appartement 2 chambres 142, rue de Belvaux, Bruch, Esch-sur-Alzette","€ 1,700/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '72\n m²', 'salle de bain': '1', 'étage': '1'}"
15,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/474147/,RE/MAX IMMO EVOLUTION,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '103\n m²', 'salle de bain': '1', 'étage': '3'}"
16,"Appartement 3 chambres troisième étage, Wasserbillig, Mertert","€ 2,200/mois",Mertert,https://www.immotop.lu/annonces/469719/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 3 chambres troisième étage, Wasserbillig, Mertert","€ 2,200/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '118\n m²', 'salle de bain': '1', 'étage': '3'}"
17,"Maison individuelle 170 m², Godbrange, Junglinster","€ 2,750/mois",Junglinster,https://www.immotop.lu/annonces/434607/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Maison individuelle 170 m², Godbrange, Junglinster","€ 2,750/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '170\n m²'}"
18,"Maison individuelle 198 m², Schouweiler, Dippach","€ 3,300/mois",Dippach,https://www.immotop.lu/annonces/257617/,Agence Immobilière MARAMAX s.à r.l.,"Maison individuelle 198 m², Schouweiler, Dippach","€ 3,300/mois",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '198\n m²', 'salles de bain': '2'}"
19,"Appartement 2 chambres rue Dominique Lang, Dudelange, Dudelange","€ 2,250/mois",Dudelange,https://www.immotop.lu/annonces/165839/,IMMO SP,"Appartement 2 chambres rue Dominique Lang, Dudelange, Dudelange","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '135\n m²', 'salle de bain': '1', 'étage': '3'}"
20,"Appartement 3 chambres rez-de-chaussée, Berdorf, Berdorf","€ 2,700/mois",Berdorf,https://www.immotop.lu/annonces/413507/,M2 S.A. by Serge Veyder,"Appartement 3 chambres rez-de-chaussée, Berdorf, Berdorf","€ 2,700/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '160\n m²', 'salle de bain': '1', 'étage': 'T'}"
21,"Maison jumelée / mitoyenne 17d rue de Steinfort, Hobscheid, Habscht","€ 2,950/mois",Habscht,https://www.immotop.lu/annonces/382771/,Bee immo,"Maison jumelée / mitoyenne 17d rue de Steinfort, Hobscheid, Habscht","€ 2,950/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '280\n m²', 'salles de bain': '2'}"
22,"Duplex à louer, Ville Haute","€ 2,900/mois",Luxembourg,https://www.immotop.lu/annonces/415509/,Claude Konrath Promotions Sàrl,"Duplex à louer, Ville Haute","€ 2,900/mois",Duplex,"{'chambres/pièces': '2', 'superficie': '94\n m²', 'salles de bain': '2'}"
23,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/166243/,Prestige Immobilier sàrl,"Appartement 1 chambre Rue F Seimetz, Limpertsberg, Luxembourg","€ 2,800/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '90\n m²', 'étage': '3'}"
24,"Maison jumelée / mitoyenne 21A rue de la Semois, Ville Haute, Luxembourg","€ 5,700/mois",Luxembourg,https://www.immotop.lu/annonces/446445/,HOUSE INVEST,"Maison jumelée / mitoyenne 21A rue de la Semois, Ville Haute, Luxembourg","€ 5,700/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '297\n m²', 'salles de bain': '3'}"
25,"Appartement 1 chambre excellent état, deuxième étage, Gare, Luxembourg","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/50677/,Immozac SARLS,"Appartement 1 chambre excellent état, deuxième étage, Gare, Luxembourg","€ 1,450/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '40\n m²', 'salle de bain': '1', 'étage': '2'}"
26,"Appartement 2 chambres neuf, troisième étage, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/463501/,Bureau Immobilier Léa Kappweiler s.àr.l.,"Appartement 2 chambres neuf, troisième étage, Gare, Luxembourg","€ 2,300/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '3'}"
27,"Appartement 3 chambres excellent état, premier étage, Greiveldange, Hettermillen, Stadtbredimus","€ 2,200/mois",Stadtbredimus,https://www.immotop.lu/annonces/421871/,Patrimonew Immobilière Sàrl,"Appartement 3 chambres excellent état, premier étage, Greiveldange, Hettermillen, Stadtbredimus","€ 2,200/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '130\n m²', 'salle de bain': '1', 'étage': '1'}"
28,"Maison jumelée / mitoyenne 32 Cité du Soleil, Bettembourg, Bettembourg","€ 2,650/mois",Bettembourg,https://www.immotop.lu/annonces/451911/,LUX Residence SARL,"Maison jumelée / mitoyenne 32 Cité du Soleil, Bettembourg, Bettembourg","€ 2,650/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '125\n m²', 'salles de bain': '3'}"
29,"Penthouse 21 Rue Philippe II, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/438539/,ISABELLA COLTAN REAL ESTATE,"Penthouse 21 Rue Philippe II, Ville Haute, Luxembourg","€ 4,500/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '150\n m²', 'salles de bain': '3', 'étage': '6'}"
30,"Penthouse 7, rue JP Sauvage, Kirchberg, Luxembourg","€ 5,400/mois",Luxembourg,https://www.immotop.lu/annonces/165319/,IMMO FRANK,"Penthouse 7, rue JP Sauvage, Kirchberg, Luxembourg","€ 5,400/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '229\n m²', 'salle de bain': '1', 'étage': '9'}"
31,"Appartement 1 chambre 9 rue de l'Hôpital, Echternach, Echternach","€ 2,390/mois",Echternach,https://www.immotop.lu/annonces/37409/,Senior Hotel Echternach,"Appartement 1 chambre 9 rue de l'Hôpital, Echternach, Echternach","€ 2,390/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '43\n m²', 'salle de bain': '1', 'étage': 'T'}"
32,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois",Kopstal,https://www.immotop.lu/annonces/445121/,New Immo,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '2'}"
33,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,850/mois",Hesperange,https://www.immotop.lu/annonces/456979/,New Immo,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,850/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': '1'}"
34,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/383313/,New Immo,"Appartement 1 chambre deuxième étage, Merl, Luxembourg","€ 1,650/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '64\n m²', 'salle de bain': '1', 'étage': '2'}"
35,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/371109/,New Immo,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '2'}"
36,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371111/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'étage': '2'}"
37,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371121/,New Immo,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '99\n m²', 'étage': '2'}"
38,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371129/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'étage': '1'}"
39,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/371115/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '94\n m²', 'étage': 'T'}"
40,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/371131/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '1'}"
41,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois",Luxembourg,https://www.immotop.lu/annonces/371141/,New Immo,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '133\n m²', 'étage': '3'}"
42,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/371133/,New Immo,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': 'T'}"
43,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371123/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '2'}"
44,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois",Luxembourg,https://www.immotop.lu/annonces/371113/,New Immo,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '121\n m²', 'étage': '3'}"
45,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371137/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'étage': '1'}"
46,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois",Roeser,https://www.immotop.lu/annonces/444379/,New Immo,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '2'}"
47,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371125/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': 'T'}"
48,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois",Luxembourg,https://www.immotop.lu/annonces/424267/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '1'}"
49,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404157/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '89\n m²', 'salle de bain': '1', 'étage': '1'}"
50,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois",Niederanven,https://www.immotop.lu/annonces/203367/,New Immo,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '166\n m²', 'salles de bain': '3', 'étage': '1'}"
51,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371139/,New Immo,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '94\n m²', 'étage': 'T'}"
52,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404153/,New Immo,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': '1'}"
53,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/482319/,New Immo,"Appartement 1 chambre excellent état, premier étage, Belair, Luxembourg","€ 1,800/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '51\n m²', 'salle de bain': '1', 'étage': '1'}"
54,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/371135/,New Immo,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '1'}"
55,"Appartement 2 chambres neuf, 15, Kirchberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/359663/,New Immo,"Appartement 2 chambres neuf, 15, Kirchberg, Luxembourg","€ 2,600/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '15'}"
56,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois",Bertrange,https://www.immotop.lu/annonces/454711/,New Immo,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': '1'}"
57,"Appartement 1 chambre 279, rue de neudorf, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/60071/,L'Agence,"Appartement 1 chambre 279, rue de neudorf, Neudorf-Weimershof, Luxembourg","€ 1,700/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '58\n m²', 'salles de bain': '2', 'étage': 'T'}"
58,"Duplex à louer, Limpertsberg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/349419/,L'Agence,"Duplex à louer, Limpertsberg","€ 2,800/mois",Duplex,"{'chambres/pièces': '2', 'superficie': '105\n m²', 'salles de bain': '2'}"
59,"Penthouse excellent état, 90 m², Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/342721/,Immo & Co,"Penthouse excellent état, 90 m², Hollerich, Luxembourg","€ 2,650/mois",Penthouse,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salles de bain': '2', 'étage': 'T'}"
60,"Appartement 2 chambres deuxième étage, Rodange, Pétange","€ 1,400/mois",Pétange,https://www.immotop.lu/annonces/485757/,ImmoLorena,"Appartement 2 chambres deuxième étage, Rodange, Pétange","€ 1,400/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '72\n m²', 'étage': '2'}"
61,"Appartement 2 chambres 18, rue Michel Weber, Ettelbrück, Ettelbruck","€ 1,450/mois",Ettelbruck,https://www.immotop.lu/annonces/440643/,Mevi SA,"Appartement 2 chambres 18, rue Michel Weber, Ettelbrück, Ettelbruck","€ 1,450/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '75\n m²', 'étage': '2'}"
62,"Appartement 3 chambres 56, boulevard J -F Kennedy, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/474533/,James F. Taylor & Partners,"Appartement 3 chambres 56, boulevard J -F Kennedy, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': '4'}"
63,"Appartement 1 chambre 4 Om Buren Lieler, Weiswampach, Wemperhardt, Weiswampach","€ 1,350/mois",Weiswampach,https://www.immotop.lu/annonces/457533/,AIDL IMMO S. à r. l.,"Appartement 1 chambre 4 Om Buren Lieler, Weiswampach, Wemperhardt, Weiswampach","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '1'}"
64,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/459737/,GENIMMO GESTION,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '69\n m²', 'salle de bain': '1', 'étage': '3'}"
65,"Appartement 2 chambres neuf, quatrième étage, Gasperich, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/426313/,Roxy Immobilière,"Appartement 2 chambres neuf, quatrième étage, Gasperich, Luxembourg","€ 2,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '74\n m²', 'salle de bain': '1', 'étage': '4'}"
66,"Appartement 2 chambres deuxième étage, Crauthem, Roeser","€ 1,850/mois",Roeser,https://www.immotop.lu/annonces/473053/,MABRO,"Appartement 2 chambres deuxième étage, Crauthem, Roeser","€ 1,850/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '83\n m²', 'étage': '2'}"
67,"Appartement 2 chambres neuf, premier étage, Mertzig, Mertzig","€ 1,550/mois",Mertzig,https://www.immotop.lu/annonces/354751/,B IMMOBILIER,"Appartement 2 chambres neuf, premier étage, Mertzig, Mertzig","€ 1,550/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '1'}"
68,"Maison jumelée / mitoyenne Dicks-Lentz, Oberkorn, Differdange","€ 2,200/mois",Differdange,https://www.immotop.lu/annonces/155655/,Venice Consulting SA,"Maison jumelée / mitoyenne Dicks-Lentz, Oberkorn, Differdange","€ 2,200/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '120\n m²', 'salles de bain': '2'}"
69,"Appartement 2 chambres premier étage, Roeser, Roeser","€ 2,050/mois",Roeser,https://www.immotop.lu/annonces/441787/,Venice Consulting SA,"Appartement 2 chambres premier étage, Roeser, Roeser","€ 2,050/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': '1'}"
70,"Appartement premier étage, Bivange, Kockelscheuer, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/456759/,FIORE IMMO,"Appartement premier étage, Bivange, Kockelscheuer, Roeser","€ 1,700/mois",Appartement,"{'superficie': '77\n m²', 'étage': '1'}"
71,"Appartement premier étage, Roeser, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/456757/,FIORE IMMO,"Appartement premier étage, Roeser, Roeser","€ 1,700/mois",Appartement,"{'superficie': '77\n m²', 'étage': '1'}"
72,"Studio à louer, Roeser","€ 1,395/mois",Roeser,https://www.immotop.lu/annonces/469293/,Immeck Ventes Sàrl,"Studio à louer, Roeser","€ 1,395/mois",Studio,"{'chambres/pièces': '2', 'superficie': '50\n m²', 'salle de bain': '1'}"
73,"Maison individuelle 16A, rue du Baumbusch, Mamer, Mamer","€ 2,650/mois",Mamer,https://www.immotop.lu/annonces/377427/,BUREAU COMPTABLE FISCAL ET IMMOBILIER Nico Becker,"Maison individuelle 16A, rue du Baumbusch, Mamer, Mamer","€ 2,650/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '215\n m²', 'salles de bain': '2'}"
74,"Appartement 2 chambres rez-de-chaussée, Ville Haute, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/458097/,LA immo Sàrl,"Appartement 2 chambres rez-de-chaussée, Ville Haute, Luxembourg","€ 2,150/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': 'T'}"
75,"Penthouse neuf, 154 m², Wiltz, Wiltz","€ 2,600/mois",Wiltz,https://www.immotop.lu/annonces/463107/,Laforêt Capital,"Penthouse neuf, 154 m², Wiltz, Wiltz","€ 2,600/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '154\n m²', 'salles de bain': '2', 'étage': 'T'}"
76,"Appartement 1 chambre rez-de-chaussée, Belvaux, Sanem",€ 950/mois,Sanem,https://www.immotop.lu/annonces/199861/,IMMO MAIN NASCHT SARL,"Appartement 1 chambre rez-de-chaussée, Belvaux, Sanem",€ 950/mois,Appartement,"{'chambre/pièce': '1', 'superficie': '48\n m²', 'salle de bain': '1', 'étage': 'T'}"
77,"Appartement 1 chambre excellent état, quatrième étage, Limpertsberg, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/477359/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, quatrième étage, Limpertsberg, Luxembourg","€ 2,400/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '40\n m²', 'étage': '4'}"
78,"Appartement excellent état, rez-de-chaussée, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/477367/,FMI IMMOBILIER,"Appartement excellent état, rez-de-chaussée, Limpertsberg, Luxembourg","€ 2,600/mois",Appartement,"{'superficie': '40\n m²', 'étage': 'T'}"
79,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/477373/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, deuxième étage, Limpertsberg, Luxembourg","€ 2,600/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '40\n m²', 'salle de bain': '1', 'étage': '2'}"
80,"Appartement 1 chambre excellent état, septième étage, Gare, Luxembourg","€ 2,640/mois",Luxembourg,https://www.immotop.lu/annonces/441407/,FMI IMMOBILIER,"Appartement 1 chambre excellent état, septième étage, Gare, Luxembourg","€ 2,640/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '53\n m²', 'étage': '7'}"
