,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
14,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119657/,B IMMOBILIER,"Studio à vendre, Belair, Luxembourg",612830.0,Studio,,35.0,,
15,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119673/,B IMMOBILIER,"Studio à vendre, Belair, Luxembourg",635726.0,Studio,,38.0,,
16,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119687/,B IMMOBILIER,Bureau - Cabinet en Vente,663459.0,Bureau - Cabinet,,46.0,,T
17,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119699/,B IMMOBILIER,"Studio à vendre, Belair, Luxembourg",664962.0,Studio,,40.0,,
18,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119711/,B IMMOBILIER,"Studio à vendre, Belair, Luxembourg",667281.0,Studio,,40.0,,
19,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119721/,B IMMOBILIER,Bureau - Cabinet en Vente,721910.0,Bureau - Cabinet,,61.0,,T
20,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119729/,B IMMOBILIER,Bureau - Cabinet en Vente,728614.0,Bureau - Cabinet,,60.0,,T
21,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119735/,B IMMOBILIER,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",813650.0,Appartement,1.0,53.0,,1
22,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119739/,B IMMOBILIER,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",822934.0,Appartement,1.0,53.0,,1
23,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119743/,B IMMOBILIER,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",844288.0,Appartement,1.0,55.0,,2
24,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119745/,B IMMOBILIER,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",920639.0,Appartement,1.0,66.0,,T
25,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119747/,B IMMOBILIER,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",928922.0,Appartement,1.0,52.0,,3
26,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119749/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",967927.0,Appartement,2.0,68.0,,1
27,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119751/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1425788.0,Appartement,2.0,96.0,1.0,4
28,Appartements et Appartements-studio dans programme neuf à Luxembourg,"€ 612,830 - € 2,269,816",Luxembourg,https://www.immotop.lu/annonces/354975/119753/,B IMMOBILIER,"Appartement 3 chambres neuf, rez-de-chaussée, Belair, Luxembourg",2269816.0,Appartement,3.0,131.0,1.0,5
29,Penthouses et Appartements dans programme neuf à Kopstal,"€ 944,141 - € 1,192,984",Kopstal,https://www.immotop.lu/annonces/354957/119635/,B IMMOBILIER,"Appartement 2 chambres Rue de Mersch, Kopstal, Kopstal",944141.0,Appartement,2.0,98.0,1.0,1
30,Penthouses et Appartements dans programme neuf à Kopstal,"€ 944,141 - € 1,192,984",Kopstal,https://www.immotop.lu/annonces/354957/119649/,B IMMOBILIER,"Penthouse Rue de Mersch, Kopstal, Kopstal",980000.0,Penthouse,2.0,96.0,1.0,2
31,Penthouses et Appartements dans programme neuf à Kopstal,"€ 944,141 - € 1,192,984",Kopstal,https://www.immotop.lu/annonces/354957/119669/,B IMMOBILIER,"Penthouse Rue de Mersch, Kopstal, Kopstal",1136297.0,Penthouse,2.0,107.0,1.0,2
32,Penthouses et Appartements dans programme neuf à Kopstal,"€ 944,141 - € 1,192,984",Kopstal,https://www.immotop.lu/annonces/354957/119685/,B IMMOBILIER,"Penthouse Rue de Mersch, Kopstal, Kopstal",1171185.0,Penthouse,2.0,100.0,1.0,2
33,Penthouses et Appartements dans programme neuf à Kopstal,"€ 944,141 - € 1,192,984",Kopstal,https://www.immotop.lu/annonces/354957/119701/,B IMMOBILIER,"Penthouse Rue de Mersch, Kopstal, Kopstal",1192984.0,Penthouse,3.0,118.0,1.0,2
34,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119861/,B IMMOBILIER,"Appartement 1 chambre neuf, rez-de-chaussée, Hautcharage, Käerjeng",622406.0,Appartement,1.0,58.0,1.0,1
35,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119863/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",842976.0,Appartement,2.0,84.0,1.0,1
36,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119865/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",851070.0,Appartement,2.0,70.0,,2
37,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119869/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",908805.0,Appartement,2.0,86.0,,1
38,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119871/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",914487.0,Appartement,2.0,86.0,1.0,1
39,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119873/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",935010.0,Appartement,2.0,84.0,1.0,T
40,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119875/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",957829.0,Appartement,2.0,84.0,1.0,T
41,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119877/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",1026459.0,Appartement,2.0,86.0,1.0,2
42,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119879/,B IMMOBILIER,"Appartement 3 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",1126134.0,Appartement,3.0,104.0,1.0,T
43,Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/355241/119881/,B IMMOBILIER,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng",1167200.0,Appartement,2.0,91.0,1.0,2
44,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62557/,Venice Consulting SA,"Studio route d'Arlon, Belair, Luxembourg",565690.0,Studio,,43.0,,
45,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62609/,Venice Consulting SA,"Studio route d'Arlon, Belair, Luxembourg",601937.0,Studio,,44.0,1.0,
46,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62649/,Venice Consulting SA,"Studio route d'Arlon, Belair, Luxembourg",609323.0,Studio,,42.0,,
47,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63525/,Venice Consulting SA,"Penthouse route d'Arlon, Belair, Luxembourg",609462.0,Penthouse,,42.0,,4
48,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62565/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",623095.0,Appartement,1.0,47.0,1.0,1
49,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62661/,Venice Consulting SA,"Penthouse route d'Arlon, Belair, Luxembourg",629713.0,Penthouse,1.0,43.0,,4
50,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62675/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",629713.0,Appartement,1.0,43.0,,4
51,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62581/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",630133.0,Appartement,1.0,47.0,1.0,2
52,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62593/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",638264.0,Appartement,1.0,47.0,1.0,3
53,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62683/,Venice Consulting SA,"Studio route d'Arlon, Belair, Luxembourg",649212.0,Studio,1.0,47.0,,
54,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62699/,Venice Consulting SA,"Studio route d'Arlon, Belair, Luxembourg",668560.0,Studio,1.0,49.0,,
55,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62927/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",680708.0,Appartement,1.0,58.0,1.0,1
56,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63023/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",681314.0,Appartement,1.0,57.0,1.0,2
57,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62881/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",681472.0,Appartement,1.0,53.0,1.0,1
58,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62903/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",681472.0,Appartement,1.0,53.0,1.0,1
59,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63045/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",688759.0,Appartement,1.0,53.0,1.0,2
60,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63067/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",688759.0,Appartement,1.0,53.0,1.0,2
61,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63139/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",692732.0,Appartement,1.0,57.0,1.0,3
62,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63161/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",697622.0,Appartement,1.0,53.0,1.0,3
63,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63179/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",697622.0,Appartement,1.0,53.0,1.0,3
64,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62949/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",718726.0,Appartement,1.0,61.0,1.0,1
65,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63085/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",728878.0,Appartement,1.0,61.0,1.0,2
66,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63209/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",741174.0,Appartement,1.0,61.0,1.0,3
67,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62837/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",801455.0,Appartement,1.0,60.0,1.0,1
68,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62971/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",813247.0,Appartement,1.0,60.0,1.0,2
69,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62621/,Venice Consulting SA,"Penthouse route d'Arlon, Belair, Luxembourg",815585.0,Penthouse,1.0,57.0,,4
70,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62707/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",856760.0,Appartement,2.0,73.0,1.0,1
71,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62801/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",882284.0,Appartement,2.0,73.0,1.0,3
72,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63269/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",889440.0,Appartement,1.0,65.0,1.0,4
73,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62745/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",924400.0,Appartement,2.0,79.0,1.0,1
74,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62773/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",937922.0,Appartement,2.0,79.0,1.0,2
75,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62855/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",945260.0,Appartement,1.0,70.0,1.0,1
76,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62825/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",953724.0,Appartement,2.0,79.0,1.0,3
77,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62997/,Venice Consulting SA,"Appartement 1 chambre route d'Arlon, Belair, Luxembourg",958864.0,Appartement,1.0,70.0,1.0,2
78,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62721/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",1029975.0,Appartement,2.0,77.0,1.0,1
79,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62757/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",1045271.0,Appartement,2.0,77.0,1.0,2
80,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62733/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",1195760.0,Appartement,2.0,89.0,1.0,1
81,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62789/,Venice Consulting SA,"Appartement 2 chambres route d'Arlon, Belair, Luxembourg",1213575.0,Appartement,2.0,89.0,1.0,2
82,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62551/,Venice Consulting SA,Bureau - Cabinet en Vente,1287080.0,Bureau - Cabinet,,104.0,,T
83,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/63115/,Venice Consulting SA,Bureau - Cabinet en Vente,1287080.0,Bureau - Cabinet,,104.0,,T
84,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62523/,Venice Consulting SA,Local commercial en Vente,1346200.0,Local commercial,,131.0,,T
85,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62511/,Venice Consulting SA,"Penthouse route d'Arlon, Belair, Luxembourg",2326050.0,Penthouse,3.0,138.0,2.0,4
86,Appartements et Penthouses dans programme neuf à Luxembourg,"€ 565,690 - € 2,695,900",Luxembourg,https://www.immotop.lu/annonces/155719/62517/,Venice Consulting SA,"Penthouse route d'Arlon, Belair, Luxembourg",2695900.0,Penthouse,4.0,162.0,,4
87,Maisons plurifamiliales et Villas dans programme neuf à Mamer,"€ 1,920,760 - € 2,617,400",Mamer,https://www.immotop.lu/annonces/149707/59707/,Venice Consulting SA,"Maison jumelée / mitoyenne 234 m², neuve, Mamer, Mamer",1920760.0,Maison jumelée / mitoyenne,5.0,234.0,2.0,
88,Maisons plurifamiliales et Villas dans programme neuf à Mamer,"€ 1,920,760 - € 2,617,400",Mamer,https://www.immotop.lu/annonces/149707/59729/,Venice Consulting SA,"Villa indépendante, neuve, 194 m², Mamer, Mamer",2617400.0,Villa indépendante,4.0,194.0,3.0,
89,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/131997/,Venice Consulting SA,"Appartement 1 chambre neuf, rez-de-chaussée, Bertrange, Bertrange",612991.0,Appartement,1.0,35.0,1.0,T
90,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132001/,Venice Consulting SA,"Studio à vendre, Bertrange, Bertrange",629171.0,Studio,,35.0,1.0,
91,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132009/,Venice Consulting SA,"Studio à vendre, Bertrange, Bertrange",632840.0,Studio,,35.0,1.0,
92,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132005/,Venice Consulting SA,"Studio à vendre, Bertrange, Bertrange",632840.0,Studio,,35.0,1.0,
93,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132011/,Venice Consulting SA,"Studio à vendre, Bertrange, Bertrange",661647.0,Studio,,42.0,,
94,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132019/,Venice Consulting SA,"Studio à vendre, Bertrange, Bertrange",670184.0,Studio,,46.0,1.0,
95,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132013/,Venice Consulting SA,"Studio à vendre, Bertrange, Bertrange",670184.0,Studio,,46.0,,
96,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132017/,Venice Consulting SA,"Appartement 1 chambre neuf, rez-de-chaussée, Bertrange, Bertrange",717555.0,Appartement,1.0,43.0,1.0,1
97,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132015/,Venice Consulting SA,"Appartement 1 chambre neuf, rez-de-chaussée, Bertrange, Bertrange",717555.0,Appartement,1.0,43.0,1.0,1
98,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132021/,Venice Consulting SA,"Appartement 2 chambres neuf, rez-de-chaussée, Bertrange, Bertrange",877271.0,Appartement,2.0,72.0,1.0,T
99,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132023/,Venice Consulting SA,"Appartement 1 chambre neuf, rez-de-chaussée, Bertrange, Bertrange",933531.0,Appartement,1.0,75.0,1.0,T
100,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132025/,Venice Consulting SA,"Appartement 2 chambres neuf, rez-de-chaussée, Bertrange, Bertrange",1128679.0,Appartement,2.0,89.0,1.0,1
101,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 612,991 - € 3,112,007",Bertrange,https://www.immotop.lu/annonces/396125/132027/,Venice Consulting SA,"Appartement 2 chambres neuf, rez-de-chaussée, Bertrange, Bertrange",1162985.0,Appartement,2.0,93.0,1.0,1
