,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
250,"Studio à louer, Limpertsberg","€ 1,050/mois",Luxembourg,https://www.immotop.lu/annonces/497839/,RE/MAX Immo Specialists,"Studio à louer, Limpertsberg",1050.0,Studio,,24.0,,
251,"Appartement 3 chambres premier étage, Belvaux, Sanem","€ 2,300/mois",Sanem,https://www.immotop.lu/annonces/486465/,ck house & realty,"Appartement 3 chambres premier étage, Belvaux, Sanem",2300.0,Appartement,3.0,98.0,,1
252,"Studio à louer, Ville Haute","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/497783/,FMI IMMOBILIER,"Studio à louer, Ville Haute",1650.0,Studio,1.0,,,
253,"Appartement 2 chambres Rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/497755/,Venice Consulting SA,"Appartement 2 chambres Rue Charles Quint, Merl, Luxembourg",2400.0,Appartement,2.0,85.0,1.0,3
254,"Appartement 1 chambre Boulevard de Kockelscheuer, Gasperich, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/497743/,LIVIN REAL ESTATE,"Appartement 1 chambre Boulevard de Kockelscheuer, Gasperich, Luxembourg",1600.0,Appartement,1.0,41.0,,2
255,"Appartement 2 chambres rez-de-chaussée, Lorentzweiler, Lorentzweiler","€ 1,900/mois",Lorentzweiler,https://www.immotop.lu/annonces/497737/,AFIL LUXEMBOURG,"Appartement 2 chambres rez-de-chaussée, Lorentzweiler, Lorentzweiler",1900.0,Appartement,2.0,80.0,,T
256,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg","€ 5,300/mois",Luxembourg,https://www.immotop.lu/annonces/441799/,AA + Immo,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg",5300.0,Appartement,3.0,184.0,1.0,4
257,"Appartement premier étage, Kirchberg, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/414313/,AA + Immo,"Appartement premier étage, Kirchberg, Luxembourg",2500.0,Appartement,,90.0,,1
258,"Duplex à louer, Cents","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/497711/,Immostep sarl,"Duplex à louer, Cents",2300.0,Duplex,3.0,140.0,1.0,
259,"Penthouse 87 m² avec terrasse, Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/497715/,Immostep sarl,"Penthouse 87 m² avec terrasse, Hollerich, Luxembourg",2650.0,Penthouse,3.0,87.0,,7
260,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/497713/,Immostep sarl,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg",2000.0,Appartement,1.0,67.0,,2
261,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/497699/,Glacis-Immo,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg",1200.0,Appartement,1.0,20.0,1.0,3
262,"Appartement 2 chambres premier étage, Uebersyren, Schuttrange","€ 1,550/mois",Schuttrange,https://www.immotop.lu/annonces/497677/,Bureau Immobilier Feltes,"Appartement 2 chambres premier étage, Uebersyren, Schuttrange",1550.0,Appartement,2.0,75.0,,1
263,"Penthouse 160 m² avec terrasse, Lintgen, Lintgen","€ 2,400/mois",Lintgen,https://www.immotop.lu/annonces/469727/,Castel Immobilier,"Penthouse 160 m² avec terrasse, Lintgen, Lintgen",2400.0,Penthouse,3.0,160.0,1.0,3
264,"Appartement 2 chambres neuf, premier étage, Echternach, Echternach","€ 1,350/mois",Echternach,https://www.immotop.lu/annonces/474539/,Castel Immobilier,"Appartement 2 chambres neuf, premier étage, Echternach, Echternach",1350.0,Appartement,2.0,100.0,,1
265,"Appartement 1 chambre Um Hinfert, Mertzig, Mertzig","€ 1,150/mois",Mertzig,https://www.immotop.lu/annonces/497647/,Home Project,"Appartement 1 chambre Um Hinfert, Mertzig, Mertzig",1150.0,Appartement,1.0,60.0,,T
266,"Appartement 170 m², Strassen, Strassen","€ 3,900/mois",Strassen,https://www.immotop.lu/annonces/497625/,Hestia Group Coldwell Banker,"Appartement 170 m², Strassen, Strassen",3900.0,Appartement,,170.0,,
267,"Appartement 2 chambres premier étage, Mertzig, Mertzig","€ 1,500/mois",Mertzig,https://www.immotop.lu/annonces/497615/,Abby Toussaint,"Appartement 2 chambres premier étage, Mertzig, Mertzig",1500.0,Appartement,2.0,95.0,1.0,1
268,"Appartement 2 chambres premier étage, Vianden, Vianden","€ 1,300/mois",Vianden,https://www.immotop.lu/annonces/497597/,SR IMMO INT’L SARL,"Appartement 2 chambres premier étage, Vianden, Vianden",1300.0,Appartement,2.0,133.0,1.0,1
269,"Appartement 2 chambres rez-de-chaussée, Clervaux, Clervaux","€ 1,150/mois",Clervaux,https://www.immotop.lu/annonces/497587/,Immo-Weiss Sàrl,"Appartement 2 chambres rez-de-chaussée, Clervaux, Clervaux",1150.0,Appartement,2.0,76.0,1.0,T
270,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/498969/,MAINSTREET Real Estate,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg",1500.0,Appartement,2.0,88.0,1.0,2
271,"Appartement 3 chambres excellent état, rez-de-chaussée, Echternach, Echternach","€ 1,600/mois",Echternach,https://www.immotop.lu/annonces/497565/,Immo Nord Stroos,"Appartement 3 chambres excellent état, rez-de-chaussée, Echternach, Echternach",1600.0,Appartement,3.0,110.0,1.0,T
272,"Maison individuelle Rue de Bascharage, Schouweiler, Dippach","€ 3,300/mois",Dippach,https://www.immotop.lu/annonces/497425/,STUGALUX S.A,"Maison individuelle Rue de Bascharage, Schouweiler, Dippach",3300.0,Maison individuelle,5.0,198.0,3.0,
273,"Penthouse Rue de l'ecole, Hesperange, Howald, Hesperange","€ 2,700/mois",Hesperange,https://www.immotop.lu/annonces/497421/,STUGALUX S.A,"Penthouse Rue de l'ecole, Hesperange, Howald, Hesperange",2700.0,Penthouse,3.0,156.0,2.0,3
274,"Appartement 2 chambres route de Luxembourg, Schieren, Schieren","€ 1,600/mois",Schieren,https://www.immotop.lu/annonces/497419/,STUGALUX S.A,"Appartement 2 chambres route de Luxembourg, Schieren, Schieren",1600.0,Appartement,2.0,96.0,1.0,1
275,"Maison individuelle 210 m², Garnich, Garnich","€ 3,200/mois",Garnich,https://www.immotop.lu/annonces/461685/,Engel & Völkers Luxembourg,"Maison individuelle 210 m², Garnich, Garnich",3200.0,Maison individuelle,5.0,210.0,3.0,
276,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette","€ 2,850/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/409309/,Engel & Völkers Luxembourg,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette",2850.0,Maison individuelle,4.0,193.0,1.0,
277,"Maison individuelle 280 m², Belair, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/345277/,Engel & Völkers Luxembourg,"Maison individuelle 280 m², Belair, Luxembourg",4500.0,Maison individuelle,5.0,280.0,3.0,
278,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 2,450/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/412271/,Engel & Völkers Luxembourg,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains",2450.0,Maison individuelle,2.0,140.0,1.0,
279,"Appartement 3 chambres premier étage, Berchem, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/476353/,Engel & Völkers Luxembourg,"Appartement 3 chambres premier étage, Berchem, Roeser",1700.0,Appartement,3.0,103.0,1.0,1
280,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/155997/,Engel & Völkers Luxembourg,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg",4500.0,Appartement,2.0,141.0,2.0,T
281,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/155999/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg",2600.0,Appartement,1.0,50.0,,T
282,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/155871/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg",2600.0,Appartement,1.0,52.0,,T
283,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg","€ 1,150/mois",Luxembourg,https://www.immotop.lu/annonces/488947/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg",1150.0,Appartement,1.0,35.0,1.0,T
284,"Studio à louer, Rollingergrund","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/460847/,Engel & Völkers Luxembourg,"Studio à louer, Rollingergrund",1400.0,Studio,1.0,26.0,,
285,"Appartement 1 chambre excellent état, deuxième étage, Dudelange, Dudelange","€ 1,400/mois",Dudelange,https://www.immotop.lu/annonces/484217/,Immoluxury,"Appartement 1 chambre excellent état, deuxième étage, Dudelange, Dudelange",1400.0,Appartement,1.0,65.0,1.0,2
286,"Studio à louer, Dudelange","€ 1,200/mois",Dudelange,https://www.immotop.lu/annonces/37285/,Immoluxury,"Studio à louer, Dudelange",1200.0,Studio,,18.0,,
287,"Studio à louer, Dudelange","€ 1,100/mois",Dudelange,https://www.immotop.lu/annonces/60239/,Immoluxury,"Studio à louer, Dudelange",1100.0,Studio,,15.0,,
288,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,280/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/285359/,Actuel Immobilière Sàrl,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette",1280.0,Appartement,2.0,52.0,1.0,3
289,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/446257/,Actuel Immobilière Sàrl,"Appartement 1 chambre premier étage, Rodange, Pétange",1050.0,Appartement,1.0,,1.0,1
290,"Appartement 1 chambre deuxième étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/346487/,Actuel Immobilière Sàrl,"Appartement 1 chambre deuxième étage, Rodange, Pétange",1050.0,Appartement,1.0,,1.0,2
291,"Appartement 2 chambres rangwee, Hesperange, Howald, Hesperange","€ 1,750/mois",Hesperange,https://www.immotop.lu/annonces/392473/,IMMO MYRIAM OSTER sàrl,"Appartement 2 chambres rangwee, Hesperange, Howald, Hesperange",1750.0,Appartement,2.0,90.0,1.0,1
292,"Appartement 3 chambres excellent état, premier étage, Filsdorf, Dalheim","€ 1,900/mois",Dalheim,https://www.immotop.lu/annonces/380991/,Seven K Immo,"Appartement 3 chambres excellent état, premier étage, Filsdorf, Dalheim",1900.0,Appartement,3.0,94.0,2.0,1
293,"Appartement 3 chambres 58, rue Pont Remy, Bonnevoie-Verlorenkost, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/302471/,IMMOAPART,"Appartement 3 chambres 58, rue Pont Remy, Bonnevoie-Verlorenkost, Luxembourg",2100.0,Appartement,3.0,120.0,,T
294,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 1,950/mois",Luxembourg,https://www.immotop.lu/annonces/164263/,IMMOAPART,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg",1950.0,Appartement,1.0,85.0,1.0,1
295,"Appartement 1 chambre 2, rue Pierre Blanc, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/221251/,IMMOAPART,"Appartement 1 chambre 2, rue Pierre Blanc, Bonnevoie-Verlorenkost, Luxembourg",1500.0,Appartement,1.0,50.0,,1
296,"Appartement 1 chambre troisième étage, Neudorf-Weimershof, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/167135/,IMMOAPART,"Appartement 1 chambre troisième étage, Neudorf-Weimershof, Luxembourg",1650.0,Appartement,1.0,65.0,,3
297,"Penthouse 10-12 allée de la Jeunesse sacrifiée, Hesperange, Howald, Hesperange","€ 2,650/mois",Hesperange,https://www.immotop.lu/annonces/48381/,IMMOAPART,"Penthouse 10-12 allée de la Jeunesse sacrifiée, Hesperange, Howald, Hesperange",2650.0,Penthouse,3.0,115.0,,3
298,"Appartement 1 chambre Allée Leopold Goebel, Belair, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/473097/,RE/MAX Immo Specialists,"Appartement 1 chambre Allée Leopold Goebel, Belair, Luxembourg",1700.0,Appartement,1.0,55.0,1.0,2
299,"Duplex à louer, Al-Esch","€ 2,000/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/15907/,RE/MAX Immo Specialists,"Duplex à louer, Al-Esch",2000.0,Duplex,2.0,125.0,1.0,
300,"Duplex à louer, Sanem","€ 2,500/mois",Sanem,https://www.immotop.lu/annonces/49365/,RE/MAX Immo Specialists,"Duplex à louer, Sanem",2500.0,Duplex,4.0,150.0,1.0,
301,"Maison jumelée / mitoyenne 120 m², Kirchberg, Luxembourg","€ 4,000/mois",Luxembourg,https://www.immotop.lu/annonces/382297/,RE/MAX Immo Specialists,"Maison jumelée / mitoyenne 120 m², Kirchberg, Luxembourg",4000.0,Maison jumelée / mitoyenne,3.0,120.0,1.0,
302,"Appartement 3 chambres troisième étage, Wiltz, Wiltz","€ 2,300/mois",Wiltz,https://www.immotop.lu/annonces/489003/,Immo Wolz,"Appartement 3 chambres troisième étage, Wiltz, Wiltz",2300.0,Appartement,3.0,154.0,2.0,3
303,"Maison individuelle 150 m², Wiltz, Wiltz","€ 1,600/mois",Wiltz,https://www.immotop.lu/annonces/437715/,Immo Wolz,"Maison individuelle 150 m², Wiltz, Wiltz",1600.0,Maison individuelle,3.0,150.0,1.0,
304,"Maison individuelle 450 m², Derenbach, Wincrange","€ 2,500/mois",Wincrange,https://www.immotop.lu/annonces/494199/,Immo Wolz,"Maison individuelle 450 m², Derenbach, Wincrange",2500.0,Maison individuelle,5.0,450.0,,
305,"Appartement 2 chambres deuxième étage, Strassen, Strassen","€ 2,200/mois",Strassen,https://www.immotop.lu/annonces/425259/,RE/MAX Immo Specialists,"Appartement 2 chambres deuxième étage, Strassen, Strassen",2200.0,Appartement,2.0,93.0,1.0,2
306,"Appartement 1 chambre rez-de-chaussée, Brachtenbach, Wincrange",€ 850/mois,Wincrange,https://www.immotop.lu/annonces/459699/,Immo Wolz,"Appartement 1 chambre rez-de-chaussée, Brachtenbach, Wincrange",850.0,Appartement,1.0,70.0,,T
307,"Appartement 2 chambres 45, boulevard Pierre Frieden, Kirchberg, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/497039/,Nexvia S.A.,"Appartement 2 chambres 45, boulevard Pierre Frieden, Kirchberg, Luxembourg",2500.0,Appartement,2.0,87.0,1.0,5
308,"Appartement 2 chambres 66-68 rue de Gasperich, Gasperich, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/149207/,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 66-68 rue de Gasperich, Gasperich, Luxembourg",2500.0,Appartement,2.0,130.0,1.0,3
309,"Appartement 2 chambres 2b Rue de la Vallée, Strassen, Strassen","€ 2,300/mois",Strassen,https://www.immotop.lu/annonces/494975/,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 2b Rue de la Vallée, Strassen, Strassen",2300.0,Appartement,2.0,88.0,1.0,3
310,"Appartement 1 chambre 2 Rue Edward Steichen, Bivange, Kockelscheuer, Roeser","€ 1,350/mois",Roeser,https://www.immotop.lu/annonces/491761/,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre 2 Rue Edward Steichen, Bivange, Kockelscheuer, Roeser",1350.0,Appartement,1.0,56.0,1.0,1
311,"Duplex à louer, Steinfort","€ 2,000/mois",Steinfort,https://www.immotop.lu/annonces/337041/,Agence Immobilière Hélène Grober Sàrl,"Duplex à louer, Steinfort",2000.0,Duplex,2.0,125.0,1.0,
312,"Duplex à louer, Steinfort","€ 2,000/mois",Steinfort,https://www.immotop.lu/annonces/336627/,Agence Immobilière Hélène Grober Sàrl,"Duplex à louer, Steinfort",2000.0,Duplex,2.0,125.0,1.0,
313,"Appartement 1 chambre 11 avenue Grande-Duchesse Charlotte, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,400/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/454247/,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre 11 avenue Grande-Duchesse Charlotte, Mondorf-les-Bains, Mondorf-les-Bains",1400.0,Appartement,1.0,65.0,1.0,T
314,"Appartement 3 chambres rez-de-chaussée, Weimerskirch, Luxembourg","€ 3,900/mois",Luxembourg,https://www.immotop.lu/annonces/243855/,LA immo Sàrl,"Appartement 3 chambres rez-de-chaussée, Weimerskirch, Luxembourg",3900.0,Appartement,3.0,168.0,1.0,T
315,"Maison individuelle 47, rue Hardt, Canach, Lenningen","€ 2,500/mois",Lenningen,https://www.immotop.lu/annonces/461707/,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 47, rue Hardt, Canach, Lenningen",2500.0,Maison individuelle,4.0,170.0,,
316,"Maison individuelle 190 m², Eischen, Gaichel, Habscht","€ 2,900/mois",Habscht,https://www.immotop.lu/annonces/444055/,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 190 m², Eischen, Gaichel, Habscht",2900.0,Maison individuelle,4.0,190.0,2.0,
317,"Appartement 1 chambre rez-de-chaussée, Bascharage, Käerjeng","€ 1,150/mois",Käerjeng,https://www.immotop.lu/annonces/466527/,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre rez-de-chaussée, Bascharage, Käerjeng",1150.0,Appartement,1.0,41.0,1.0,T
318,"Appartement 2 chambres 11 rue d'Ernzen, Larochette, Larochette","€ 1,700/mois",Larochette,https://www.immotop.lu/annonces/332611/,Abby Toussaint,"Appartement 2 chambres 11 rue d'Ernzen, Larochette, Larochette",1700.0,Appartement,2.0,108.0,1.0,1
319,"Appartement 2 chambres deuxième étage, Grevenmacher, Grevenmacher","€ 1,600/mois",Grevenmacher,https://www.immotop.lu/annonces/476899/,Abby Toussaint,"Appartement 2 chambres deuxième étage, Grevenmacher, Grevenmacher",1600.0,Appartement,2.0,85.0,1.0,2
320,"Appartement 2 chambres deuxième étage, Godbrange, Junglinster","€ 1,600/mois",Junglinster,https://www.immotop.lu/annonces/447921/,Abby Toussaint,"Appartement 2 chambres deuxième étage, Godbrange, Junglinster",1600.0,Appartement,2.0,87.0,2.0,2
321,"Appartement 2 chambres premier étage, Tuntange, Helperknapp","€ 1,950/mois",Helperknapp,https://www.immotop.lu/annonces/413045/,Abby Toussaint,"Appartement 2 chambres premier étage, Tuntange, Helperknapp",1950.0,Appartement,2.0,115.0,1.0,1
322,"Appartement 2 chambres premier étage, Tuntange, Helperknapp","€ 1,750/mois",Helperknapp,https://www.immotop.lu/annonces/413023/,Abby Toussaint,"Appartement 2 chambres premier étage, Tuntange, Helperknapp",1750.0,Appartement,2.0,93.0,1.0,1
323,"Appartement 3 chambres premier étage, Differdange, Lasauvage, Differdange","€ 1,650/mois",Differdange,https://www.immotop.lu/annonces/394843/,Abby Toussaint,"Appartement 3 chambres premier étage, Differdange, Lasauvage, Differdange",1650.0,Appartement,3.0,93.0,,1
324,"Appartement 2 chambres premier étage, Neunhausen, Esch-sur-Sûre","€ 1,250/mois",Esch-sur-Sûre,https://www.immotop.lu/annonces/414345/,Abby Toussaint,"Appartement 2 chambres premier étage, Neunhausen, Esch-sur-Sûre",1250.0,Appartement,2.0,92.0,,1
325,"Appartement 2 chambres premier étage, Medernach, Vallée de l'Ernz","€ 1,400/mois",Vallée de l'Ernz,https://www.immotop.lu/annonces/293833/,Abby Toussaint,"Appartement 2 chambres premier étage, Medernach, Vallée de l'Ernz",1400.0,Appartement,2.0,80.0,,1
326,"Maison individuelle 243 m², Mersch, Mersch","€ 3,500/mois",Mersch,https://www.immotop.lu/annonces/335595/,Abby Toussaint,"Maison individuelle 243 m², Mersch, Mersch",3500.0,Maison individuelle,5.0,243.0,,
327,"Appartement 3 chambres premier étage, Bereldange, Walferdange","€ 2,000/mois",Walferdange,https://www.immotop.lu/annonces/451355/,Abby Toussaint,"Appartement 3 chambres premier étage, Bereldange, Walferdange",2000.0,Appartement,3.0,98.0,,1
328,"Appartement 2 chambres premier étage, Hobscheid, Habscht","€ 1,600/mois",Habscht,https://www.immotop.lu/annonces/434531/,Abby Toussaint,"Appartement 2 chambres premier étage, Hobscheid, Habscht",1600.0,Appartement,2.0,100.0,,1
329,"Appartement 1 chambre rez-de-chaussée, Mersch, Mersch","€ 1,000/mois",Mersch,https://www.immotop.lu/annonces/484075/,Abby Toussaint,"Appartement 1 chambre rez-de-chaussée, Mersch, Mersch",1000.0,Appartement,1.0,52.0,,T
330,"Appartement 1 chambre deuxième étage, Belvaux, Sanem","€ 1,390/mois",Sanem,https://www.immotop.lu/annonces/487265/,ACCESSIMMO,"Appartement 1 chambre deuxième étage, Belvaux, Sanem",1390.0,Appartement,1.0,70.0,,2
331,"Appartement 1 chambre troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,300/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/478689/,ImmoAssur,"Appartement 1 chambre troisième étage, Al-Esch, Esch-sur-Alzette",1300.0,Appartement,1.0,61.0,,3
332,"Studio à louer, Kirchberg","€ 1,300/mois",Luxembourg,https://www.immotop.lu/annonces/496803/,ACE IMMO,"Studio à louer, Kirchberg",1300.0,Studio,,49.0,,
333,"Studio à louer, Gare","€ 1,100/mois",Luxembourg,https://www.immotop.lu/annonces/496721/,ACE IMMO,"Studio à louer, Gare",1100.0,Studio,,24.0,,
334,"Duplex à louer, Soleuvre","€ 2,500/mois",Sanem,https://www.immotop.lu/annonces/343859/,Hestia Group Coldwell Banker,"Duplex à louer, Soleuvre",2500.0,Duplex,4.0,180.0,1.0,
335,"Appartement 2 chambres neuf, rez-de-chaussée, Cessange, Luxembourg","€ 2,350/mois",Luxembourg,https://www.immotop.lu/annonces/470051/,Hestia Group Coldwell Banker,"Appartement 2 chambres neuf, rez-de-chaussée, Cessange, Luxembourg",2350.0,Appartement,2.0,71.0,1.0,T
336,"Duplex à louer, Soleuvre","€ 2,500/mois",Sanem,https://www.immotop.lu/annonces/122831/,Hestia Group Coldwell Banker,"Duplex à louer, Soleuvre",2500.0,Duplex,4.0,180.0,1.0,
337,"Appartement rez-de-chaussée, Limpach, Reckange-sur-Mess","€ 1,800/mois",Reckange-sur-Mess,https://www.immotop.lu/annonces/350873/,Hestia Group Coldwell Banker,"Appartement rez-de-chaussée, Limpach, Reckange-sur-Mess",1800.0,Appartement,,92.0,,T
338,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/492399/,Hestia Group Coldwell Banker,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg",1600.0,Appartement,1.0,68.0,,1
339,"Appartement 2 chambres premier étage, Kirchberg, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/450399/,Hestia Group Coldwell Banker,"Appartement 2 chambres premier étage, Kirchberg, Luxembourg",2500.0,Appartement,2.0,102.0,,1
340,"Appartement 2 chambres premier étage, Hollenfels, Helperknapp","€ 1,900/mois",Helperknapp,https://www.immotop.lu/annonces/440485/,Hestia Group Coldwell Banker,"Appartement 2 chambres premier étage, Hollenfels, Helperknapp",1900.0,Appartement,2.0,90.0,,1
341,"Appartement rez-de-chaussée, Holzem, Mamer","€ 2,500/mois",Mamer,https://www.immotop.lu/annonces/396635/,Hestia Group Coldwell Banker,"Appartement rez-de-chaussée, Holzem, Mamer",2500.0,Appartement,,100.0,,T
342,"Maison individuelle 140 m², Mondercange, Mondercange","€ 6,000/mois",Mondercange,https://www.immotop.lu/annonces/485755/,Hestia Group Coldwell Banker,"Maison individuelle 140 m², Mondercange, Mondercange",6000.0,Maison individuelle,,140.0,,
343,"Appartement 1 chambre premier étage, Medingen, Moutfort, Contern","€ 1,500/mois",Contern,https://www.immotop.lu/annonces/496443/,CHEZ TOIT IMMOBILIERE,"Appartement 1 chambre premier étage, Medingen, Moutfort, Contern",1500.0,Appartement,1.0,65.0,1.0,1
344,"Appartement 3 chambres rez-de-chaussée, Boulaide, Boulaide","€ 2,000/mois",Boulaide,https://www.immotop.lu/annonces/483123/,IMMO RASTODER,"Appartement 3 chambres rez-de-chaussée, Boulaide, Boulaide",2000.0,Appartement,3.0,160.0,1.0,T
345,"Appartement 2 chambres deuxième étage, Wasserbillig, Mertert","€ 1,750/mois",Mertert,https://www.immotop.lu/annonces/448785/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 2 chambres deuxième étage, Wasserbillig, Mertert",1750.0,Appartement,2.0,89.0,,2
346,"Appartement 1 chambre rez-de-chaussée, Bertrange, Bertrange","€ 1,700/mois",Bertrange,https://www.immotop.lu/annonces/496417/,Bressaglia Immobilière,"Appartement 1 chambre rez-de-chaussée, Bertrange, Bertrange",1700.0,Appartement,1.0,65.0,1.0,T
347,"Appartement 1 chambre deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,250/mois",Luxembourg,https://www.immotop.lu/annonces/496383/,Immo For Life,"Appartement 1 chambre deuxième étage, Bonnevoie-Verlorenkost, Luxembourg",1250.0,Appartement,1.0,64.0,,2
348,"Appartement 3 chambres Rue Charles Martel, Merl, Luxembourg","€ 4,100/mois",Luxembourg,https://www.immotop.lu/annonces/496375/,RE/MAX Forum,"Appartement 3 chambres Rue Charles Martel, Merl, Luxembourg",4100.0,Appartement,3.0,134.0,2.0,3
349,"Appartement 2 chambres troisième étage, Merl, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/496371/,RE/MAX Forum,"Appartement 2 chambres troisième étage, Merl, Luxembourg",2800.0,Appartement,2.0,113.0,1.0,3
350,"Appartement 1 chambre neuf, troisième étage, Belval, Esch-sur-Alzette","€ 1,600/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/496339/,Inside Immobilière,"Appartement 1 chambre neuf, troisième étage, Belval, Esch-sur-Alzette",1600.0,Appartement,1.0,70.0,1.0,3
351,"Appartement 3 chambres Kirchberg, Luxembourg, Kirchberg, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/443121/,"Félix Giorgetti, service location","Appartement 3 chambres Kirchberg, Luxembourg, Kirchberg, Luxembourg",3300.0,Appartement,3.0,103.0,1.0,11
352,"Appartement 1 chambre excellent état, premier étage, Mamer, Mamer","€ 1,600/mois",Mamer,https://www.immotop.lu/annonces/443129/,"Félix Giorgetti, service location","Appartement 1 chambre excellent état, premier étage, Mamer, Mamer",1600.0,Appartement,1.0,107.0,1.0,1
353,"Duplex à louer, Ville Haute","€ 2,900/mois",Luxembourg,https://www.immotop.lu/annonces/443123/,"Félix Giorgetti, service location","Duplex à louer, Ville Haute",2900.0,Duplex,2.0,150.0,1.0,
354,"Appartement 1 chambre 2343 Luxembourg, Cents, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/478417/,"Félix Giorgetti, service location","Appartement 1 chambre 2343 Luxembourg, Cents, Luxembourg",1500.0,Appartement,1.0,46.0,,T
