,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
19,"Appartement 1 chambre de la Gare, Leudelange, Leudelange","€ 1,700/mois",Leudelange,https://www.immotop.lu/annonces/448837/,Immobilière Glesener s.à r.l.,"Appartement 1 chambre de la Gare, Leudelange, Leudelange","€ 1,700/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'salle de bain': '1', 'étage': 'T'}"
20,"Maison individuelle Rue du Plébiscite, Strassen, Strassen","€ 2,800/mois",Strassen,https://www.immotop.lu/annonces/471871/,Immobilière Glesener s.à r.l.,"Maison individuelle Rue du Plébiscite, Strassen, Strassen","€ 2,800/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '140\n m²', 'salles de bain': '2'}"
21,"Appartement 2 chambres Route de Luxembourg, Imbringen, Junglinster","€ 1,750/mois",Junglinster,https://www.immotop.lu/annonces/485407/,Immobilière Glesener s.à r.l.,"Appartement 2 chambres Route de Luxembourg, Imbringen, Junglinster","€ 1,750/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'étage': '1'}"
22,"Appartement 2 chambres troisième étage, Pétange, Pétange","€ 1,800/mois",Pétange,https://www.immotop.lu/annonces/489057/,IMMO B2,"Appartement 2 chambres troisième étage, Pétange, Pétange","€ 1,800/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': '3'}"
23,"Maison jumelée / mitoyenne 18 rue Plébiscite, Strassen, Strassen","€ 2,900/mois",Strassen,https://www.immotop.lu/annonces/484467/,Multi Business Consultant,"Maison jumelée / mitoyenne 18 rue Plébiscite, Strassen, Strassen","€ 2,900/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '135\n m²', 'salles de bain': '2'}"
24,"Appartement 2 chambres 231 rue du kichberg, Kirchberg, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/370887/,BUREAU COMPTABLE FISCAL ET IMMOBILIER Nico Becker,"Appartement 2 chambres 231 rue du kichberg, Kirchberg, Luxembourg","€ 2,150/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '93\n m²', 'salle de bain': '1', 'étage': '1'}"
25,"Maison individuelle Follereau, Cents, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/481363/,iCasa sàrl,"Maison individuelle Follereau, Cents, Luxembourg","€ 4,500/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '205\n m²', 'salles de bain': '2'}"
26,"Appartement 2 chambres rue Dominique Lang, Dudelange, Dudelange","€ 2,250/mois",Dudelange,https://www.immotop.lu/annonces/165839/,IMMO SP,"Appartement 2 chambres rue Dominique Lang, Dudelange, Dudelange","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '135\n m²', 'salle de bain': '1', 'étage': '3'}"
27,"Appartement 3 chambres rez-de-chaussée, Berdorf, Berdorf","€ 1,800/mois",Berdorf,https://www.immotop.lu/annonces/500647/,M2 S.A. by Serge Veyder,"Appartement 3 chambres rez-de-chaussée, Berdorf, Berdorf","€ 1,800/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '108\n m²', 'salle de bain': '1', 'étage': 'T'}"
28,"Maison jumelée / mitoyenne 21A rue de la Semois, Ville Haute, Luxembourg","€ 5,700/mois",Luxembourg,https://www.immotop.lu/annonces/446445/,HOUSE INVEST,"Maison jumelée / mitoyenne 21A rue de la Semois, Ville Haute, Luxembourg","€ 5,700/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '4', 'superficie': '297\n m²', 'salles de bain': '3'}"
29,"Appartement 1 chambre excellent état, deuxième étage, Gare, Luxembourg","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/50677/,Immozac SARLS,"Appartement 1 chambre excellent état, deuxième étage, Gare, Luxembourg","€ 1,450/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '40\n m²', 'salle de bain': '1', 'étage': '2'}"
30,"Appartement 2 chambres neuf, troisième étage, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/463501/,Bureau Immobilier Léa Kappweiler s.àr.l.,"Appartement 2 chambres neuf, troisième étage, Gare, Luxembourg","€ 2,300/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '3'}"
31,"Appartement 3 chambres excellent état, premier étage, Greiveldange, Hettermillen, Stadtbredimus","€ 2,200/mois",Stadtbredimus,https://www.immotop.lu/annonces/421871/,Patrimonew Immobilière Sàrl,"Appartement 3 chambres excellent état, premier étage, Greiveldange, Hettermillen, Stadtbredimus","€ 2,200/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '130\n m²', 'salle de bain': '1', 'étage': '1'}"
32,"Penthouse 21 Rue Philippe II, Ville Haute, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/438539/,ISABELLA COLTAN REAL ESTATE,"Penthouse 21 Rue Philippe II, Ville Haute, Luxembourg","€ 4,500/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '150\n m²', 'salles de bain': '3', 'étage': '6'}"
33,"Penthouse 7, rue JP Sauvage, Kirchberg, Luxembourg","€ 5,400/mois",Luxembourg,https://www.immotop.lu/annonces/165319/,IMMO FRANK,"Penthouse 7, rue JP Sauvage, Kirchberg, Luxembourg","€ 5,400/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '229\n m²', 'salle de bain': '1', 'étage': '9'}"
34,"Appartement 1 chambre 9 rue de l'Hôpital, Echternach, Echternach","€ 2,390/mois",Echternach,https://www.immotop.lu/annonces/37409/,Senior Hotel Echternach,"Appartement 1 chambre 9 rue de l'Hôpital, Echternach, Echternach","€ 2,390/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '43\n m²', 'salle de bain': '1', 'étage': 'T'}"
35,"Appartement 2 chambres neuvième étage, Differdange, Lasauvage, Differdange","€ 1,700/mois",Differdange,https://www.immotop.lu/annonces/484049/,Agence Immobilière MARAMAX s.à r.l.,"Appartement 2 chambres neuvième étage, Differdange, Lasauvage, Differdange","€ 1,700/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': '9'}"
36,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,800/mois",Hesperange,https://www.immotop.lu/annonces/501011/,IMMO Bernard,"Appartement 2 chambres premier étage, Hesperange, Howald, Hesperange","€ 1,800/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': '1'}"
37,"Appartement rue tubis, Cessange, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/486767/,Bureau Immobilier GUILLAUME BISDORFF,"Appartement rue tubis, Cessange, Luxembourg","€ 2,200/mois",Appartement,{'étage': 'T'}
38,"Appartement 1 chambre neuf, premier étage, Dommeldange, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/500071/,Move In Immobilier Sarl,"Appartement 1 chambre neuf, premier étage, Dommeldange, Luxembourg","€ 1,500/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '1'}"
39,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/474147/,RE/MAX IMMO EVOLUTION,"Appartement 2 chambres troisième étage, Belair, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '103\n m²', 'salle de bain': '1', 'étage': '3'}"
40,"Maison individuelle 180 m², Belair, Luxembourg","€ 4,300/mois",Luxembourg,https://www.immotop.lu/annonces/477397/,HOUSE BROKERS Real Estate,"Maison individuelle 180 m², Belair, Luxembourg","€ 4,300/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '180\n m²', 'salles de bain': '2'}"
41,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/497785/,MKM Consult,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 2,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '82\n m²', 'salle de bain': '1', 'étage': '2'}"
42,"Triplex à louer, Feulen, Niederfeulen","€ 2,200/mois",Feulen,https://www.immotop.lu/annonces/462203/,Immobilière Paul Reinig,"Triplex à louer, Feulen, Niederfeulen","€ 2,200/mois",Triplex,"{'chambres/pièces': '4', 'superficie': '161\n m²', 'salle de bain': '1'}"
43,"Appartement 1 chambre 26 rue Duchscher, Echternach, Echternach","€ 1,050/mois",Echternach,https://www.immotop.lu/annonces/493935/,IMMO-SQUARE,"Appartement 1 chambre 26 rue Duchscher, Echternach, Echternach","€ 1,050/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'salle de bain': '1', 'étage': '2'}"
44,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/459737/,GENIMMO GESTION,"Appartement 1 chambre 11 Boulevard du Jazz, Al-Esch, Esch-sur-Alzette","€ 1,500/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '69\n m²', 'salle de bain': '1', 'étage': '3'}"
45,"Maison jumelée / mitoyenne 135 m², Neudorf-Weimershof, Luxembourg","€ 3,450/mois",Luxembourg,https://www.immotop.lu/annonces/404369/,EVA IMMO S.A,"Maison jumelée / mitoyenne 135 m², Neudorf-Weimershof, Luxembourg","€ 3,450/mois",Maison jumelée / mitoyenne,"{'chambres/pièces': '3', 'superficie': '135\n m²', 'salles de bain': '2'}"
46,"Appartement 1 chambre excellent état, premier étage, Al-Esch, Esch-sur-Alzette","€ 1,050/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/497761/,COLLINI WELTER Immobilière S.à.r.l.,"Appartement 1 chambre excellent état, premier étage, Al-Esch, Esch-sur-Alzette","€ 1,050/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '42\n m²', 'étage': '1'}"
47,"Appartement 2 chambres neuf, premier étage, Bascharage, Käerjeng","€ 1,600/mois",Käerjeng,https://www.immotop.lu/annonces/486741/,COLLINI WELTER Immobilière S.à.r.l.,"Appartement 2 chambres neuf, premier étage, Bascharage, Käerjeng","€ 1,600/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '1'}"
48,"Villa indépendante 300 m², Diekirch, Diekirch","€ 2,600/mois",Diekirch,https://www.immotop.lu/annonces/395589/,Immobilière Paul Reinig,"Villa indépendante 300 m², Diekirch, Diekirch","€ 2,600/mois",Villa indépendante,"{'chambres/pièces': '3', 'superficie': '300\n m²', 'salles de bain': '2'}"
49,"Appartement 2 chambres neuf, deuxième étage, Mamer, Mamer","€ 2,200/mois",Mamer,https://www.immotop.lu/annonces/486887/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Mamer, Mamer","€ 2,200/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '2'}"
50,"Appartement 4 chambres excellent état, deuxième étage, Ville Haute, Luxembourg","€ 4,100/mois",Luxembourg,https://www.immotop.lu/annonces/486285/,New Immo,"Appartement 4 chambres excellent état, deuxième étage, Ville Haute, Luxembourg","€ 4,100/mois",Appartement,"{'chambres/pièces': '4', 'superficie': '150\n m²', 'salles de bain': '2', 'étage': '2'}"
51,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois",Kopstal,https://www.immotop.lu/annonces/445121/,New Immo,"Appartement 1 chambre excellent état, deuxième étage, Bridel, Kopstal","€ 1,450/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '2'}"
52,"Maison individuelle 303 m², neuve, Belair, Luxembourg","€ 5,600/mois",Luxembourg,https://www.immotop.lu/annonces/497747/,New Immo,"Maison individuelle 303 m², neuve, Belair, Luxembourg","€ 5,600/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '303\n m²', 'salles de bain': '3'}"
53,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/371135/,New Immo,"Appartement 1 chambre neuf, premier étage, Kirchberg, Luxembourg","€ 2,100/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '1'}"
54,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371129/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'étage': '1'}"
55,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371137/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'étage': '1'}"
56,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois",Luxembourg,https://www.immotop.lu/annonces/371141/,New Immo,"Penthouse neuf, 133 m², Kirchberg, Luxembourg","€ 4,250/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '133\n m²', 'étage': '3'}"
57,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois",Roeser,https://www.immotop.lu/annonces/444379/,New Immo,"Appartement 1 chambre deuxième étage, Roeser, Roeser","€ 1,650/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '2'}"
58,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/371115/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,200/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '94\n m²', 'étage': 'T'}"
59,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371121/,New Immo,"Appartement 3 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,400/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '99\n m²', 'étage': '2'}"
60,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois",Luxembourg,https://www.immotop.lu/annonces/371113/,New Immo,"Penthouse neuf, 121 m², Kirchberg, Luxembourg","€ 3,950/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '121\n m²', 'étage': '3'}"
61,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/371131/,New Immo,"Appartement 2 chambres neuf, premier étage, Kirchberg, Luxembourg","€ 2,950/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '1'}"
62,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/371109/,New Immo,"Appartement 1 chambre neuf, deuxième étage, Kirchberg, Luxembourg","€ 2,150/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '2'}"
63,"Appartement 1 chambre excellent état, premier étage, Ville Haute, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/488651/,New Immo,"Appartement 1 chambre excellent état, premier étage, Ville Haute, Luxembourg","€ 2,150/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '71\n m²', 'étage': '1'}"
64,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371125/,New Immo,"Appartement 2 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': 'T'}"
65,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois",Luxembourg,https://www.immotop.lu/annonces/371111/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,100/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'étage': '2'}"
66,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/371133/,New Immo,"Appartement 1 chambre neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': 'T'}"
67,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/371123/,New Immo,"Appartement 2 chambres neuf, deuxième étage, Kirchberg, Luxembourg","€ 3,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'étage': '2'}"
68,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois",Luxembourg,https://www.immotop.lu/annonces/424267/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'salle de bain': '1', 'étage': '1'}"
69,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404157/,New Immo,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '89\n m²', 'salle de bain': '1', 'étage': '1'}"
70,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 2,250/mois",Luxembourg,https://www.immotop.lu/annonces/486881/,New Immo,"Appartement 2 chambres troisième étage, Ville Haute, Luxembourg","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '75\n m²', 'salle de bain': '1', 'étage': '3'}"
71,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois",Niederanven,https://www.immotop.lu/annonces/203367/,New Immo,"Appartement 3 chambres neuf, premier étage, Oberanven, Rameldange, Hostert, Niederanven","€ 3,800/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '166\n m²', 'salles de bain': '3', 'étage': '1'}"
72,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/371139/,New Immo,"Appartement 3 chambres neuf, rez-de-chaussée, Kirchberg, Luxembourg","€ 3,400/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '94\n m²', 'étage': 'T'}"
73,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/404153/,New Immo,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 2,950/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '92\n m²', 'salle de bain': '1', 'étage': '1'}"
74,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois",Bertrange,https://www.immotop.lu/annonces/454711/,New Immo,"Appartement 2 chambres premier étage, Bertrange, Bertrange","€ 1,800/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '99\n m²', 'salle de bain': '1', 'étage': '1'}"
75,"Appartement 2 chambres neuf, cinquième étage, Belval, Esch-sur-Alzette","€ 1,700/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/494197/,New Immo,"Appartement 2 chambres neuf, cinquième étage, Belval, Esch-sur-Alzette","€ 1,700/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '69\n m²', 'étage': '5'}"
76,"Maison individuelle 200 m², Hesperange, Howald, Hesperange","€ 3,600/mois",Hesperange,https://www.immotop.lu/annonces/181077/,Immobelle,"Maison individuelle 200 m², Hesperange, Howald, Hesperange","€ 3,600/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'salle de bain': '1'}"
77,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/496723/,ACE IMMO,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': '2'}"
78,"Maison individuelle rue des Jardins, Clemency, Käerjeng","€ 2,300/mois",Käerjeng,https://www.immotop.lu/annonces/470149/,LOGILUX Immobilier SARL,"Maison individuelle rue des Jardins, Clemency, Käerjeng","€ 2,300/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '180\n m²', 'salle de bain': '1'}"
