,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
214,"Appartement 1 chambre Allée Léopold Goebel, Belair, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/488997/,FISCHBACH Realtors & Developers S.A.,"Appartement 1 chambre Allée Léopold Goebel, Belair, Luxembourg","€ 2,200/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '64\n m²', 'étage': '1'}"
215,"Appartement 2 chambres rue Alphonse Munchen, Hollerich, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/483907/,FISCHBACH Realtors & Developers S.A.,"Appartement 2 chambres rue Alphonse Munchen, Hollerich, Luxembourg","€ 2,300/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'étage': '3'}"
216,"Loft Allée Léopold Goebel, Belair, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/488995/,FISCHBACH Realtors & Developers S.A.,"Loft Allée Léopold Goebel, Belair, Luxembourg","€ 1,900/mois",Loft,"{'superficie': '64\n m²', 'étage': '1'}"
217,"Appartement 1 chambre rue des Aubepines, Belair, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/369631/,FISCHBACH Realtors & Developers S.A.,"Appartement 1 chambre rue des Aubepines, Belair, Luxembourg","€ 1,900/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '52\n m²', 'salle de bain': '1', 'étage': '2'}"
218,"Duplex à louer, Mersch","€ 1,950/mois",Mersch,https://www.immotop.lu/annonces/461667/,FISCHBACH Realtors & Developers S.A.,"Duplex à louer, Mersch","€ 1,950/mois",Duplex,"{'chambres/pièces': '2', 'superficie': '109\n m²', 'salle de bain': '1'}"
219,Immeuble en Location,"€ 25,000/mois",Luxembourg,https://www.immotop.lu/annonces/146065/,Immobelle,Immeuble en Location,"€ 25,000/mois",Immeuble,"{'superficie': '700\n m²', 'étage': 'T'}"
220,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/477725/,Immobelle,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 1,650/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '80\n m²', 'salle de bain': '1', 'étage': 'T'}"
221,Immeuble en Location,"€ 25,000/mois",Luxembourg,https://www.immotop.lu/annonces/378443/,Immobelle,Immeuble en Location,"€ 25,000/mois",Immeuble,"{'superficie': '700\n m²', 'étage': 'T'}"
222,"Appartement 1 chambre rez-de-chaussée, Grevenmacher, Grevenmacher","€ 1,100/mois",Grevenmacher,https://www.immotop.lu/annonces/450277/,Immobelle,"Appartement 1 chambre rez-de-chaussée, Grevenmacher, Grevenmacher","€ 1,100/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '40\n m²', 'salle de bain': '1', 'étage': 'T'}"
223,"Appartement 1 chambre premier étage, Steinsel, Steinsel","€ 1,250/mois",Steinsel,https://www.immotop.lu/annonces/488803/,Immobelle,"Appartement 1 chambre premier étage, Steinsel, Steinsel","€ 1,250/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': '1'}"
224,"Appartement neuf, troisième étage, Ville Haute, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/146049/,Immobelle,"Appartement neuf, troisième étage, Ville Haute, Luxembourg","€ 1,800/mois",Appartement,"{'superficie': '40\n m²', 'étage': '3'}"
225,"Appartement 1 chambre rez-de-chaussée, Heiderscheid, Heiderscheidergrund, Esch-sur-Sûre","€ 1,100/mois",Esch-sur-Sûre,https://www.immotop.lu/annonces/498973/,L'AGENCE Real Estate,"Appartement 1 chambre rez-de-chaussée, Heiderscheid, Heiderscheidergrund, Esch-sur-Sûre","€ 1,100/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '52\n m²', 'étage': 'T'}"
226,"Appartement 1 chambre 60, Aline et Emile Mayrischstrooss, Colpach-Haut, Ell","€ 1,000/mois",Ell,https://www.immotop.lu/annonces/469675/,Immobilière de l'Attert,"Appartement 1 chambre 60, Aline et Emile Mayrischstrooss, Colpach-Haut, Ell","€ 1,000/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '52\n m²', 'salle de bain': '1', 'étage': '1'}"
227,"Appartement 1 chambre Batty Weber 4, Differdange, Lasauvage, Differdange","€ 1,300/mois",Differdange,https://www.immotop.lu/annonces/464211/,Parc Immo Gestion,"Appartement 1 chambre Batty Weber 4, Differdange, Lasauvage, Differdange","€ 1,300/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '54\n m²', 'étage': '3'}"
228,"Appartement 1 chambre rue d'Ospern, Reichlange, Redange/Attert","€ 1,100/mois",Redange/Attert,https://www.immotop.lu/annonces/241861/,Immobilière de l'Attert,"Appartement 1 chambre rue d'Ospern, Reichlange, Redange/Attert","€ 1,100/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '85\n m²', 'étage': '1'}"
229,"Appartement 1 chambre premier étage, Soleuvre, Sanem","€ 1,480/mois",Sanem,https://www.immotop.lu/annonces/496429/,Parc Immo Gestion,"Appartement 1 chambre premier étage, Soleuvre, Sanem","€ 1,480/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'salle de bain': '1', 'étage': '1'}"
230,"Appartement 1 chambre premier étage, Differdange, Lasauvage, Differdange","€ 1,250/mois",Differdange,https://www.immotop.lu/annonces/160219/,Parc Immo Gestion,"Appartement 1 chambre premier étage, Differdange, Lasauvage, Differdange","€ 1,250/mois",Appartement,"{'chambre/pièce': '1', 'étage': '1'}"
231,"Appartement 2 chambres premier étage, Gilsdorf, Bettendorf","€ 1,450/mois",Bettendorf,https://www.immotop.lu/annonces/498915/,Immo Nord Kartheiser S.A.,"Appartement 2 chambres premier étage, Gilsdorf, Bettendorf","€ 1,450/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '89\n m²', 'étage': '1'}"
232,"Maison individuelle rue des Primevères, Alzingen, Hesperange","€ 4,200/mois",Hesperange,https://www.immotop.lu/annonces/498625/,STUGALUX S.A,"Maison individuelle rue des Primevères, Alzingen, Hesperange","€ 4,200/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '205\n m²', 'salles de bain': '2'}"
233,"Appartement 2 chambres route d'Esch, Gasperich, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/498621/,INOWAI Residential S.A.,"Appartement 2 chambres route d'Esch, Gasperich, Luxembourg","€ 1,900/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '72\n m²', 'étage': '2'}"
234,"Appartement 2 chambres troisième étage, Belvaux, Sanem","€ 1,300/mois",Sanem,https://www.immotop.lu/annonces/498611/,Agence Immobilière Uelzecht,"Appartement 2 chambres troisième étage, Belvaux, Sanem","€ 1,300/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '83\n m²', 'salle de bain': '1', 'étage': '3'}"
235,"Appartement 1 chambre rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/498609/,BRICKS Solutions Immobilières,"Appartement 1 chambre rez-de-chaussée, Kirchberg, Luxembourg","€ 2,200/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '72\n m²', 'étage': 'T'}"
236,"Studio à louer, Gasperich","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/498577/,Agence Immobilière Hélène Grober Sàrl,"Studio à louer, Gasperich","€ 1,200/mois",Studio,"{'superficie': '40\n m²', 'salle de bain': '1'}"
237,"Maison individuelle 270 m², Mertzig, Mertzig","€ 3,500/mois",Mertzig,https://www.immotop.lu/annonces/498401/,MY LOFT LUX REAL ESTATE,"Maison individuelle 270 m², Mertzig, Mertzig","€ 3,500/mois",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '270\n m²', 'salle de bain': '1'}"
238,"Penthouse rue de Mühlenbach, Muhlenbach, Luxembourg","€ 3,600/mois",Luxembourg,https://www.immotop.lu/annonces/498399/,INOWAI Residential S.A.,"Penthouse rue de Mühlenbach, Muhlenbach, Luxembourg","€ 3,600/mois",Penthouse,"{'chambres/pièces': '2', 'superficie': '140\n m²', 'salles de bain': '2', 'étage': '4'}"
239,"Appartement 3 chambres troisième étage, Cessange, Luxembourg","€ 3,250/mois",Luxembourg,https://www.immotop.lu/annonces/498397/,Glacis-Immo,"Appartement 3 chambres troisième étage, Cessange, Luxembourg","€ 3,250/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '138\n m²', 'étage': '3'}"
240,"Studio à louer, Ville Haute","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/498383/,FMI IMMOBILIER,"Studio à louer, Ville Haute","€ 1,450/mois",Studio,{}
241,"Appartement 1 chambre premier étage, Belair, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/498375/,ck house & realty,"Appartement 1 chambre premier étage, Belair, Luxembourg","€ 2,000/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '100\n m²', 'salle de bain': '1', 'étage': '1'}"
242,"Appartement 2 chambres Rue Lucien Thiel, ID7, Luxembourg, Kirchberg, Luxembourg","€ 3,990/mois",Luxembourg,https://www.immotop.lu/annonces/498369/,Blueground,"Appartement 2 chambres Rue Lucien Thiel, ID7, Luxembourg, Kirchberg, Luxembourg","€ 3,990/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': '6'}"
243,"Appartement 1 chambre neuf, rez-de-chaussée, Wormeldange, Wormeldange-Haut, Wormeldange",€ 900/mois,Wormeldange,https://www.immotop.lu/annonces/497851/,DFI Bureau Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Wormeldange, Wormeldange-Haut, Wormeldange",€ 900/mois,Appartement,"{'chambre/pièce': '1', 'superficie': '60\n m²', 'étage': 'T'}"
244,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497849/,Accord Immobilière SA,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '66\n m²', 'étage': 'T'}"
245,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois",Pétange,https://www.immotop.lu/annonces/446321/,Accord Immobilière SA,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '50\n m²', 'salle de bain': '1', 'étage': '1'}"
246,"Appartement 1 chambre neuf, premier étage, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497843/,Accord Immobilière SA,"Appartement 1 chambre neuf, premier étage, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '1'}"
247,"Studio à louer, Rodange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/446287/,Accord Immobilière SA,"Studio à louer, Rodange","€ 1,050/mois",Studio,"{'superficie': '38\n m²', 'salle de bain': '1'}"
248,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497841/,Accord Immobilière SA,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '63\n m²', 'étage': 'T'}"
249,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497847/,Accord Immobilière SA,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '63\n m²', 'étage': 'T'}"
250,"Studio à louer, Limpertsberg","€ 1,050/mois",Luxembourg,https://www.immotop.lu/annonces/497839/,RE/MAX Immo Specialists,"Studio à louer, Limpertsberg","€ 1,050/mois",Studio,{'superficie': '24\n m²'}
251,"Appartement 3 chambres premier étage, Belvaux, Sanem","€ 2,300/mois",Sanem,https://www.immotop.lu/annonces/486465/,ck house & realty,"Appartement 3 chambres premier étage, Belvaux, Sanem","€ 2,300/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '98\n m²', 'étage': '1'}"
252,"Studio à louer, Ville Haute","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/497783/,FMI IMMOBILIER,"Studio à louer, Ville Haute","€ 1,650/mois",Studio,{'chambre/pièce': '1'}
253,"Appartement 2 chambres Rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/497755/,Venice Consulting SA,"Appartement 2 chambres Rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '3'}"
254,"Appartement 1 chambre Boulevard de Kockelscheuer, Gasperich, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/497743/,LIVIN REAL ESTATE,"Appartement 1 chambre Boulevard de Kockelscheuer, Gasperich, Luxembourg","€ 1,600/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '41\n m²', 'étage': '2'}"
255,"Appartement 2 chambres rez-de-chaussée, Lorentzweiler, Lorentzweiler","€ 1,900/mois",Lorentzweiler,https://www.immotop.lu/annonces/497737/,AFIL LUXEMBOURG,"Appartement 2 chambres rez-de-chaussée, Lorentzweiler, Lorentzweiler","€ 1,900/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'étage': 'T'}"
256,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg","€ 5,300/mois",Luxembourg,https://www.immotop.lu/annonces/441799/,AA + Immo,"Appartement 3 chambres quatrième étage, Ville Haute, Luxembourg","€ 5,300/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '184\n m²', 'salle de bain': '1', 'étage': '4'}"
257,"Appartement premier étage, Kirchberg, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/414313/,AA + Immo,"Appartement premier étage, Kirchberg, Luxembourg","€ 2,500/mois",Appartement,"{'superficie': '90\n m²', 'étage': '1'}"
258,"Duplex à louer, Cents","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/497711/,Immostep sarl,"Duplex à louer, Cents","€ 2,300/mois",Duplex,"{'chambres/pièces': '3', 'superficie': '140\n m²', 'salle de bain': '1'}"
259,"Penthouse 87 m² avec terrasse, Hollerich, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/497715/,Immostep sarl,"Penthouse 87 m² avec terrasse, Hollerich, Luxembourg","€ 2,650/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '87\n m²', 'étage': '7'}"
260,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/497713/,Immostep sarl,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 2,000/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '67\n m²', 'étage': '2'}"
261,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/497699/,Glacis-Immo,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg","€ 1,200/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '20\n m²', 'salle de bain': '1', 'étage': '3'}"
262,"Appartement 2 chambres premier étage, Uebersyren, Schuttrange","€ 1,550/mois",Schuttrange,https://www.immotop.lu/annonces/497677/,Bureau Immobilier Feltes,"Appartement 2 chambres premier étage, Uebersyren, Schuttrange","€ 1,550/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '75\n m²', 'étage': '1'}"
263,"Penthouse 160 m² avec terrasse, Lintgen, Lintgen","€ 2,400/mois",Lintgen,https://www.immotop.lu/annonces/469727/,Castel Immobilier,"Penthouse 160 m² avec terrasse, Lintgen, Lintgen","€ 2,400/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '160\n m²', 'salle de bain': '1', 'étage': '3'}"
264,"Appartement 2 chambres neuf, premier étage, Echternach, Echternach","€ 1,350/mois",Echternach,https://www.immotop.lu/annonces/474539/,Castel Immobilier,"Appartement 2 chambres neuf, premier étage, Echternach, Echternach","€ 1,350/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '100\n m²', 'étage': '1'}"
265,"Appartement 1 chambre Um Hinfert, Mertzig, Mertzig","€ 1,150/mois",Mertzig,https://www.immotop.lu/annonces/497647/,Home Project,"Appartement 1 chambre Um Hinfert, Mertzig, Mertzig","€ 1,150/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '60\n m²', 'étage': 'T'}"
266,"Appartement 170 m², Strassen, Strassen","€ 3,900/mois",Strassen,https://www.immotop.lu/annonces/497625/,Hestia Group Coldwell Banker,"Appartement 170 m², Strassen, Strassen","€ 3,900/mois",Appartement,{'superficie': '170\n m²'}
267,"Appartement 2 chambres premier étage, Mertzig, Mertzig","€ 1,500/mois",Mertzig,https://www.immotop.lu/annonces/497615/,Abby Toussaint,"Appartement 2 chambres premier étage, Mertzig, Mertzig","€ 1,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': '1'}"
268,"Appartement 2 chambres premier étage, Vianden, Vianden","€ 1,300/mois",Vianden,https://www.immotop.lu/annonces/497597/,SR IMMO INT’L SARL,"Appartement 2 chambres premier étage, Vianden, Vianden","€ 1,300/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '133\n m²', 'salle de bain': '1', 'étage': '1'}"
269,"Appartement 2 chambres rez-de-chaussée, Clervaux, Clervaux","€ 1,150/mois",Clervaux,https://www.immotop.lu/annonces/497587/,Immo-Weiss Sàrl,"Appartement 2 chambres rez-de-chaussée, Clervaux, Clervaux","€ 1,150/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': 'T'}"
270,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/498969/,MAINSTREET Real Estate,"Appartement 2 chambres deuxième étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': '2'}"
271,"Appartement 3 chambres excellent état, rez-de-chaussée, Echternach, Echternach","€ 1,600/mois",Echternach,https://www.immotop.lu/annonces/497565/,Immo Nord Stroos,"Appartement 3 chambres excellent état, rez-de-chaussée, Echternach, Echternach","€ 1,600/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '110\n m²', 'salle de bain': '1', 'étage': 'T'}"
272,"Maison individuelle Rue de Bascharage, Schouweiler, Dippach","€ 3,300/mois",Dippach,https://www.immotop.lu/annonces/497425/,STUGALUX S.A,"Maison individuelle Rue de Bascharage, Schouweiler, Dippach","€ 3,300/mois",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '198\n m²', 'salles de bain': '3'}"
273,"Penthouse Rue de l'ecole, Hesperange, Howald, Hesperange","€ 2,700/mois",Hesperange,https://www.immotop.lu/annonces/497421/,STUGALUX S.A,"Penthouse Rue de l'ecole, Hesperange, Howald, Hesperange","€ 2,700/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '156\n m²', 'salles de bain': '2', 'étage': '3'}"
274,"Appartement 2 chambres route de Luxembourg, Schieren, Schieren","€ 1,600/mois",Schieren,https://www.immotop.lu/annonces/497419/,STUGALUX S.A,"Appartement 2 chambres route de Luxembourg, Schieren, Schieren","€ 1,600/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '96\n m²', 'salle de bain': '1', 'étage': '1'}"
275,"Maison individuelle 210 m², Garnich, Garnich","€ 3,200/mois",Garnich,https://www.immotop.lu/annonces/461685/,Engel & Völkers Luxembourg,"Maison individuelle 210 m², Garnich, Garnich","€ 3,200/mois",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '210\n m²', 'salles de bain': '3'}"
276,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette","€ 2,850/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/409309/,Engel & Völkers Luxembourg,"Maison individuelle 193 m², Wobrecken, Esch-sur-Alzette","€ 2,850/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '193\n m²', 'salle de bain': '1'}"
277,"Maison individuelle 280 m², Belair, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/345277/,Engel & Völkers Luxembourg,"Maison individuelle 280 m², Belair, Luxembourg","€ 4,500/mois",Maison individuelle,"{'chambres/pièces': '5+', 'superficie': '280\n m²', 'salles de bain': '3'}"
278,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 2,450/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/412271/,Engel & Völkers Luxembourg,"Maison individuelle 140 m², Mondorf-les-Bains, Mondorf-les-Bains","€ 2,450/mois",Maison individuelle,"{'chambres/pièces': '2', 'superficie': '140\n m²', 'salle de bain': '1'}"
279,"Appartement 3 chambres premier étage, Berchem, Roeser","€ 1,700/mois",Roeser,https://www.immotop.lu/annonces/476353/,Engel & Völkers Luxembourg,"Appartement 3 chambres premier étage, Berchem, Roeser","€ 1,700/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '103\n m²', 'salle de bain': '1', 'étage': '1'}"
280,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/155997/,Engel & Völkers Luxembourg,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 4,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '141\n m²', 'salles de bain': '2', 'étage': 'T'}"
281,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/155999/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '50\n m²', 'étage': 'T'}"
282,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/155871/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,600/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '52\n m²', 'étage': 'T'}"
283,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg","€ 1,150/mois",Luxembourg,https://www.immotop.lu/annonces/488947/,Engel & Völkers Luxembourg,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg","€ 1,150/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '35\n m²', 'salle de bain': '1', 'étage': 'T'}"
284,"Studio à louer, Rollingergrund","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/460847/,Engel & Völkers Luxembourg,"Studio à louer, Rollingergrund","€ 1,400/mois",Studio,"{'chambre/pièce': '1', 'superficie': '26\n m²'}"
285,"Appartement 1 chambre excellent état, deuxième étage, Dudelange, Dudelange","€ 1,400/mois",Dudelange,https://www.immotop.lu/annonces/484217/,Immoluxury,"Appartement 1 chambre excellent état, deuxième étage, Dudelange, Dudelange","€ 1,400/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'salle de bain': '1', 'étage': '2'}"
286,"Studio à louer, Dudelange","€ 1,200/mois",Dudelange,https://www.immotop.lu/annonces/37285/,Immoluxury,"Studio à louer, Dudelange","€ 1,200/mois",Studio,{'superficie': '18\n m²'}
287,"Studio à louer, Dudelange","€ 1,100/mois",Dudelange,https://www.immotop.lu/annonces/60239/,Immoluxury,"Studio à louer, Dudelange","€ 1,100/mois",Studio,{'superficie': '15\n m²'}
288,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,280/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/285359/,Actuel Immobilière Sàrl,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,280/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '52\n m²', 'salle de bain': '1', 'étage': '3'}"
289,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/446257/,Actuel Immobilière Sàrl,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois",Appartement,"{'chambre/pièce': '1', 'salle de bain': '1', 'étage': '1'}"
290,"Appartement 1 chambre deuxième étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/346487/,Actuel Immobilière Sàrl,"Appartement 1 chambre deuxième étage, Rodange, Pétange","€ 1,050/mois",Appartement,"{'chambre/pièce': '1', 'salle de bain': '1', 'étage': '2'}"
291,"Appartement 2 chambres rangwee, Hesperange, Howald, Hesperange","€ 1,750/mois",Hesperange,https://www.immotop.lu/annonces/392473/,IMMO MYRIAM OSTER sàrl,"Appartement 2 chambres rangwee, Hesperange, Howald, Hesperange","€ 1,750/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '1'}"
292,"Appartement 3 chambres excellent état, premier étage, Filsdorf, Dalheim","€ 1,900/mois",Dalheim,https://www.immotop.lu/annonces/380991/,Seven K Immo,"Appartement 3 chambres excellent état, premier étage, Filsdorf, Dalheim","€ 1,900/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '94\n m²', 'salles de bain': '2', 'étage': '1'}"
293,"Appartement 3 chambres 58, rue Pont Remy, Bonnevoie-Verlorenkost, Luxembourg","€ 2,100/mois",Luxembourg,https://www.immotop.lu/annonces/302471/,IMMOAPART,"Appartement 3 chambres 58, rue Pont Remy, Bonnevoie-Verlorenkost, Luxembourg","€ 2,100/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '120\n m²', 'étage': 'T'}"
294,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 1,950/mois",Luxembourg,https://www.immotop.lu/annonces/164263/,IMMOAPART,"Appartement 1 chambre premier étage, Ville Haute, Luxembourg","€ 1,950/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '1'}"
295,"Appartement 1 chambre 2, rue Pierre Blanc, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/221251/,IMMOAPART,"Appartement 1 chambre 2, rue Pierre Blanc, Bonnevoie-Verlorenkost, Luxembourg","€ 1,500/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '50\n m²', 'étage': '1'}"
296,"Appartement 1 chambre troisième étage, Neudorf-Weimershof, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/167135/,IMMOAPART,"Appartement 1 chambre troisième étage, Neudorf-Weimershof, Luxembourg","€ 1,650/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'étage': '3'}"
297,"Penthouse 10-12 allée de la Jeunesse sacrifiée, Hesperange, Howald, Hesperange","€ 2,650/mois",Hesperange,https://www.immotop.lu/annonces/48381/,IMMOAPART,"Penthouse 10-12 allée de la Jeunesse sacrifiée, Hesperange, Howald, Hesperange","€ 2,650/mois",Penthouse,"{'chambres/pièces': '3', 'superficie': '115\n m²', 'étage': '3'}"
