,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
23,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149533/,Calteux S.àr.l. Société Immobilière,Local commercial en Vente,"€ 565,227",Local commercial,"{'superficie': '78\n m²', 'étage': 'T'}"
24,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149535/,Calteux S.àr.l. Société Immobilière,Bureau - Cabinet en Vente,"€ 571,006",Bureau - Cabinet,"{'superficie': '89\n m²', 'étage': '1'}"
25,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149537/,Calteux S.àr.l. Société Immobilière,Bureau - Cabinet en Vente,"€ 579,900",Bureau - Cabinet,"{'superficie': '79\n m²', 'étage': '1'}"
26,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149539/,Calteux S.àr.l. Société Immobilière,"Studio Rue des Prés, Mersch, Mersch","€ 586,718",Studio,"{'superficie': '52\n m²', 'salle de bain': '1'}"
27,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149541/,Calteux S.àr.l. Société Immobilière,"Studio Rue des Prés, Mersch, Mersch","€ 603,982",Studio,"{'superficie': '52\n m²', 'salle de bain': '1'}"
28,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149543/,Calteux S.àr.l. Société Immobilière,Local commercial en Vente,"€ 604,352",Local commercial,"{'superficie': '87\n m²', 'étage': 'T'}"
29,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149547/,Calteux S.àr.l. Société Immobilière,"Appartement 1 chambre Rue des Prés, Mersch, Mersch","€ 623,051",Appartement,"{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '2'}"
30,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149549/,Calteux S.àr.l. Société Immobilière,Bureau - Cabinet en Vente,"€ 641,046",Bureau - Cabinet,"{'superficie': '96\n m²', 'étage': '1'}"
31,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149551/,Calteux S.àr.l. Société Immobilière,Bureau - Cabinet en Vente,"€ 683,990",Bureau - Cabinet,"{'superficie': '104\n m²', 'étage': '1'}"
32,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149553/,Calteux S.àr.l. Société Immobilière,Local commercial en Vente,"€ 798,879",Local commercial,"{'superficie': '134\n m²', 'étage': 'T'}"
33,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149555/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres Rue des Prés, Mersch, Mersch","€ 841,340",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '1'}"
34,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149557/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres Rue des Prés, Mersch, Mersch","€ 852,920",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '2'}"
35,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149559/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres Rue des Prés, Mersch, Mersch","€ 865,710",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '3'}"
36,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149561/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres Rue des Prés, Mersch, Mersch","€ 879,321",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': '1'}"
37,Appartements et Magasins - locaux commerciaux dans programme neuf à Mersch,"€ 516,561 - € 955,385",Mersch,https://www.immotop.lu/annonces/464261/149563/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres Rue des Prés, Mersch, Mersch","€ 955,385",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': '2'}"
38,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148803/,Calteux S.àr.l. Société Immobilière,"Appartement 1 chambre neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 622,406",Appartement,"{'chambre/pièce': '1', 'superficie': '58\n m²', 'salle de bain': '1', 'étage': '1'}"
39,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148805/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 842,976",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': '1'}"
40,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148807/,Calteux S.àr.l. Société Immobilière,"Penthouse neuf, 70 m², Hautcharage, Käerjeng","€ 851,070",Penthouse,"{'chambres/pièces': '2', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '2'}"
41,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148809/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 908,805",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': '1'}"
42,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148811/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 914,487",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': '1'}"
43,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148813/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 935,010",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
44,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148815/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 957,829",Appartement,"{'chambres/pièces': '2', 'superficie': '84\n m²', 'salle de bain': '1', 'étage': 'T'}"
45,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148817/,Calteux S.àr.l. Société Immobilière,"Penthouse neuf, 86 m², Hautcharage, Käerjeng","€ 1,026,459",Penthouse,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salles de bain': '2', 'étage': '2'}"
46,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148821/,Calteux S.àr.l. Société Immobilière,"Appartement 3 chambres neuf, rez-de-chaussée, Hautcharage, Käerjeng","€ 1,126,134",Appartement,"{'chambres/pièces': '3', 'superficie': '104\n m²', 'salle de bain': '1', 'étage': 'T'}"
47,Penthouses et Appartements dans programme neuf à Käerjeng,"€ 622,406 - € 1,167,200",Käerjeng,https://www.immotop.lu/annonces/462101/148825/,Calteux S.àr.l. Société Immobilière,"Penthouse neuf, 91 m², Hautcharage, Käerjeng","€ 1,167,200",Penthouse,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'salles de bain': '2', 'étage': '2'}"
48,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149361/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Heisdorf, Steinsel","€ 898,772",Appartement,"{'chambres/pièces': '2', 'superficie': '68\n m²', 'salle de bain': '1', 'étage': 'T'}"
49,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149363/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Heisdorf, Steinsel","€ 978,972",Appartement,"{'chambres/pièces': '2', 'superficie': '82\n m²', 'salle de bain': '1', 'étage': '1'}"
50,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149365/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Heisdorf, Steinsel","€ 983,916",Appartement,"{'chambres/pièces': '2', 'superficie': '83\n m²', 'salle de bain': '1', 'étage': '2'}"
51,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149369/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Heisdorf, Steinsel","€ 1,009,563",Appartement,"{'chambres/pièces': '2', 'superficie': '82\n m²', 'salle de bain': '1', 'étage': '2'}"
52,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149371/,Calteux S.àr.l. Société Immobilière,"Appartement 2 chambres neuf, rez-de-chaussée, Heisdorf, Steinsel","€ 1,020,782",Appartement,"{'chambres/pièces': '2', 'superficie': '82\n m²', 'salle de bain': '1', 'étage': 'T'}"
53,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149373/,Calteux S.àr.l. Société Immobilière,"Penthouse neuf, 87 m², Heisdorf, Steinsel","€ 1,080,269",Penthouse,"{'chambres/pièces': '2', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': '3'}"
54,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149375/,Calteux S.àr.l. Société Immobilière,"Appartement 3 chambres neuf, rez-de-chaussée, Heisdorf, Steinsel","€ 1,398,240",Appartement,"{'chambres/pièces': '3', 'superficie': '130\n m²', 'salles de bain': '2', 'étage': '2'}"
55,Appartements et Penthouses dans programme neuf à Steinsel,"€ 898,772 - € 1,490,516",Steinsel,https://www.immotop.lu/annonces/463341/149379/,Calteux S.àr.l. Société Immobilière,"Penthouse neuf, 136 m², Heisdorf, Steinsel","€ 1,490,516",Penthouse,"{'chambres/pièces': '3', 'superficie': '136\n m²', 'salles de bain': '2', 'étage': '3'}"
56,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/116279/,BATINVEST,"Appartement 1 chambre 79 rue de Luxembourg, Kehlen, Kehlen","€ 604,952",Appartement,"{'chambre/pièce': '1', 'superficie': '49\n m²', 'salle de bain': '1', 'étage': 'T'}"
57,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58371/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 959,507",Appartement,"{'chambres/pièces': '2', 'superficie': '92\n m²', 'salles de bain': '2', 'étage': '1'}"
58,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58345/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 965,368",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'salles de bain': '2', 'étage': '1'}"
59,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58339/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 994,863",Appartement,"{'chambres/pièces': '2', 'superficie': '91\n m²', 'salles de bain': '2', 'étage': '1'}"
60,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58299/,BATINVEST,"Appartement 1 chambre 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,004,543",Appartement,"{'chambre/pièce': '1', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': 'T'}"
61,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58307/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,093,856",Appartement,"{'chambres/pièces': '2', 'superficie': '92\n m²', 'salles de bain': '2', 'étage': 'T'}"
62,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58353/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,098,239",Appartement,"{'chambres/pièces': '2', 'superficie': '96\n m²', 'salles de bain': '2', 'étage': '1'}"
63,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58325/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,174,374",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salle de bain': '1', 'étage': 'T'}"
64,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/116281/,BATINVEST,"Maison individuelle 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,533,929",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '132\n m²', 'salles de bain': '2'}"
65,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58405/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,533,929",Appartement,"{'chambres/pièces': '3', 'superficie': '132\n m²', 'salles de bain': '2', 'étage': '3'}"
66,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58377/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,582,103",Appartement,"{'chambres/pièces': '3', 'superficie': '145\n m²', 'salles de bain': '3', 'étage': '1'}"
67,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58363/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,586,399",Appartement,"{'chambres/pièces': '3', 'superficie': '145\n m²', 'salles de bain': '3', 'étage': '1'}"
68,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/116283/,BATINVEST,"Maison individuelle 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,619,631",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '141\n m²', 'salles de bain': '3'}"
69,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58387/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen","€ 1,619,631",Appartement,"{'chambres/pièces': '3', 'superficie': '141\n m²', 'salles de bain': '3', 'étage': '3'}"
70,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58337/,BATINVEST,"Maison individuelle 172 m², neuve, Godbrange, Junglinster","€ 1,335,772",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '172\n m²', 'salles de bain': '2'}"
71,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58309/,BATINVEST,"Maison individuelle 178 m², neuve, Godbrange, Junglinster","€ 1,355,521",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '178\n m²', 'salles de bain': '2'}"
72,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58321/,BATINVEST,"Maison individuelle 200 m², neuve, Godbrange, Junglinster","€ 1,362,373",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'salles de bain': '2'}"
73,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58347/,BATINVEST,"Maison individuelle 194 m², neuve, Godbrange, Junglinster","€ 1,516,774",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '194\n m²', 'salles de bain': '2'}"
74,Penthouses et Appartements dans programme neuf à Kehlen,"€ 1,275,003 - € 1,577,284",Kehlen,https://www.immotop.lu/annonces/222903/81541/,real immo,"Appartement 3 chambres neuf, rez-de-chaussée, Kehlen, Kehlen","€ 1,275,003",Appartement,"{'chambres/pièces': '3', 'superficie': '122\n m²', 'salle de bain': '1', 'étage': 'T'}"
75,Penthouses et Appartements dans programme neuf à Kehlen,"€ 1,275,003 - € 1,577,284",Kehlen,https://www.immotop.lu/annonces/222903/81539/,real immo,"Appartement 3 chambres neuf, rez-de-chaussée, Kehlen, Kehlen","€ 1,275,003",Appartement,"{'chambres/pièces': '3', 'superficie': '122\n m²', 'salle de bain': '1', 'étage': 'T'}"
76,Penthouses et Appartements dans programme neuf à Kehlen,"€ 1,275,003 - € 1,577,284",Kehlen,https://www.immotop.lu/annonces/222903/81545/,real immo,"Penthouse neuf, 150 m², Kehlen, Kehlen","€ 1,577,284",Penthouse,"{'chambres/pièces': '4', 'superficie': '150\n m²', 'salle de bain': '1', 'étage': '2'}"
77,Penthouses et Appartements dans programme neuf à Kehlen,"€ 1,275,003 - € 1,577,284",Kehlen,https://www.immotop.lu/annonces/222903/81543/,real immo,"Penthouse neuf, 150 m², Kehlen, Kehlen","€ 1,577,284",Penthouse,"{'chambres/pièces': '4', 'superficie': '150\n m²', 'salle de bain': '1', 'étage': '2'}"
78,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/148639/59381/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal","€ 719,332",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': '1'}"
79,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/148639/59395/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal","€ 725,340",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'étage': '1'}"
80,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/148639/59329/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal","€ 725,694",Appartement,"{'chambre/pièce': '1', 'superficie': '62\n m²', 'étage': '1'}"
