,property,prop_type,price,location,proj_link,link,agency,Availability,Livable surface,Lift,Number of bedrooms,Renovation year,Living room,Fitted kitchen,Separate kitchen,Shower rooms,Terrace,Garden,Closed parking space,Basement,Laundry,Energy class,Thermal insulation class,Property's floor,Shower room,Restroom,Bathroom,Balcony,Gas heating,Solar panels,Open kitchen,Bathooms,Open parking space,Land,Pump heating,Year of construction,Number of rooms,Acces for mobility-impared people,Monthly charges,Pets accepted,Renovated,Fireplace,Fuel heating,Attic,Parquet,Wine cellar,Swimming pool,Convertible attic,Converted attic,Sauna,Geothermal heating,Electric heating,Social housing,Total floors,Indoor parking space(s),Rent,Security deposit,Furnished,Type of mandate,Life annuity sale,Assisted living facilities,status
920,Duplex 4 bedrooms in Sandweiler,Duplex,1460000 ,Sandweiler,https://www.athome.lu/en/buy/apartment/sandweiler/id-7708429.html,https://www.athome.lu/en/buy/apartment/sandweiler/id-7708429.html,UNIKK Sarl,Sur plan,152.0,Yes,4,2017,Yes,,,,,,1,Yes,Yes,A,A,2,,2,,Yes,Yes,Yes,Yes,2,1,,,Sur plan,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
921,House 4 bedrooms in Saeul,House,1299000 ,Saeul,https://www.athome.lu/en/buy/house/saeul/id-7717182.html,https://www.athome.lu/en/buy/house/saeul/id-7717182.html,MT Real Estate Invest Sarl,To be agreed,220.0,,4,2018,Yes,Yes,,,27 m²,Yes,1,Yes,Yes,A,B,,,,,,,,Yes,2,2,6.5 ares,,Sur plan,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
922,Flat in Bertrange,Flat,550000 ,Bertrange,https://www.athome.lu/en/buy/apartment/bertrange/id-5590790.html,https://www.athome.lu/en/buy/apartment/bertrange/id-5590790.html,Lloyd S.A.,immédiate,45.0,Yes,,2018,Yes,,,,,,1,Yes,Yes,NC,NC,,1,,,,Yes,,,,,,,,,Yes,120 €,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
923,Apartment 2 bedrooms in Luxembourg-Centre ville,Apartment,1600000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/luxembourg/id-7574986.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7574986.html,Lloyd S.A.,,108.0,Yes,2,2017,Yes,Yes,Yes,,,,,,,NC,NC,,1,1,,,Yes,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
924,Apartment 2 bedrooms in Luxembourg-Limpertsberg,Apartment,950000 ,Luxembourg-Limpertsberg,https://www.athome.lu/en/buy/apartment/luxembourg/id-6151694.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-6151694.html,Lloyd S.A.,à convenir,63.0,Yes,2,2018,Yes,,,,,,,Yes,Yes,A,B,,1,1,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
925,Penthouse 4 bedrooms in Sandweiler,Penthouse,1460000 ,Sandweiler,https://www.athome.lu/en/buy/apartment/sandweiler/id-7239504.html,https://www.athome.lu/en/buy/apartment/sandweiler/id-7239504.html,Lloyd S.A.,à convenir,152.0,Yes,4,2018,Yes,Yes,Yes,,,,1,,Yes,A,NC,,,1,,Yes,Yes,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
926,House 3 bedrooms in Bascharage,House,1099000 ,Bascharage,https://www.athome.lu/en/buy/house/bascharage/id-7676519.html,https://www.athome.lu/en/buy/house/bascharage/id-7676519.html,Lovin'home,à convenir,140.0,,3,2017,,,,,16 m²,160 m²,1,,Yes,A,H,,,,1,,Yes,,,,2,2.94 ares,,1960,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
927,House 4 bedrooms in Mondercange,House,1875000 ,Mondercange,https://www.athome.lu/en/buy/house/mondercange/id-7611768.html,https://www.athome.lu/en/buy/house/mondercange/id-7611768.html,Lovin'home,,350.0,,4,2018,,,,,31.5 m²,Yes,2,Yes,Yes,A,B,,,,,20.93 m²,,,,4,2,5.8 ares,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
928,Detached house 5 bedrooms in Mondorf-Les-Bains,Detached,1495000 ,Mondorf-Les-Bains,https://www.athome.lu/en/buy/house/mondorf-les-bains/id-7716765.html,https://www.athome.lu/en/buy/house/mondorf-les-bains/id-7716765.html,IMMOHUB SARL,Fin décembre 2022,210.6,,5,2018,38.6 m²,Yes,Yes,2,48 m²,Yes,2,Yes,Yes,NC,NC,,,1,,Yes,,,,,2,11.25 ares,,1968,17,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,newly_added_200
929,Duplex 2 bedrooms in Luxembourg-Belair,Duplex,1663816 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-6877138.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-6877138.html,CDCL Promotions Sàrl,,97.52,,2,2017,,,,,,,,,,A,A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
930,Apartment 2 bedrooms in Bereldange,Apartment,865000 ,Bereldange,https://www.athome.lu/en/buy/apartment/bereldange/id-7716488.html,https://www.athome.lu/en/buy/apartment/bereldange/id-7716488.html,ALPINA IMMOBILIERE sàrl,Immediate,90.45,Yes,2,2018,25 m²,Yes,Yes,,,,1,,Yes,E,E,3,,1,1,Yes,Yes,,,,1,,,2003,,,300 €,Yes,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
931,Terraced 3 bedrooms in Sanem,Terraced,1390000 ,Sanem,https://www.athome.lu/en/buy/house/sanem/id-7715912.html,https://www.athome.lu/en/buy/house/sanem/id-7715912.html,IMMOHUB SARL,To be agreed,180.0,,3,2018,42 m²,Yes,,,28 m²,100 m²,1,Yes,Yes,A,B,,1,1,1,,,,Yes,,2,2.71 ares,Yes,2020,13,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
932,House 4 bedrooms in Hobscheid,House,925000 ,Hobscheid,https://www.athome.lu/en/buy/house/hobscheid/id-7715827.html,https://www.athome.lu/en/buy/house/hobscheid/id-7715827.html,ViaSun S.A,À convenir,170.0,,4,2017,26 m²,Yes,,,Yes,Yes,,,,NC,NC,,1,,,,,,,,,4.27 ares,,,4,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,newly_added_200
933,Detached house 5 bedrooms in Soleuvre,Detached,1300000 ,Soleuvre,https://www.athome.lu/en/buy/house/soleuvre/id-7534252.html,https://www.athome.lu/en/buy/house/soleuvre/id-7534252.html,WEBER ROMAIN AGENCE IMMOBILIERE,Immediate,185.0,,5,2018,42 m²,Yes,Yes,,Yes,Yes,2,Yes,Yes,I,I,,,,,Yes,,,,2,1,10.3 ares,,1965,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,newly_added_200
934,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,495000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7474956.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7474956.html,WEBER ROMAIN AGENCE IMMOBILIERE,Immediate,75.0,Yes,2,2018,Yes,Yes,Yes,,,,,Yes,,F,G,3,,,1,,Yes,,,,,,,1971,,,260 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
935,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,720000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7713059.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7713059.html,Supereal S.A.,Immediate,118.0,,2,2017,,,,,Yes,Yes,1,Yes,,H,I,0,,1,1,,Yes,,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
936,Apartment 2 bedrooms in Luxembourg-Cents,Apartment,899000 ,Luxembourg-Cents,https://www.athome.lu/en/buy/apartment/luxembourg/id-7712416.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7712416.html,HARTMANN IMMO GROUP,To be agreed,84.25,Yes,2,2018,Yes,Yes,Yes,,Yes,,2,Yes,Yes,NC,NC,1,,Yes,1,6.5 m²,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
937,Detached house 2 bedrooms in Niederkorn,Detached,620000 ,Niederkorn,https://www.athome.lu/en/buy/house/niederkorn/id-7711168.html,https://www.athome.lu/en/buy/house/niederkorn/id-7711168.html,RS IMMO,,100.0,,2,2018,Yes,Yes,,,,,,,,NC,NC,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
938,Apartment 2 bedrooms in Luxembourg-Belair,Apartment,975000 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-7708332.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7708332.html,active relocation luxembourg,To be agreed,82.0,Yes,2,2017,Yes,Yes,,,,,,Yes,Yes,G,G,1,,1,1,Yes,Yes,,Yes,,,,,,,,350 €,Yes,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
939,Apartment 1 bedroom in Esch-sur-Alzette,Apartment,430000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7707529.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7707529.html,PEZZOTTA Immobilien,,53.0,Yes,1,2018,Yes,Yes,Yes,,,,,Yes,,F,E,,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
940,House 4 bedrooms in Luxembourg-Centre ville,House,3200000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/house/luxembourg/id-7707377.html,https://www.athome.lu/en/buy/house/luxembourg/id-7707377.html,Immobilière Glesener S.à.r.l,,197.0,,4,2017,,,,,26 m²,197 m²,1,,,B,NC,,1,,,,,,,2,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
941,House 5 bedrooms in Luxembourg-Centre ville,House,3071500 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/house/luxembourg/id-7707264.html,https://www.athome.lu/en/buy/house/luxembourg/id-7707264.html,Immobilière Glesener S.à.r.l,,220.0,,5,2017,,,,2,Yes,Yes,1,,,B,NC,,,,1,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
942,House 4 bedrooms in Eischen,House,999000 ,Eischen,https://www.athome.lu/en/buy/house/eischen/id-7707195.html,https://www.athome.lu/en/buy/house/eischen/id-7707195.html,RS IMMO,Immediate,215.0,,4,2018,Yes,Yes,Yes,,Yes,Yes,1,Yes,Yes,NC,NC,,1,,1,,Yes,,,,4,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
943,House 3 bedrooms in Lorentzweiler,House,1595000 ,Lorentzweiler,https://www.athome.lu/en/buy/house/lorentzweiler/id-7705542.html,https://www.athome.lu/en/buy/house/lorentzweiler/id-7705542.html,The Real Est8 SA,To be agreed,165.0,,3,2018,35 m²,,,,Yes,Yes,2,Yes,Yes,A,B,,,Yes,,,Yes,,Yes,2,,2.3 ares,,Sur plan,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
944,Duplex 2 bedrooms in Mersch,Duplex,922128 ,Mersch,https://www.athome.lu/en/buy/apartment/mersch/id-7705514.html,https://www.athome.lu/en/buy/apartment/mersch/id-7705514.html,Immobilière Glesener S.à.r.l,autre,113.23,Yes,2,2018,Yes,Yes,Yes,,Yes,,,,,A,NC,1,,1,1,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
945,Semi-detached house 4 bedrooms in Wecker,Semi-detached,1475000 ,Wecker,https://www.athome.lu/en/buy/house/wecker/id-7705379.html,https://www.athome.lu/en/buy/house/wecker/id-7705379.html,AGENCE REINERT CARLO,01.01.2023,240.0,,4,2017,40 m²,Yes,,,25 m²,Yes,2,Yes,Yes,B,B,3,1,1,1,,Yes,,Yes,,4,5.5 ares,,2022,8,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,newly_added_200
946,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,599000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7684352.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7684352.html,Immohouse,,131.0,,2,2017,Yes,Yes,,,,,1,Yes,Yes,NC,NC,,1,,,,Yes,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
947,House 3 bedrooms in Luxembourg-Cessange,House,1250000 ,Luxembourg-Cessange,https://www.athome.lu/en/buy/house/luxembourg/id-7693076.html,https://www.athome.lu/en/buy/house/luxembourg/id-7693076.html,Immohouse,,110.0,,3,2018,Yes,,,,Yes,Yes,1,Yes,Yes,NC,NC,,1,,1,,Yes,,Yes,,3,1.97 ares,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
948,Apartment 2 bedrooms in Luxembourg-Cessange,Apartment,1383299 ,Luxembourg-Cessange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7370322.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7370322.html,Boutique Immobilière,,96.91,Yes,2,2018,,,,,24.61 m²,Yes,,,Yes,NC,NC,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
949,Apartment 1 bedroom in Luxembourg-Cessange,Apartment,617609 ,Luxembourg-Cessange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7370324.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7370324.html,Boutique Immobilière,,41.16,Yes,1,2017,,,,,14.05 m²,Yes,,,Yes,NC,NC,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
950,Apartment 1 bedroom in Luxembourg-Cessange,Apartment,992926 ,Luxembourg-Cessange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7370372.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7370372.html,Boutique Immobilière,,68.26,Yes,1,2018,,,,,13.73 m²,Yes,,,Yes,NC,NC,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
951,Detached house 4 bedrooms in Garnich,Detached,2031819 ,Garnich,https://www.athome.lu/en/buy/house/garnich/id-7676393.html,https://www.athome.lu/en/buy/house/garnich/id-7676393.html,Luxhaus MPL S.àr.l.,,335.0,,4,2018,,,,,,Yes,1,Yes,,A,A,,,,,,,,Yes,3,1,5.01 ares,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
952,Apartment 2 bedrooms in Aspelt,Apartment,790000 ,Aspelt,https://www.athome.lu/en/buy/apartment/aspelt/id-7651028.html,https://www.athome.lu/en/buy/apartment/aspelt/id-7651028.html,"ARIANE SERVICES, Votre guide immobilier",Immediate,105.5,Yes,2,2018,30 m²,Yes,Yes,,35 m²,,1,Yes,Yes,E,E,,,2,1,,,,,,1,,,2004,,,300 €,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
953,Semi-detached house 6 bedrooms in Mamer,Semi-detached,1179000 ,Mamer,https://www.athome.lu/en/buy/house/mamer/id-7602147.html,https://www.athome.lu/en/buy/house/mamer/id-7602147.html,"ARIANE SERVICES, Votre guide immobilier",To be agreed,173.0,,6,2018,30 m²,Yes,Yes,,40 m²,95 m²,1,,Yes,G,H,,,,,,Yes,,,3,,2.62 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
954,Apartment 2 bedrooms in Luxembourg-Bonnevoie,Apartment,960000 ,Luxembourg-Bonnevoie,https://www.athome.lu/en/buy/apartment/luxembourg/id-7677302.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7677302.html,NEWHOUSE ,01/2023,82.0,Yes,2,2018,Yes,Yes,,,Yes,Yes,,Yes,Yes,B,B,0,1,1,,Yes,Yes,,Yes,,1,,,2017,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
955,Apartment 3 bedrooms in Bridel,Apartment,1747105 ,Bridel,https://www.athome.lu/en/buy/apartment/bridel/id-7475560.html,https://www.athome.lu/en/buy/apartment/bridel/id-7475560.html,NEWHOUSE ,2024,156.0,Yes,3,2017,Yes,,,2,28 m²,Yes,2,Yes,Yes,A,B,,,1,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
956,Apartment 3 bedrooms in Bridel,Apartment,1639810 ,Bridel,https://www.athome.lu/en/buy/apartment/bridel/id-7475585.html,https://www.athome.lu/en/buy/apartment/bridel/id-7475585.html,NEWHOUSE ,2024,147.0,Yes,3,2017,Yes,,,3,,,2,Yes,Yes,A,B,,,1,,49 m²,,,Yes,,,,,Fin construction  12 mois,,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
957,House 3 bedrooms in Niederkorn,House,734000 ,Niederkorn,https://www.athome.lu/en/buy/house/niederkorn/id-7697949.html,https://www.athome.lu/en/buy/house/niederkorn/id-7697949.html,RS IMMO,Immediate,160.0,,3,2018,Yes,,Yes,,Yes,Yes,,Yes,Yes,NC,NC,,1,,1,,,,,,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
958,Villa 4 bedrooms in Bridel,Villa,4500000 ,Bridel,https://www.athome.lu/en/buy/house/bridel/id-7635231.html,https://www.athome.lu/en/buy/house/bridel/id-7635231.html,Immo-Fast ,Immediate,435.0,,4,2018,55 m²,Yes,Yes,,Yes,Yes,2,Yes,Yes,NC,NC,,1,1,1,Yes,,,,,,34.33 ares,,1980,,,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,newly_added_200
959,Apartment 2 bedrooms in Belval,Apartment,721000 ,Belval,https://www.athome.lu/en/buy/apartment/belval/id-7424831.html,https://www.athome.lu/en/buy/apartment/belval/id-7424831.html,Capitis SARL,autre,76.0,Yes,2,2018,Yes,Yes,Yes,,9.3 m²,,1,Yes,Yes,A,A,3,,1,1,,Yes,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
960,Apartment 2 bedrooms in Luxembourg-Belair,Apartment,1564942 ,Luxembourg-Belair,https://www.athome.lu/en/buy/apartment/luxembourg/id-7404512.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7404512.html,Capitis SARL,,97.36,Yes,2,2018,Yes,Yes,Yes,,13 m²,,1,Yes,Yes,A,A,,,1,,,Yes,,,2,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
961,Duplex 2 bedrooms in Garnich,Duplex,950090 ,Garnich,https://www.athome.lu/en/buy/apartment/garnich/id-7668067.html,https://www.athome.lu/en/buy/apartment/garnich/id-7668067.html,Capitis SARL,autre,87.84,Yes,2,2018,Yes,Yes,Yes,,8.03 m²,,2,Yes,,A,NC,1,,,1,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
962,Duplex 2 bedrooms in Garnich,Duplex,956650 ,Garnich,https://www.athome.lu/en/buy/apartment/garnich/id-7668069.html,https://www.athome.lu/en/buy/apartment/garnich/id-7668069.html,Capitis SARL,autre,96.95,Yes,2,2018,Yes,Yes,Yes,,11.47 m²,,2,Yes,,A,NC,1,,,1,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
963,Detached house 4 bedrooms in Oberkorn,Detached,1395000 ,Oberkorn,https://www.athome.lu/en/buy/house/oberkorn/id-7695871.html,https://www.athome.lu/en/buy/house/oberkorn/id-7695871.html,IMMOHUB SARL,15 juillet 2023,150.0,,4,2017,31 m²,Yes,,2,10 m²,Yes,2,Yes,Yes,B,B,,,2,1,9 m²,,,Yes,,2,4.23 ares,Yes,2014,12,,,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
964,Apartment 2 bedrooms in Dudelange,Apartment,735000 ,Dudelange,https://www.athome.lu/en/buy/apartment/dudelange/id-7693135.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7693135.html,PEZZOTTA Immobilien,,108.99,Yes,2,2018,Yes,Yes,Yes,,,,,,,D,D,,1,1,1,Yes,Yes,,,,2,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
965,Apartment 2 bedrooms in Luxembourg-Centre ville,Apartment,1160000 ,Luxembourg-Centre ville,https://www.athome.lu/en/buy/apartment/luxembourg/id-7693080.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7693080.html,Citadel Immobilier,Immediate,106.0,Yes,2,2018,,Yes,,,17 m²,,1,Yes,Yes,F,F,2,1,1,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,newly_added_200
966,Duplex 3 bedrooms in Capellen,Duplex,1350000 ,Capellen,https://www.athome.lu/en/buy/apartment/capellen/id-7680482.html,https://www.athome.lu/en/buy/apartment/capellen/id-7680482.html,PEZZOTTA Immobilien,,156.0,Yes,3,2018,Yes,Yes,Yes,,18.27 m²,,1,Yes,,G,NC,2,1,1,1,,Yes,,,,1,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
967,Detached house 3 bedrooms in Dudelange,Detached,1247000 ,Dudelange,https://www.athome.lu/en/buy/house/dudelange/id-7593676.html,https://www.athome.lu/en/buy/house/dudelange/id-7593676.html,PEZZOTTA Immobilien,,270.0,,3,2018,Yes,Yes,Yes,,Yes,Yes,2,Yes,Yes,NC,NC,,1,1,1,Yes,Yes,,,,4,10.46 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
968,Semi-detached house 4 bedrooms in Mamer,Semi-detached,1989000 ,Mamer,https://www.athome.lu/en/buy/house/mamer/id-7674732.html,https://www.athome.lu/en/buy/house/mamer/id-7674732.html,Farei Services,Délai de livraison Mai 2024,200.0,,4,2018,,,,,,,2,,,A,A,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
969,Apartment 2 bedrooms in Lamadelaine,Apartment,574000 ,Lamadelaine,https://www.athome.lu/en/buy/apartment/lamadelaine/id-7690528.html,https://www.athome.lu/en/buy/apartment/lamadelaine/id-7690528.html,Farei Services,To be agreed,75.0,,2,2017,,,,,,,,Yes,,A,B,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
970,Apartment 2 bedrooms in Lamadelaine,Apartment,659000 ,Lamadelaine,https://www.athome.lu/en/buy/apartment/lamadelaine/id-7690521.html,https://www.athome.lu/en/buy/apartment/lamadelaine/id-7690521.html,Farei Services,Immediate,75.0,,2,2017,,,,,30 m²,,1,,,A,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
971,Apartment 2 bedrooms in Differdange,Apartment,690000 ,Differdange,https://www.athome.lu/en/buy/apartment/differdange/id-7687700.html,https://www.athome.lu/en/buy/apartment/differdange/id-7687700.html,CL IMMOBILIERE,,82.0,Yes,2,2018,,,,,,,1,,,F,F,1,1,,,Yes,,,,,,,,,5,,184 €,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
972,Apartment 2 bedrooms in Luxembourg-Cents,Apartment,750000 ,Luxembourg-Cents,https://www.athome.lu/en/buy/apartment/luxembourg/id-7686952.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7686952.html,Eagle Estates,Immediate,85.03,Yes,2,2018,Yes,Yes,,,,,1,Yes,Yes,D,C,1,,1,1,Yes,Yes,,Yes,,,,,2010,,,250 €,Yes,,,,,,,,,,,,,,,,,,,,,,newly_added_200
973,House 3 bedrooms in Esch-sur-Alzette,House,929000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/house/esch-sur-alzette/id-7686616.html,https://www.athome.lu/en/buy/house/esch-sur-alzette/id-7686616.html,CL IMMOBILIERE,à convenir,185.0,,3,2018,,,,,Yes,Yes,1,,Yes,E,E,2,,,,,Yes,,,2,,1.14 ares,,1951,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
974,Apartment 2 bedrooms in Luxembourg-Merl,Apartment,935000 ,Luxembourg-Merl,https://www.athome.lu/en/buy/apartment/luxembourg/id-7684601.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7684601.html,ViaSun S.A,À convenir,86.0,,2,2017,29 m²,Yes,,,,,1,,Yes,I,I,2,,,1,3.2 m²,,,,,Yes,,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,newly_added_200
975,Duplex 2 bedrooms in Differdange,Duplex,785000 ,Differdange,https://www.athome.lu/en/buy/apartment/differdange/id-7680521.html,https://www.athome.lu/en/buy/apartment/differdange/id-7680521.html,PROGIMMO,immédiate,100.0,Yes,2,2018,Yes,,,,,,1,Yes,Yes,NC,NC,0,,1,1,5 m²,Yes,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
976,House 3 bedrooms in Niederkorn,House,1249000 ,Niederkorn,https://www.athome.lu/en/buy/house/niederkorn/id-7655131.html,https://www.athome.lu/en/buy/house/niederkorn/id-7655131.html,PROGIMMO,immédiate,182.0,,3,2017,Yes,,,,Yes,Yes,2,Yes,Yes,B,NC,0,,1,1,,Yes,,,,1,2.49 ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
977,Penthouse 3 bedrooms in Luxembourg-Cessange,Penthouse,1290000 ,Luxembourg-Cessange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7681715.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7681715.html,ISABELLA COLTAN REAL ESTATE,Libre,105.67,Yes,3,2018,Yes,Yes,,,Yes,,1,Yes,Yes,B,B,3,,,,,Yes,,,2,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
978,Terraced 5 bedrooms in Esch-sur-Alzette,Terraced,949000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/house/esch-sur-alzette/id-7679412.html,https://www.athome.lu/en/buy/house/esch-sur-alzette/id-7679412.html,CL IMMOBILIERE,à convenir,260.0,,5,2018,,Yes,Yes,,18 m²,2 m²,1,Yes,Yes,F,F,,,,,,Yes,,,2,,2.29 ares,,1950,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,newly_added_200
979,Apartment 3 bedrooms in Luxembourg-Dommeldange,Apartment,3300000 ,Luxembourg-Dommeldange,https://www.athome.lu/en/buy/apartment/luxembourg/id-7673280.html,https://www.athome.lu/en/buy/apartment/luxembourg/id-7673280.html,Supereal S.A.,Immediately,202.0,Yes,3,2018,,,,,Yes,,,Yes,,NC,NC,1,,1,,,Yes,,,2,3,,,2018,,,,,,Yes,,,,,,,,,,,,,,,,,,,,newly_added_200
980,Apartment 2 bedrooms in Esch-sur-Alzette,Apartment,650000 ,Esch-sur-Alzette,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7671263.html,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7671263.html,IMMOHUB SARL,Août 2023,85.0,Yes,2,2018,26 m²,Yes,Yes,,,,1,Yes,Yes,F,F,3,1,1,,4.5 m²,Yes,,,,,,,1997,6,,250 €,,,,,,Yes,,,,,,,,,,,,,,,,,newly_added_200
981,Apartment 2 bedrooms in Dudelange,Apartment,595000 ,Dudelange,https://www.athome.lu/en/buy/apartment/dudelange/id-7669839.html,https://www.athome.lu/en/buy/apartment/dudelange/id-7669839.html,CL IMMOBILIERE,à convenir,76.0,,2,2017,,,,,Yes,Yes,1,,,I,NC,1,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,newly_added_200
