,proj_link,location,collect_status
0,https://www.athome.lu/en/buy/new-property/apartment-block/bellevue-kopstal/id-7801270.html,Kopstal,already_collected
1,https://www.athome.lu/en/buy/new-property/apartment-block/hertz-luxembourg/id-7309669.html,Luxembourg-Gasperich,already_collected
2,https://www.athome.lu/en/buy/new-property/apartment-block/faraday-luxembourg/id-7193523.html,Luxembourg-Gasperich,already_collected
3,https://www.athome.lu/en/buy/new-property/apartment-block/d-alembert-luxembourg/id-7309668.html,Luxembourg-Gasperich,already_collected
4,https://www.athome.lu/en/buy/new-property/apartment-block/domaine-des-vignes-phase-iv-mertert/id-7698518.html,Mertert,already_collected
5,https://www.athome.lu/en/buy/new-property/housing-project/lotissement-faubourg-kuer-petange/id-7678386.html,Pétange,already_collected
6,https://www.athome.lu/en/buy/new-property/apartment-block/sagitta-bertrange/id-7386666.html,Bertrange,already_collected
7,https://www.athome.lu/en/buy/new-property/apartment-block/pourpelt-lot-60-bertrange/id-7342325.html,Bertrange,already_collected
8,https://www.athome.lu/en/buy/new-property/apartment-block/omega-v-luxembourg/id-7782877.html,Luxembourg-Centre ville,already_collected
9,https://www.athome.lu/en/buy/new-property/apartment-block/hendrix-luxembourg/id-7302424.html,Luxembourg-Merl,already_collected
10,https://www.athome.lu/en/buy/new-property/apartment-block/genevo-house-luxembourg/id-7798261.html,Luxembourg-Merl,already_collected
11,https://www.athome.lu/en/buy/new-property/apartment-block/kroun-mamer/id-7678439.html,Mamer,already_collected
12,https://www.athome.lu/en/buy/new-property/apartment-block/giulia-luxembourg/id-7144137.html,Luxembourg-Merl,already_collected
13,https://www.athome.lu/en/buy/new-property/apartment-block/renaissance-luxembourg/id-6869435.html,Luxembourg-Belair,already_collected
14,https://www.athome.lu/en/buy/new-property/apartment-block/residence-adamseck-bissen/id-7641058.html,Bissen,already_collected
15,https://www.athome.lu/en/buy/new-property/apartment-block/piko-steinsel/id-7673673.html,Steinsel,already_collected
16,https://www.athome.lu/en/buy/new-property/apartment-block/luxembourg/id-7685427.html,Luxembourg-Weimerskirch,already_collected
17,https://www.athome.lu/en/buy/new-property/apartment-block/cailin-charleen-junglinster/id-7489220.html,Junglinster,already_collected
18,https://www.athome.lu/en/buy/new-property/apartment-block/brooklyn-luxembourg/id-7533830.html,Luxembourg-Bonnevoie,already_collected
19,https://www.athome.lu/en/buy/new-property/housing-project/erpeldange-sur-in-der-mittelsten-gewann-erpeldange/id-7677180.html,Erpeldange,already_collected
20,https://www.athome.lu/en/buy/new-property/apartment-block/residences-1954-kayl/id-7652215.html,Kayl,already_collected
21,https://www.athome.lu/en/buy/new-property/apartment-block/luxembourg/id-7685610.html,Luxembourg-Hollerich,already_collected
22,https://www.athome.lu/en/buy/apartment/oberkorn/id-7810961.html,Oberkorn,already_collected
23,https://www.athome.lu/en/buy/house/frisange/id-7810952.html,Frisange,already_collected
24,https://www.athome.lu/en/buy/apartment/steinfort/id-7804427.html,Steinfort,already_collected
25,https://www.athome.lu/en/buy/house/herborn/id-7801438.html,Herborn,already_collected
26,https://www.athome.lu/en/buy/apartment/luxembourg/id-7505359.html,Luxembourg-Gare,already_collected
27,https://www.athome.lu/en/buy/house/bridel/id-7661722.html,Bridel,already_collected
28,https://www.athome.lu/en/buy/apartment/luxembourg/id-7793066.html,Luxembourg-Belair,already_collected
29,https://www.athome.lu/en/buy/apartment/luxembourg/id-7716803.html,Luxembourg-Cents,already_collected
30,https://www.athome.lu/en/buy/apartment/bertrange/id-7798285.html,Bertrange,already_collected
31,https://www.athome.lu/en/buy/apartment/strassen/id-7803153.html,Strassen,already_collected
32,https://www.athome.lu/en/buy/house/crauthem/id-7798287.html,Crauthem,already_collected
33,https://www.athome.lu/en/buy/apartment/sandweiler/id-7803163.html,Sandweiler,already_collected
34,https://www.athome.lu/en/buy/apartment/bettembourg/id-7809238.html,Bettembourg,already_collected
35,https://www.athome.lu/en/buy/apartment/leudelange/id-7807051.html,Leudelange,already_collected
36,https://www.athome.lu/en/buy/house/niederfeulen/id-7808145.html,Niederfeulen,already_collected
37,https://www.athome.lu/en/buy/apartment/mondorf-les-bains/id-7797907.html,Mondorf-Les-Bains,already_collected
38,https://www.athome.lu/en/buy/apartment/hagen/id-7702775.html,Hagen,already_collected
39,https://www.athome.lu/en/buy/apartment/moutfort/id-7809594.html,Moutfort,already_collected
40,https://www.athome.lu/en/buy/house/oberkorn/id-7799831.html,Oberkorn,already_collected
41,https://www.athome.lu/en/buy/house/kobenbour/id-7246610.html,Kobenbour,already_collected
42,https://www.athome.lu/en/buy/house/belvaux/id-7798812.html,Belvaux,already_collected
43,https://www.athome.lu/en/buy/house/lamadelaine/id-7780855.html,Lamadelaine,already_collected
44,https://www.athome.lu/en/buy/apartment/belval/id-7808428.html,Belval,already_collected
45,https://www.athome.lu/en/buy/apartment/luxembourg/id-7803752.html,Luxembourg-Bonnevoie,already_collected
46,https://www.athome.lu/en/buy/apartment/luxembourg/id-7803230.html,Luxembourg-Gasperich,already_collected
47,https://www.athome.lu/en/buy/house/walferdange/id-7565983.html,Walferdange,already_collected
48,https://www.athome.lu/en/buy/apartment/luxembourg/id-7800283.html,Luxembourg-Rollingergrund,already_collected
49,https://www.athome.lu/en/buy/house/belvaux/id-7795865.html,Belvaux,already_collected
50,https://www.athome.lu/en/buy/house/luxembourg/id-7736785.html,Luxembourg-Hollerich,already_collected
51,https://www.athome.lu/en/buy/apartment/luxembourg/id-7792054.html,Luxembourg-Gare,already_collected
52,https://www.athome.lu/en/buy/apartment/dudelange/id-7791784.html,Dudelange,already_collected
53,https://www.athome.lu/en/buy/apartment/mondercange/id-7612419.html,Mondercange,already_collected
54,https://www.athome.lu/en/buy/apartment/esch-sur-alzette/id-7653129.html,Esch-sur-Alzette,already_collected
55,https://www.athome.lu/en/buy/apartment/mamer/id-7741677.html,Mamer,already_collected
56,https://www.athome.lu/en/buy/apartment/rollingen/id-7685250.html,Rollingen,already_collected
57,https://www.athome.lu/en/buy/apartment/strassen/id-7691044.html,Strassen,already_collected
58,https://www.athome.lu/en/buy/house/munshausen/id-7698593.html,Munshausen,already_collected
59,https://www.athome.lu/en/buy/apartment/luxembourg/id-7755465.html,Luxembourg-Centre ville,already_collected
60,https://www.athome.lu/en/buy/house/mondercange/id-7743217.html,Mondercange,already_collected
61,https://www.athome.lu/en/buy/apartment/hesperange/id-7707193.html,Hesperange,already_collected
62,https://www.athome.lu/en/buy/house/mertzig/id-7699338.html,Mertzig,already_collected
63,https://www.athome.lu/en/buy/apartment/kehlen/id-7691213.html,Kehlen,already_collected
64,https://www.athome.lu/en/buy/apartment/mondercange/id-7691187.html,Mondercange,already_collected
65,https://www.athome.lu/en/buy/ground/bergem/id-7667549.html,Bergem,already_collected
66,https://www.athome.lu/en/buy/apartment/capellen/id-7579013.html,Capellen,already_collected
67,https://www.athome.lu/en/buy/apartment/berchem/id-7575725.html,Berchem,already_collected
68,https://www.athome.lu/en/buy/apartment/mamer/id-7434510.html,Mamer,already_collected
69,https://www.athome.lu/en/buy/apartment/remich/id-7616521.html,Remich,already_collected
70,https://www.athome.lu/en/buy/apartment/bertrange/id-7372608.html,Bertrange,already_collected
71,https://www.athome.lu/en/buy/apartment/luxembourg/id-7758709.html,Luxembourg-Limpertsberg,already_collected
72,https://www.athome.lu/en/buy/apartment/steinsel/id-7756886.html,Steinsel,already_collected
73,https://www.athome.lu/en/buy/house/schuttrange/id-7798494.html,Schuttrange,already_collected
74,https://www.athome.lu/en/buy/apartment/luxembourg/id-7814151.html,Luxembourg-Clausen,newly_added
75,https://www.athome.lu/en/buy/apartment/steinfort/id-7813825.html,Steinfort,newly_added
76,https://www.athome.lu/en/buy/house/niederanven/id-7671382.html,Niederanven,already_collected
77,https://www.athome.lu/en/buy/apartment/mamer/id-7758978.html,Mamer,already_collected
78,https://www.athome.lu/en/buy/apartment/rollingen/id-7770919.html,Rollingen,already_collected
79,https://www.athome.lu/en/buy/house/mertzig/id-7770876.html,Mertzig,already_collected
80,https://www.athome.lu/en/buy/apartment/schoenfels/id-7785774.html,Schoenfels,already_collected
81,https://www.athome.lu/en/buy/apartment/dudelange/id-7793754.html,Dudelange,already_collected
82,https://www.athome.lu/en/buy/apartment/dudelange/id-7490813.html,Dudelange,already_collected
83,https://www.athome.lu/en/buy/apartment/luxembourg/id-7490832.html,Luxembourg-Centre ville,already_collected
84,https://www.athome.lu/en/buy/apartment/luxembourg/id-7490819.html,Luxembourg-Centre ville,already_collected
85,https://www.athome.lu/en/buy/house/vichten/id-7812425.html,Vichten,already_collected
86,https://www.athome.lu/en/buy/house/luxembourg/id-7808200.html,Luxembourg-Centre ville,already_collected
87,https://www.athome.lu/en/buy/house/bridel/id-7192502.html,Bridel,already_collected
88,https://www.athome.lu/en/buy/apartment/canach/id-7448016.html,Canach,already_collected
89,https://www.athome.lu/en/buy/apartment/luxembourg/id-7661101.html,Luxembourg-Cessange,already_collected
90,https://www.athome.lu/en/buy/apartment/luxembourg/id-7795769.html,Luxembourg-Centre ville,already_collected
91,https://www.athome.lu/en/buy/apartment/luxembourg/id-7554808.html,Luxembourg-Gasperich,already_collected
92,https://www.athome.lu/en/buy/apartment/bertrange/id-7372320.html,Bertrange,already_collected
93,https://www.athome.lu/en/buy/apartment/luxembourg/id-7554617.html,Luxembourg-Gasperich,already_collected
94,https://www.athome.lu/en/buy/house/niederanven/id-7792075.html,Niederanven,already_collected
95,https://www.athome.lu/en/buy/apartment/schifflange/id-7800926.html,Schifflange,already_collected
96,https://www.athome.lu/en/buy/apartment/schuttrange/id-7806943.html,Schuttrange,already_collected
97,https://www.athome.lu/en/buy/house/beringen-mersch/id-7802678.html,Beringen (Mersch),already_collected
