,property,price_range,location,property_link,agency,unit,unit_price,unit_type,unit_info
195,"Appartement 1 chambre rez-de-chaussée, Walferdange, Walferdange","€ 1,775/mois",Walferdange,https://www.immotop.lu/annonces/490261/,MKM Consult,"Appartement 1 chambre rez-de-chaussée, Walferdange, Walferdange","€ 1,775/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '87\n m²', 'salle de bain': '1', 'étage': 'T'}"
196,"Appartement 3 chambres premier étage, Dommeldange, Luxembourg","€ 2,650/mois",Luxembourg,https://www.immotop.lu/annonces/455441/,Immocity Luxembourg sàrl,"Appartement 3 chambres premier étage, Dommeldange, Luxembourg","€ 2,650/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '112\n m²', 'salles de bain': '2', 'étage': '1'}"
197,"Maison individuelle 190 m², Oberanven, Rameldange, Hostert, Niederanven","€ 2,800/mois",Niederanven,https://www.immotop.lu/annonces/439659/,Immocity Luxembourg sàrl,"Maison individuelle 190 m², Oberanven, Rameldange, Hostert, Niederanven","€ 2,800/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '190\n m²', 'salles de bain': '3'}"
198,"Loft rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 1,550/mois",Luxembourg,https://www.immotop.lu/annonces/497749/,MKM Consult,"Loft rez-de-chaussée, Bonnevoie-Verlorenkost, Luxembourg","€ 1,550/mois",Loft,"{'superficie': '45\n m²', 'étage': 'T'}"
199,"Appartement 2 chambres troisième étage, Dudelange, Dudelange","€ 2,250/mois",Dudelange,https://www.immotop.lu/annonces/515525/,IMMO SP,"Appartement 2 chambres troisième étage, Dudelange, Dudelange","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '135\n m²', 'salle de bain': '1', 'étage': '3'}"
200,"Maison individuelle 164 m², Hollerich, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/515297/,Engel & Völkers Luxembourg,"Maison individuelle 164 m², Hollerich, Luxembourg","€ 2,800/mois",Maison individuelle,"{'chambres/pièces': '5+', 'superficie': '164\n m²', 'salles de bain': '2'}"
201,"Appartement 3 chambres quatrième étage, Al-Esch, Esch-sur-Alzette","€ 1,750/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/515293/,EC Immo,"Appartement 3 chambres quatrième étage, Al-Esch, Esch-sur-Alzette","€ 1,750/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '87\n m²', 'salles de bain': '2', 'étage': '4'}"
202,"Maison individuelle 350 m², neuve, Bertrange, Bertrange","€ 6,500/mois",Bertrange,https://www.immotop.lu/annonces/514941/,Agence Immobilière LA CITE,"Maison individuelle 350 m², neuve, Bertrange, Bertrange","€ 6,500/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '350\n m²', 'salles de bain': '3'}"
203,"Appartement 1 chambre excellent état, rez-de-chaussée, Hollerich, Luxembourg","€ 1,600/mois",Luxembourg,https://www.immotop.lu/annonces/514929/,Agence Immobilière LA CITE,"Appartement 1 chambre excellent état, rez-de-chaussée, Hollerich, Luxembourg","€ 1,600/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': 'T'}"
204,"Studio à louer, Pétange",€ 520/mois,Pétange,https://www.immotop.lu/annonces/514855/,Immo Pro Concept,"Studio à louer, Pétange",€ 520/mois,Studio,{'superficie': '16\n m²'}
205,"Appartement 2 chambres quatrième étage, Bettembourg, Bettembourg","€ 2,500/mois",Bettembourg,https://www.immotop.lu/annonces/514827/,XL IMMOBILIER,"Appartement 2 chambres quatrième étage, Bettembourg, Bettembourg","€ 2,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '103\n m²', 'salles de bain': '2', 'étage': '4'}"
206,"Duplex à louer, Belair","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/514793/,New Immo,"Duplex à louer, Belair","€ 3,000/mois",Duplex,"{'chambres/pièces': '3', 'superficie': '148\n m²', 'salle de bain': '1'}"
207,"Appartement 2 chambres premier étage, Beggen, Luxembourg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/514725/,STUGALUX S.A,"Appartement 2 chambres premier étage, Beggen, Luxembourg","€ 1,650/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '88\n m²', 'salle de bain': '1', 'étage': '1'}"
208,"Appartement 2 chambres rez-de-chaussée, Canach, Lenningen","€ 1,950/mois",Lenningen,https://www.immotop.lu/annonces/514717/,New Immo,"Appartement 2 chambres rez-de-chaussée, Canach, Lenningen","€ 1,950/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '100\n m²', 'salle de bain': '1', 'étage': 'T'}"
209,"Appartement 1 chambre deuxième étage, Gasperich, Luxembourg","€ 1,700/mois",Luxembourg,https://www.immotop.lu/annonces/514715/,FMI IMMOBILIER,"Appartement 1 chambre deuxième étage, Gasperich, Luxembourg","€ 1,700/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '43\n m²', 'étage': '2'}"
210,"Maison individuelle rue des genets, Bonnevoie-Verlorenkost, Luxembourg","€ 3,400/mois",Luxembourg,https://www.immotop.lu/annonces/514637/,MKA Malou KNAFF Sàrl,"Maison individuelle rue des genets, Bonnevoie-Verlorenkost, Luxembourg","€ 3,400/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '180\n m²', 'salles de bain': '3+'}"
211,"Maison individuelle rue Randlingen, Cap, Hagen, Steinfort","€ 2,500/mois",Steinfort,https://www.immotop.lu/annonces/514635/,Sylvie Becker Agence Immobilière Sàrl,"Maison individuelle rue Randlingen, Cap, Hagen, Steinfort","€ 2,500/mois",Maison individuelle,"{'chambres/pièces': '3', 'superficie': '125\n m²', 'salles de bain': '2'}"
212,"Studio à louer, Belvaux","€ 1,150/mois",Sanem,https://www.immotop.lu/annonces/514625/,Immobilière Glesener s.à r.l.,"Studio à louer, Belvaux","€ 1,150/mois",Studio,{'superficie': '40\n m²'}
213,"Appartement 2 chambres An Ditert, Bertrange, Bertrange","€ 1,875/mois",Bertrange,https://www.immotop.lu/annonces/514623/,STUGALUX S.A,"Appartement 2 chambres An Ditert, Bertrange, Bertrange","€ 1,875/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '97\n m²', 'salle de bain': '1', 'étage': '1'}"
214,"Appartement 1 chambre rez-de-chaussée, Berchem, Roeser","€ 1,500/mois",Roeser,https://www.immotop.lu/annonces/514603/,Immeck Ventes Sàrl,"Appartement 1 chambre rez-de-chaussée, Berchem, Roeser","€ 1,500/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': 'T'}"
215,"Appartement 3 chambres rez-de-chaussée, Oberanven, Rameldange, Hostert, Niederanven","€ 7,000/mois",Niederanven,https://www.immotop.lu/annonces/488627/,M2 S.A. by Serge Veyder,"Appartement 3 chambres rez-de-chaussée, Oberanven, Rameldange, Hostert, Niederanven","€ 7,000/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '143\n m²', 'salles de bain': '2', 'étage': 'T'}"
216,"Appartement 3 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/513631/,M2 S.A. by Serge Veyder,"Appartement 3 chambres rez-de-chaussée, Kirchberg, Luxembourg","€ 2,800/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '120\n m²', 'salle de bain': '1', 'étage': 'T'}"
217,"Appartement 3 chambres troisième étage, Berdorf, Berdorf","€ 2,700/mois",Berdorf,https://www.immotop.lu/annonces/413507/,M2 S.A. by Serge Veyder,"Appartement 3 chambres troisième étage, Berdorf, Berdorf","€ 2,700/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '160\n m²', 'salle de bain': '1', 'étage': '3'}"
218,"Appartement 1 chambre neuf, troisième étage, Belval, Esch-sur-Alzette","€ 1,600/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/496339/,Inside Immobilière,"Appartement 1 chambre neuf, troisième étage, Belval, Esch-sur-Alzette","€ 1,600/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '3'}"
219,"Appartement 1 chambre rez-de-chaussée, Helmsange, Walferdange","€ 1,300/mois",Walferdange,https://www.immotop.lu/annonces/514579/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 1 chambre rez-de-chaussée, Helmsange, Walferdange","€ 1,300/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '50\n m²', 'salle de bain': '1', 'étage': 'T'}"
220,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/509475/,Immobilière Marechal,"Appartement 1 chambre rez-de-chaussée, Hollerich, Luxembourg","€ 1,400/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '65\n m²', 'étage': 'T'}"
221,"Appartement sixième étage, Hollerich, Luxembourg","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/514495/,Immobilière Marechal,"Appartement sixième étage, Hollerich, Luxembourg","€ 1,200/mois",Appartement,"{'superficie': '35\n m²', 'étage': '6'}"
222,"Appartement 2 chambres neuf, premier étage, Cessange, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/504855/,EspaceImmo,"Appartement 2 chambres neuf, premier étage, Cessange, Luxembourg","€ 2,150/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'étage': '1'}"
223,"Appartement 2 chambres neuf, premier étage, Cessange, Luxembourg","€ 2,150/mois",Luxembourg,https://www.immotop.lu/annonces/504863/,EspaceImmo,"Appartement 2 chambres neuf, premier étage, Cessange, Luxembourg","€ 2,150/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '80\n m²', 'étage': '1'}"
224,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 14,000/mois",Luxembourg,https://www.immotop.lu/annonces/152531/,Prestige Immobilier sàrl,"Maison individuelle 3-5-7 Bld de la Grande Duchesse Joséphine Charlotte au, Belair, Luxembourg","€ 14,000/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '338\n m²', 'salles de bain': '3'}"
225,"Duplex à louer, Limpertsberg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/160783/,Prestige Immobilier sàrl,"Duplex à louer, Limpertsberg","€ 2,800/mois",Duplex,"{'chambre/pièce': '1', 'superficie': '90\n m²'}"
226,"Appartement 3 chambres excellent état, rez-de-chaussée, Echternach, Echternach","€ 1,600/mois",Echternach,https://www.immotop.lu/annonces/497565/,Immo Nord Stroos,"Appartement 3 chambres excellent état, rez-de-chaussée, Echternach, Echternach","€ 1,600/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '110\n m²', 'salle de bain': '1', 'étage': 'T'}"
227,"Appartement 2 chambres Rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/487885/,Venice Consulting SA,"Appartement 2 chambres Rue des Muguets, Neudorf-Weimershof, Luxembourg","€ 2,700/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '82\n m²', 'salle de bain': '1', 'étage': 'T'}"
228,"Appartement 2 chambres Rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Luxembourg,https://www.immotop.lu/annonces/497755/,Venice Consulting SA,"Appartement 2 chambres Rue Charles Quint, Merl, Luxembourg","€ 2,400/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'salle de bain': '1', 'étage': '3'}"
229,"Appartement 2 chambres Antoine-François van der Meulen, Dommeldange, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/512833/,Venice Consulting SA,"Appartement 2 chambres Antoine-François van der Meulen, Dommeldange, Luxembourg","€ 2,800/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': '1'}"
230,"Appartement 2 chambres Antoine-François van der Meulen, Dommeldange, Luxembourg","€ 2,750/mois",Luxembourg,https://www.immotop.lu/annonces/512835/,Venice Consulting SA,"Appartement 2 chambres Antoine-François van der Meulen, Dommeldange, Luxembourg","€ 2,750/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '86\n m²', 'salle de bain': '1', 'étage': '1'}"
231,Immeuble en Location,"€ 25,000/mois",Luxembourg,https://www.immotop.lu/annonces/146065/,Immobelle,Immeuble en Location,"€ 25,000/mois",Immeuble,"{'superficie': '700\n m²', 'étage': 'T'}"
232,"Appartement 3 chambres Antoine-François van der Meulen, Dommeldange, Luxembourg","€ 3,200/mois",Luxembourg,https://www.immotop.lu/annonces/512837/,Venice Consulting SA,"Appartement 3 chambres Antoine-François van der Meulen, Dommeldange, Luxembourg","€ 3,200/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '115\n m²', 'salle de bain': '1', 'étage': '1'}"
233,"Appartement 1 chambre rez-de-chaussée, Grevenmacher, Grevenmacher","€ 1,100/mois",Grevenmacher,https://www.immotop.lu/annonces/450277/,Immobelle,"Appartement 1 chambre rez-de-chaussée, Grevenmacher, Grevenmacher","€ 1,100/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '40\n m²', 'salle de bain': '1', 'étage': 'T'}"
234,Immeuble en Location,"€ 25,000/mois",Luxembourg,https://www.immotop.lu/annonces/378443/,Immobelle,Immeuble en Location,"€ 25,000/mois",Immeuble,"{'superficie': '700\n m²', 'étage': 'T'}"
235,"Appartement 2 chambres rue Pletzer, Bertrange, Bertrange","€ 2,250/mois",Bertrange,https://www.immotop.lu/annonces/441795/,Venice Consulting SA,"Appartement 2 chambres rue Pletzer, Bertrange, Bertrange","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salles de bain': '2', 'étage': '2'}"
236,"Appartement 1 chambre premier étage, Steinsel, Steinsel","€ 1,250/mois",Steinsel,https://www.immotop.lu/annonces/488803/,Immobelle,"Appartement 1 chambre premier étage, Steinsel, Steinsel","€ 1,250/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '55\n m²', 'étage': '1'}"
237,"Appartement neuf, troisième étage, Ville Haute, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/146049/,Immobelle,"Appartement neuf, troisième étage, Ville Haute, Luxembourg","€ 1,800/mois",Appartement,"{'superficie': '40\n m²', 'étage': '3'}"
238,"Appartement 1 chambre rue Alexandre Flemming, Dudelange, Dudelange","€ 1,200/mois",Dudelange,https://www.immotop.lu/annonces/514531/,Agence Christine Simon,"Appartement 1 chambre rue Alexandre Flemming, Dudelange, Dudelange","€ 1,200/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '53\n m²', 'salle de bain': '1', 'étage': '2'}"
239,"Appartement 1 chambre premier étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,930/mois",Luxembourg,https://www.immotop.lu/annonces/514529/,Primo Gérances S.à r.l.,"Appartement 1 chambre premier étage, Bonnevoie-Verlorenkost, Luxembourg","€ 1,930/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '67\n m²', 'étage': '1'}"
240,"Appartement 2 chambres premier étage, Kirchberg, Luxembourg","€ 2,250/mois",Luxembourg,https://www.immotop.lu/annonces/500555/,Castel Immobilier,"Appartement 2 chambres premier étage, Kirchberg, Luxembourg","€ 2,250/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '76\n m²', 'salle de bain': '1', 'étage': '1'}"
241,"Appartement 2 chambres neuf, premier étage, Echternach, Echternach","€ 1,350/mois",Echternach,https://www.immotop.lu/annonces/474539/,Castel Immobilier,"Appartement 2 chambres neuf, premier étage, Echternach, Echternach","€ 1,350/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '100\n m²', 'étage': '1'}"
242,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette","€ 2,000/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/514525/,MGI Real Estate Agency sàrl,"Appartement 2 chambres neuf, rez-de-chaussée, Al-Esch, Esch-sur-Alzette","€ 2,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '125\n m²', 'salle de bain': '1', 'étage': 'T'}"
243,"Appartement 2 chambres excellent état, deuxième étage, Ville Haute, Luxembourg","€ 1,980/mois",Luxembourg,https://www.immotop.lu/annonces/514445/,MIM FEITLER Immobilière sàrl,"Appartement 2 chambres excellent état, deuxième étage, Ville Haute, Luxembourg","€ 1,980/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '100\n m²', 'étage': '2'}"
244,"Appartement 3 chambres troisième étage, Echternach, Echternach","€ 1,500/mois",Echternach,https://www.immotop.lu/annonces/514427/,REDImmo,"Appartement 3 chambres troisième étage, Echternach, Echternach","€ 1,500/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '112\n m²', 'salle de bain': '1', 'étage': '3'}"
245,"Appartement 2 chambres rue de Remich, Bech-Kleinmacher, Schengen","€ 1,400/mois",Schengen,https://www.immotop.lu/annonces/514425/,Claude Michels Immobilière,"Appartement 2 chambres rue de Remich, Bech-Kleinmacher, Schengen","€ 1,400/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '90\n m²', 'salle de bain': '1', 'étage': '1'}"
246,"Appartement 2 chambres deuxième étage, Wasserbillig, Mertert","€ 1,750/mois",Mertert,https://www.immotop.lu/annonces/448785/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 2 chambres deuxième étage, Wasserbillig, Mertert","€ 1,750/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '89\n m²', 'étage': '2'}"
247,"Appartement 2 chambres rez-de-chaussée, Godbrange, Junglinster","€ 1,600/mois",Junglinster,https://www.immotop.lu/annonces/511927/,IMMOBILIÈRE BIEWER & SPAUTZ S.À R.L.,"Appartement 2 chambres rez-de-chaussée, Godbrange, Junglinster","€ 1,600/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '99\n m²', 'étage': 'T'}"
248,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 1,550/mois",Luxembourg,https://www.immotop.lu/annonces/514413/,Abby Toussaint,"Appartement 1 chambre deuxième étage, Limpertsberg, Luxembourg","€ 1,550/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '68\n m²', 'étage': '2'}"
249,"Appartement 2 chambres deuxième étage, Cessange, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/514387/,EVA IMMO S.A,"Appartement 2 chambres deuxième étage, Cessange, Luxembourg","€ 2,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '109\n m²', 'salle de bain': '1', 'étage': '2'}"
250,"Maison individuelle 180 m², excellent état, Belair, Luxembourg","€ 5,200/mois",Luxembourg,https://www.immotop.lu/annonces/514243/,HOUSE BROKERS Real Estate,"Maison individuelle 180 m², excellent état, Belair, Luxembourg","€ 5,200/mois",Maison individuelle,"{'chambres/pièces': '5', 'superficie': '180\n m²', 'salles de bain': '2'}"
251,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,550/mois",Luxembourg,https://www.immotop.lu/annonces/514229/,Bureau Immobilier Feltes,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 2,550/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'étage': 'T'}"
252,"Appartement 2 chambres avenue Grande Duchesse Charlotte, Dudelange, Dudelange","€ 2,800/mois",Dudelange,https://www.immotop.lu/annonces/513717/,EUROPROM S.A.,"Appartement 2 chambres avenue Grande Duchesse Charlotte, Dudelange, Dudelange","€ 2,800/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '102\n m²', 'salle de bain': '1', 'étage': '2'}"
253,"Appartement 3 chambres rez-de-chaussée, Rodange, Pétange","€ 1,650/mois",Pétange,https://www.immotop.lu/annonces/504559/,Accord Immobilière SA,"Appartement 3 chambres rez-de-chaussée, Rodange, Pétange","€ 1,650/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '130\n m²', 'salle de bain': '1', 'étage': 'T'}"
254,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois",Pétange,https://www.immotop.lu/annonces/446321/,Accord Immobilière SA,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,180/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '50\n m²', 'salle de bain': '1', 'étage': '1'}"
255,"Appartement 1 chambre neuf, premier étage, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497843/,Accord Immobilière SA,"Appartement 1 chambre neuf, premier étage, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '60\n m²', 'salle de bain': '1', 'étage': '1'}"
256,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497849/,Accord Immobilière SA,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '66\n m²', 'étage': 'T'}"
257,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497841/,Accord Immobilière SA,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '63\n m²', 'étage': 'T'}"
258,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Pétange,https://www.immotop.lu/annonces/497847/,Accord Immobilière SA,"Appartement 1 chambre neuf, rez-de-chaussée, Rodange, Pétange","€ 1,350/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '63\n m²', 'étage': 'T'}"
259,"Duplex à louer, Drauffelt","€ 1,400/mois",Clervaux,https://www.immotop.lu/annonces/513671/,Immo-Weiss Sàrl,"Duplex à louer, Drauffelt","€ 1,400/mois",Duplex,"{'chambres/pièces': '2', 'superficie': '107\n m²', 'salle de bain': '1'}"
260,"Appartement 2 chambres neuf, troisième étage, Gasperich, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/513667/,AXENTO,"Appartement 2 chambres neuf, troisième étage, Gasperich, Luxembourg","€ 2,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '83\n m²', 'salle de bain': '1', 'étage': '3'}"
261,"Appartement 1 chambre excellent état, rez-de-chaussée, Hollerich, Luxembourg","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/513645/,Immoneuf,"Appartement 1 chambre excellent état, rez-de-chaussée, Hollerich, Luxembourg","€ 1,400/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '51\n m²', 'salle de bain': '1', 'étage': 'T'}"
262,"Appartement 2 chambres 9, rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/490349/,INSIDE REAL ESTATE,"Appartement 2 chambres 9, rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg","€ 2,500/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '81\n m²', 'salle de bain': '1', 'étage': '2'}"
263,"Studio à louer, Limpertsberg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/204255/,INSIDE REAL ESTATE,"Studio à louer, Limpertsberg","€ 1,650/mois",Studio,{'superficie': '35\n m²'}
264,"Appartement 2 chambres 32 Rue Jean-Pierre Brasseur, ID12, 1258 Luxembourg, Belair, Luxembourg","€ 3,660/mois",Luxembourg,https://www.immotop.lu/annonces/513573/,Blueground,"Appartement 2 chambres 32 Rue Jean-Pierre Brasseur, ID12, 1258 Luxembourg, Belair, Luxembourg","€ 3,660/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '95\n m²', 'salles de bain': '2', 'étage': '3'}"
265,"Appartement 1 chambre troisième étage, Belair, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/513463/,ck house & realty,"Appartement 1 chambre troisième étage, Belair, Luxembourg","€ 2,000/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '70\n m²', 'salle de bain': '1', 'étage': '3'}"
266,"Studio à louer, Belair","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/513435/,Clic Immo,"Studio à louer, Belair","€ 1,450/mois",Studio,"{'chambre/pièce': '1', 'superficie': '50\n m²', 'salle de bain': '1'}"
267,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg","€ 1,750/mois",Luxembourg,https://www.immotop.lu/annonces/513383/,Von Poll Real Estate,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg","€ 1,750/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '42\n m²', 'salle de bain': '1', 'étage': '3'}"
268,"Duplex à louer, Al-Esch","€ 1,950/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/513315/,GIGANTE IMMOBILIERE,"Duplex à louer, Al-Esch","€ 1,950/mois",Duplex,"{'chambres/pièces': '3', 'superficie': '130\n m²'}"
269,"Villa indépendante 200 m², Weimerskirch, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/202029/,Barnes Luxembourg,"Villa indépendante 200 m², Weimerskirch, Luxembourg","€ 4,500/mois",Villa indépendante,"{'chambres/pièces': '4', 'superficie': '200\n m²', 'salle de bain': '1'}"
270,"Duplex à louer, Belair","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/151583/,Barnes Luxembourg,"Duplex à louer, Belair","€ 4,500/mois",Duplex,"{'chambres/pièces': '3', 'superficie': '156\n m²'}"
271,"Appartement 1 chambre quatrième étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/324177/,Barnes Luxembourg,"Appartement 1 chambre quatrième étage, Ville Haute, Luxembourg","€ 3,000/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '92\n m²', 'étage': '4'}"
272,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/207071/,Barnes Luxembourg,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 3,000/mois",Appartement,"{'chambres/pièces': '2', 'superficie': '85\n m²', 'étage': '1'}"
273,"Maison individuelle 182 m², Belair, Luxembourg","€ 5,500/mois",Luxembourg,https://www.immotop.lu/annonces/413013/,Barnes Luxembourg,"Maison individuelle 182 m², Belair, Luxembourg","€ 5,500/mois",Maison individuelle,"{'chambres/pièces': '4', 'superficie': '182\n m²'}"
274,"Appartement 1 chambre premier étage, Strassen, Strassen","€ 2,000/mois",Strassen,https://www.immotop.lu/annonces/415523/,Barnes Luxembourg,"Appartement 1 chambre premier étage, Strassen, Strassen","€ 2,000/mois",Appartement,"{'chambre/pièce': '1', 'superficie': '135\n m²', 'étage': '1'}"
275,"Appartement 3 chambres deuxième étage, Belair, Luxembourg","€ 4,000/mois",Luxembourg,https://www.immotop.lu/annonces/461951/,Barnes Luxembourg,"Appartement 3 chambres deuxième étage, Belair, Luxembourg","€ 4,000/mois",Appartement,"{'chambres/pièces': '3', 'superficie': '145\n m²', 'salle de bain': '1', 'étage': '2'}"
276,"Appartement 1 chambre rez-de-chaussée, Belair, Luxembourg",Prix sur demande,Luxembourg,https://www.immotop.lu/annonces/202491/,Barnes Luxembourg,"Appartement 1 chambre rez-de-chaussée, Belair, Luxembourg",Prix sur demande,Appartement,"{'chambre/pièce': '1', 'superficie': '60\n m²', 'étage': 'T'}"
