,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
262,"Appartement 2 chambres 9, rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/490349/,INSIDE REAL ESTATE,"Appartement 2 chambres 9, rue Joseph Leydenbach, Neudorf-Weimershof, Luxembourg",2500.0,Appartement,2.0,81.0,1.0,2
263,"Studio à louer, Limpertsberg","€ 1,650/mois",Luxembourg,https://www.immotop.lu/annonces/204255/,INSIDE REAL ESTATE,"Studio à louer, Limpertsberg",1650.0,Studio,,35.0,,
264,"Appartement 2 chambres 32 Rue Jean-Pierre Brasseur, ID12, 1258 Luxembourg, Belair, Luxembourg","€ 3,660/mois",Luxembourg,https://www.immotop.lu/annonces/513573/,Blueground,"Appartement 2 chambres 32 Rue Jean-Pierre Brasseur, ID12, 1258 Luxembourg, Belair, Luxembourg",3660.0,Appartement,2.0,95.0,2.0,3
265,"Appartement 1 chambre troisième étage, Belair, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/513463/,ck house & realty,"Appartement 1 chambre troisième étage, Belair, Luxembourg",2000.0,Appartement,1.0,70.0,1.0,3
266,"Studio à louer, Belair","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/513435/,Clic Immo,"Studio à louer, Belair",1450.0,Studio,1.0,50.0,1.0,
267,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg","€ 1,750/mois",Luxembourg,https://www.immotop.lu/annonces/513383/,Von Poll Real Estate,"Appartement 1 chambre troisième étage, Limpertsberg, Luxembourg",1750.0,Appartement,1.0,42.0,1.0,3
268,"Duplex à louer, Al-Esch","€ 1,950/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/513315/,GIGANTE IMMOBILIERE,"Duplex à louer, Al-Esch",1950.0,Duplex,3.0,130.0,,
269,"Villa indépendante 200 m², Weimerskirch, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/202029/,Barnes Luxembourg,"Villa indépendante 200 m², Weimerskirch, Luxembourg",4500.0,Villa indépendante,4.0,200.0,1.0,
270,"Duplex à louer, Belair","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/151583/,Barnes Luxembourg,"Duplex à louer, Belair",4500.0,Duplex,3.0,156.0,,
271,"Appartement 1 chambre quatrième étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/324177/,Barnes Luxembourg,"Appartement 1 chambre quatrième étage, Ville Haute, Luxembourg",3000.0,Appartement,1.0,92.0,,4
272,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg","€ 3,000/mois",Luxembourg,https://www.immotop.lu/annonces/207071/,Barnes Luxembourg,"Appartement 2 chambres premier étage, Ville Haute, Luxembourg",3000.0,Appartement,2.0,85.0,,1
273,"Maison individuelle 182 m², Belair, Luxembourg","€ 5,500/mois",Luxembourg,https://www.immotop.lu/annonces/413013/,Barnes Luxembourg,"Maison individuelle 182 m², Belair, Luxembourg",5500.0,Maison individuelle,4.0,182.0,,
274,"Appartement 1 chambre premier étage, Strassen, Strassen","€ 2,000/mois",Strassen,https://www.immotop.lu/annonces/415523/,Barnes Luxembourg,"Appartement 1 chambre premier étage, Strassen, Strassen",2000.0,Appartement,1.0,135.0,,1
275,"Appartement 3 chambres deuxième étage, Belair, Luxembourg","€ 4,000/mois",Luxembourg,https://www.immotop.lu/annonces/461951/,Barnes Luxembourg,"Appartement 3 chambres deuxième étage, Belair, Luxembourg",4000.0,Appartement,3.0,145.0,1.0,2
276,"Appartement 1 chambre rez-de-chaussée, Belair, Luxembourg",Prix sur demande,Luxembourg,https://www.immotop.lu/annonces/202491/,Barnes Luxembourg,"Appartement 1 chambre rez-de-chaussée, Belair, Luxembourg",,Appartement,1.0,60.0,,T
277,"Maison jumelée / mitoyenne 7c, rue de Mersch, Ermsdorf, Grosbous, Grosbous","€ 2,500/mois",Grosbous,https://www.immotop.lu/annonces/513201/,Immobilière de l'Attert,"Maison jumelée / mitoyenne 7c, rue de Mersch, Ermsdorf, Grosbous, Grosbous",2500.0,Maison jumelée / mitoyenne,4.0,230.0,3.0,
278,"Studio à louer, Ville Haute","€ 1,350/mois",Luxembourg,https://www.immotop.lu/annonces/513193/,idemmo,"Studio à louer, Ville Haute",1350.0,Studio,3.0,45.0,,
279,"Appartement 1 chambre Rue de Luxembourg, Bertrange, Bertrange","€ 1,600/mois",Bertrange,https://www.immotop.lu/annonces/240123/,Immo Mony,"Appartement 1 chambre Rue de Luxembourg, Bertrange, Bertrange",1600.0,Appartement,1.0,74.0,1.0,7
280,"Appartement 2 chambres Boulevard Grande-Duchesse Charlotte, Belair, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/430033/,Immo Mony,"Appartement 2 chambres Boulevard Grande-Duchesse Charlotte, Belair, Luxembourg",2200.0,Appartement,2.0,85.0,1.0,2
281,"Maison individuelle Rue Neudorf, Neudorf-Weimershof, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/485867/,Immo Mony,"Maison individuelle Rue Neudorf, Neudorf-Weimershof, Luxembourg",2200.0,Maison individuelle,3.0,200.0,1.0,
282,"Appartement 1 chambre Rue des Champs, Cessange, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/339761/,Immo Mony,"Appartement 1 chambre Rue des Champs, Cessange, Luxembourg",1500.0,Appartement,1.0,58.0,,2
283,"Appartement 1 chambre deuxième étage, Ville Haute, Luxembourg","€ 1,800/mois",Luxembourg,https://www.immotop.lu/annonces/335589/,Immo Mony,"Appartement 1 chambre deuxième étage, Ville Haute, Luxembourg",1800.0,Appartement,1.0,83.0,,2
284,"Appartement 1 chambre 70A, rue de Tétange, Kayl, Kayl","€ 1,250/mois",Kayl,https://www.immotop.lu/annonces/513141/,IMMO FRANK,"Appartement 1 chambre 70A, rue de Tétange, Kayl, Kayl",1250.0,Appartement,1.0,55.0,1.0,2
285,"Appartement 1 chambre 44, rue de Beggen, Eich, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/513139/,IMMO FRANK,"Appartement 1 chambre 44, rue de Beggen, Eich, Luxembourg",1900.0,Appartement,1.0,55.0,1.0,1
286,"Maison individuelle 205 m², excellent état, Belvaux, Sanem","€ 2,600/mois",Sanem,https://www.immotop.lu/annonces/501647/,Seven K Immo,"Maison individuelle 205 m², excellent état, Belvaux, Sanem",2600.0,Maison individuelle,4.0,205.0,,
287,"Penthouse 51 m² avec balcon, Pulvermuhl, Luxembourg","€ 1,400/mois",Luxembourg,https://www.immotop.lu/annonces/404417/,GO IMMO S.à r.l.,"Penthouse 51 m² avec balcon, Pulvermuhl, Luxembourg",1400.0,Penthouse,1.0,51.0,1.0,3
288,"Appartement 2 chambres neuf, quatrième étage, Gasperich, Luxembourg","€ 2,000/mois",Luxembourg,https://www.immotop.lu/annonces/426313/,Roxy Immobilière,"Appartement 2 chambres neuf, quatrième étage, Gasperich, Luxembourg",2000.0,Appartement,2.0,74.0,1.0,4
289,"Appartement 2 chambres rue du Nord 32, Helmsange, Walferdange","€ 2,650/mois",Walferdange,https://www.immotop.lu/annonces/502339/,Wiesen-Piront Construction S.A.,"Appartement 2 chambres rue du Nord 32, Helmsange, Walferdange",2650.0,Appartement,2.0,122.0,,T
290,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/353615/,Wiesen-Piront Construction S.A.,"Appartement 2 chambres rez-de-chaussée, Hollerich, Luxembourg",2800.0,Appartement,2.0,80.0,1.0,T
291,"Maison individuelle 220 m², Mamer, Mamer","€ 3,500/mois",Mamer,https://www.immotop.lu/annonces/474895/,Wiesen-Piront Construction S.A.,"Maison individuelle 220 m², Mamer, Mamer",3500.0,Maison individuelle,4.0,220.0,2.0,
292,"Appartement 1 chambre rez-de-chaussée, Dommeldange, Luxembourg","€ 1,250/mois",Luxembourg,https://www.immotop.lu/annonces/511889/,Wiesen-Piront Construction S.A.,"Appartement 1 chambre rez-de-chaussée, Dommeldange, Luxembourg",1250.0,Appartement,1.0,35.0,1.0,T
293,"Appartement 2 chambres Route de Luxembourg, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler","€ 1,750/mois",Lorentzweiler,https://www.immotop.lu/annonces/487333/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 2 chambres Route de Luxembourg, Asselscheuer, Bofferdange, Helmdange, Lorentzweiler",1750.0,Appartement,2.0,85.0,1.0,T
294,"Appartement 3 chambres Route de Luxembourg, Schieren, Schieren","€ 2,200/mois",Schieren,https://www.immotop.lu/annonces/511063/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres Route de Luxembourg, Schieren, Schieren",2200.0,Appartement,3.0,127.0,1.0,2
295,"Appartement 3 chambres rue de Kolhenberg, Cessange, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/452583/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres rue de Kolhenberg, Cessange, Luxembourg",2200.0,Appartement,3.0,110.0,1.0,1
296,"Appartement 3 chambres rue des noyers, Beringen, Mersch","€ 2,200/mois",Mersch,https://www.immotop.lu/annonces/486283/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres rue des noyers, Beringen, Mersch",2200.0,Appartement,3.0,142.0,2.0,1
297,"Appartement 3 chambres rue Principale, Reckange, Mersch","€ 2,100/mois",Mersch,https://www.immotop.lu/annonces/486211/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 3 chambres rue Principale, Reckange, Mersch",2100.0,Appartement,3.0,200.0,2.0,T
298,"Appartement 1 chambre Rue Marguerite Thomas-Clement, Strassen, Strassen","€ 1,600/mois",Strassen,https://www.immotop.lu/annonces/476863/,Sylvie Becker Agence Immobilière Sàrl,"Appartement 1 chambre Rue Marguerite Thomas-Clement, Strassen, Strassen",1600.0,Appartement,1.0,58.0,,T
299,Immeuble en Location,"€ 7,710/mois",Luxembourg,https://www.immotop.lu/annonces/91453/,Immobilière Lydia De Marco,Immeuble en Location,7710.0,Immeuble,,257.0,,T
300,"Appartement 2 chambres premier étage, Pfaffenthal, Luxembourg","€ 2,750/mois",Luxembourg,https://www.immotop.lu/annonces/502055/,Immobilière Lydia De Marco,"Appartement 2 chambres premier étage, Pfaffenthal, Luxembourg",2750.0,Appartement,2.0,97.0,1.0,1
301,"Appartement 2 chambres premier étage, Crauthem, Roeser","€ 1,850/mois",Roeser,https://www.immotop.lu/annonces/513039/,The Key Real Estate S.à r.l.,"Appartement 2 chambres premier étage, Crauthem, Roeser",1850.0,Appartement,2.0,70.0,,1
302,"Appartement 2 chambres 66-68 rue de Gasperich, Gasperich, Luxembourg","€ 2,500/mois",Luxembourg,https://www.immotop.lu/annonces/149207/,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 66-68 rue de Gasperich, Gasperich, Luxembourg",2500.0,Appartement,2.0,130.0,1.0,3
303,"Appartement 1 chambre 2 Rue Edward Steichen, Bivange, Kockelscheuer, Roeser","€ 1,350/mois",Roeser,https://www.immotop.lu/annonces/491761/,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre 2 Rue Edward Steichen, Bivange, Kockelscheuer, Roeser",1350.0,Appartement,1.0,56.0,1.0,1
304,"Appartement 2 chambres 2b Rue de la Vallée, Strassen, Strassen","€ 2,300/mois",Strassen,https://www.immotop.lu/annonces/494975/,Agence Immobilière Hélène Grober Sàrl,"Appartement 2 chambres 2b Rue de la Vallée, Strassen, Strassen",2300.0,Appartement,2.0,88.0,1.0,3
305,"Duplex à louer, Steinfort","€ 2,000/mois",Steinfort,https://www.immotop.lu/annonces/337041/,Agence Immobilière Hélène Grober Sàrl,"Duplex à louer, Steinfort",2000.0,Duplex,2.0,125.0,1.0,
306,"Duplex à louer, Steinfort","€ 2,000/mois",Steinfort,https://www.immotop.lu/annonces/336627/,Agence Immobilière Hélène Grober Sàrl,"Duplex à louer, Steinfort",2000.0,Duplex,2.0,125.0,1.0,
307,"Appartement 1 chambre 11 avenue Grande-Duchesse Charlotte, Mondorf-les-Bains, Mondorf-les-Bains","€ 1,400/mois",Mondorf-les-Bains,https://www.immotop.lu/annonces/454247/,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre 11 avenue Grande-Duchesse Charlotte, Mondorf-les-Bains, Mondorf-les-Bains",1400.0,Appartement,1.0,65.0,1.0,T
308,"Maison individuelle 47, rue Hardt, Canach, Lenningen","€ 2,500/mois",Lenningen,https://www.immotop.lu/annonces/461707/,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 47, rue Hardt, Canach, Lenningen",2500.0,Maison individuelle,4.0,170.0,,
309,"Maison individuelle 190 m², Eischen, Gaichel, Habscht","€ 2,900/mois",Habscht,https://www.immotop.lu/annonces/444055/,Agence Immobilière Hélène Grober Sàrl,"Maison individuelle 190 m², Eischen, Gaichel, Habscht",2900.0,Maison individuelle,4.0,190.0,2.0,
310,"Appartement 1 chambre rez-de-chaussée, Bascharage, Käerjeng","€ 1,150/mois",Käerjeng,https://www.immotop.lu/annonces/466527/,Agence Immobilière Hélène Grober Sàrl,"Appartement 1 chambre rez-de-chaussée, Bascharage, Käerjeng",1150.0,Appartement,1.0,41.0,1.0,T
311,"Appartement 2 chambres 11 rue d'Ernzen, Larochette, Larochette","€ 1,700/mois",Larochette,https://www.immotop.lu/annonces/332611/,Abby Toussaint,"Appartement 2 chambres 11 rue d'Ernzen, Larochette, Larochette",1700.0,Appartement,2.0,108.0,1.0,1
312,"Appartement 2 chambres deuxième étage, Godbrange, Junglinster","€ 1,600/mois",Junglinster,https://www.immotop.lu/annonces/447921/,Abby Toussaint,"Appartement 2 chambres deuxième étage, Godbrange, Junglinster",1600.0,Appartement,2.0,87.0,2.0,2
313,"Appartement 2 chambres deuxième étage, Grevenmacher, Grevenmacher","€ 1,600/mois",Grevenmacher,https://www.immotop.lu/annonces/476899/,Abby Toussaint,"Appartement 2 chambres deuxième étage, Grevenmacher, Grevenmacher",1600.0,Appartement,2.0,85.0,1.0,2
314,"Appartement 2 chambres premier étage, Tuntange, Helperknapp","€ 1,750/mois",Helperknapp,https://www.immotop.lu/annonces/413023/,Abby Toussaint,"Appartement 2 chambres premier étage, Tuntange, Helperknapp",1750.0,Appartement,2.0,93.0,1.0,1
315,"Appartement 2 chambres premier étage, Tuntange, Helperknapp","€ 1,950/mois",Helperknapp,https://www.immotop.lu/annonces/413045/,Abby Toussaint,"Appartement 2 chambres premier étage, Tuntange, Helperknapp",1950.0,Appartement,2.0,115.0,1.0,1
316,"Appartement 2 chambres premier étage, Mertzig, Mertzig","€ 1,500/mois",Mertzig,https://www.immotop.lu/annonces/497615/,Abby Toussaint,"Appartement 2 chambres premier étage, Mertzig, Mertzig",1500.0,Appartement,2.0,95.0,1.0,1
317,"Appartement 2 chambres premier étage, Neunhausen, Esch-sur-Sûre","€ 1,250/mois",Esch-sur-Sûre,https://www.immotop.lu/annonces/414345/,Abby Toussaint,"Appartement 2 chambres premier étage, Neunhausen, Esch-sur-Sûre",1250.0,Appartement,2.0,92.0,,1
318,"Appartement 3 chambres premier étage, Differdange, Lasauvage, Differdange","€ 1,650/mois",Differdange,https://www.immotop.lu/annonces/394843/,Abby Toussaint,"Appartement 3 chambres premier étage, Differdange, Lasauvage, Differdange",1650.0,Appartement,3.0,93.0,,1
319,"Appartement 3 chambres premier étage, Bereldange, Walferdange","€ 2,000/mois",Walferdange,https://www.immotop.lu/annonces/451355/,Abby Toussaint,"Appartement 3 chambres premier étage, Bereldange, Walferdange",2000.0,Appartement,3.0,98.0,,1
320,"Appartement 2 chambres premier étage, Medernach, Vallée de l'Ernz","€ 1,400/mois",Vallée de l'Ernz,https://www.immotop.lu/annonces/293833/,Abby Toussaint,"Appartement 2 chambres premier étage, Medernach, Vallée de l'Ernz",1400.0,Appartement,2.0,80.0,,1
321,"Maison individuelle 243 m², Mersch, Mersch","€ 3,500/mois",Mersch,https://www.immotop.lu/annonces/335595/,Abby Toussaint,"Maison individuelle 243 m², Mersch, Mersch",3500.0,Maison individuelle,5.0,243.0,,
322,"Appartement 2 chambres premier étage, Hobscheid, Habscht","€ 1,600/mois",Habscht,https://www.immotop.lu/annonces/434531/,Abby Toussaint,"Appartement 2 chambres premier étage, Hobscheid, Habscht",1600.0,Appartement,2.0,100.0,,1
323,"Appartement 1 chambre premier étage, Schengen, Schengen","€ 1,280/mois",Schengen,https://www.immotop.lu/annonces/476945/,ERLO S.A.,"Appartement 1 chambre premier étage, Schengen, Schengen",1280.0,Appartement,1.0,69.0,1.0,1
324,"Penthouse rue St Martin, Wasserbillig, Mertert","€ 2,700/mois",Mertert,https://www.immotop.lu/annonces/462015/,Riman Immobilien,"Penthouse rue St Martin, Wasserbillig, Mertert",2700.0,Penthouse,2.0,111.0,1.0,3
325,"Penthouse rue St Martin, Wasserbillig, Mertert","€ 2,900/mois",Mertert,https://www.immotop.lu/annonces/461983/,Riman Immobilien,"Penthouse rue St Martin, Wasserbillig, Mertert",2900.0,Penthouse,3.0,110.0,2.0,3
326,"Appartement 2 chambres rue St Martin, Wasserbillig, Mertert","€ 1,700/mois",Mertert,https://www.immotop.lu/annonces/462035/,Riman Immobilien,"Appartement 2 chambres rue St Martin, Wasserbillig, Mertert",1700.0,Appartement,2.0,94.0,,1
327,"Appartement 2 chambres rue des Pépinières, Wasserbillig, Mertert","€ 1,500/mois",Mertert,https://www.immotop.lu/annonces/489809/,Riman Immobilien,"Appartement 2 chambres rue des Pépinières, Wasserbillig, Mertert",1500.0,Appartement,2.0,120.0,1.0,1
328,"Studio à louer, Wasserbillig","€ 1,070/mois",Mertert,https://www.immotop.lu/annonces/510135/,Riman Immobilien,"Studio à louer, Wasserbillig",1070.0,Studio,,55.0,1.0,
329,"Appartement 1 chambre deuxième étage, Berchem, Roeser","€ 1,500/mois",Roeser,https://www.immotop.lu/annonces/482217/,Immeck Ventes Sàrl,"Appartement 1 chambre deuxième étage, Berchem, Roeser",1500.0,Appartement,1.0,66.0,,2
330,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg","€ 1,500/mois",Luxembourg,https://www.immotop.lu/annonces/515729/,Immeck Ventes Sàrl,"Appartement 1 chambre rez-de-chaussée, Ville Haute, Luxembourg",1500.0,Appartement,1.0,,,T
331,"Maison individuelle 31, route de Noertrange, Wiltz, Wiltz","€ 1,425/mois",Wiltz,https://www.immotop.lu/annonces/457591/,Wiesenbach Immobilière,"Maison individuelle 31, route de Noertrange, Wiltz, Wiltz",1425.0,Maison individuelle,2.0,76.0,1.0,
332,"Duplex à louer, Merl","€ 2,600/mois",Luxembourg,https://www.immotop.lu/annonces/483911/,FISCHBACH Realtors & Developers S.A.,"Duplex à louer, Merl",2600.0,Duplex,2.0,112.0,1.0,
333,"Appartement 2 chambres Allée Léopold Goebel, Belair, Luxembourg","€ 2,800/mois",Luxembourg,https://www.immotop.lu/annonces/488993/,FISCHBACH Realtors & Developers S.A.,"Appartement 2 chambres Allée Léopold Goebel, Belair, Luxembourg",2800.0,Appartement,2.0,75.0,,T
334,"Appartement 2 chambres rue Alphonse Munchen, Hollerich, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/483907/,FISCHBACH Realtors & Developers S.A.,"Appartement 2 chambres rue Alphonse Munchen, Hollerich, Luxembourg",2300.0,Appartement,2.0,91.0,,3
335,"Appartement 1 chambre Allée Léopold Goebel, Belair, Luxembourg","€ 2,200/mois",Luxembourg,https://www.immotop.lu/annonces/488997/,FISCHBACH Realtors & Developers S.A.,"Appartement 1 chambre Allée Léopold Goebel, Belair, Luxembourg",2200.0,Appartement,1.0,64.0,,1
336,"Appartement 1 chambre rue de Luxembourg, Bridel, Kopstal","€ 1,650/mois",Kopstal,https://www.immotop.lu/annonces/501185/,FISCHBACH Realtors & Developers S.A.,"Appartement 1 chambre rue de Luxembourg, Bridel, Kopstal",1650.0,Appartement,1.0,80.0,1.0,1
337,"Loft Allée Léopold Goebel, Belair, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/488995/,FISCHBACH Realtors & Developers S.A.,"Loft Allée Léopold Goebel, Belair, Luxembourg",1900.0,Loft,,64.0,,1
338,"Appartement 1 chambre rue des Aubepines, Belair, Luxembourg","€ 1,900/mois",Luxembourg,https://www.immotop.lu/annonces/369631/,FISCHBACH Realtors & Developers S.A.,"Appartement 1 chambre rue des Aubepines, Belair, Luxembourg",1900.0,Appartement,1.0,52.0,1.0,2
339,"Duplex à louer, Mersch","€ 1,950/mois",Mersch,https://www.immotop.lu/annonces/461667/,FISCHBACH Realtors & Developers S.A.,"Duplex à louer, Mersch",1950.0,Duplex,2.0,109.0,1.0,
340,"Studio à louer, Neudorf-Weimershof","€ 1,450/mois",Luxembourg,https://www.immotop.lu/annonces/500343/,B IMMOBILIER,"Studio à louer, Neudorf-Weimershof",1450.0,Studio,1.0,34.0,,
341,"Maison individuelle rue de Steinfort, Steinfort, Steinfort","€ 2,800/mois",Steinfort,https://www.immotop.lu/annonces/393349/,B IMMOBILIER,"Maison individuelle rue de Steinfort, Steinfort, Steinfort",2800.0,Maison individuelle,3.0,165.0,1.0,
342,"Appartement 3 chambres Boulevard Grande-Duchesse Charlotte, Belair, Luxembourg","€ 2,700/mois",Luxembourg,https://www.immotop.lu/annonces/482253/,B IMMOBILIER,"Appartement 3 chambres Boulevard Grande-Duchesse Charlotte, Belair, Luxembourg",2700.0,Appartement,3.0,115.0,1.0,1
343,"Maison individuelle Avenue du Bois, Limpertsberg, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/500095/,B IMMOBILIER,"Maison individuelle Avenue du Bois, Limpertsberg, Luxembourg",4500.0,Maison individuelle,5.0,200.0,1.0,
344,"Maison individuelle Avenue du Bois, Limpertsberg, Luxembourg","€ 4,500/mois",Luxembourg,https://www.immotop.lu/annonces/500091/,B IMMOBILIER,"Maison individuelle Avenue du Bois, Limpertsberg, Luxembourg",4500.0,Maison individuelle,5.0,200.0,1.0,
345,"Maison individuelle rue Michel Gehrend, Bonnevoie-Verlorenkost, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/441503/,B IMMOBILIER,"Maison individuelle rue Michel Gehrend, Bonnevoie-Verlorenkost, Luxembourg",3300.0,Maison individuelle,3.0,156.0,1.0,
346,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette","€ 1,280/mois",Esch-sur-Alzette,https://www.immotop.lu/annonces/285359/,Actuel Immobilière Sàrl,"Appartement 2 chambres neuf, troisième étage, Al-Esch, Esch-sur-Alzette",1280.0,Appartement,2.0,52.0,1.0,3
347,"Appartement 2 chambres rez-de-chaussée, Ingeldorf, Erpeldange-sur-Sûre","€ 1,400/mois",Erpeldange-sur-Sûre,https://www.immotop.lu/annonces/420801/,B IMMOBILIER,"Appartement 2 chambres rez-de-chaussée, Ingeldorf, Erpeldange-sur-Sûre",1400.0,Appartement,2.0,74.0,1.0,T
348,"Appartement 1 chambre neuf, premier étage, Diekirch, Diekirch","€ 1,200/mois",Diekirch,https://www.immotop.lu/annonces/354741/,B IMMOBILIER,"Appartement 1 chambre neuf, premier étage, Diekirch, Diekirch",1200.0,Appartement,1.0,59.0,,1
349,"Appartement 3 chambres premier étage, Godbrange, Junglinster","€ 2,100/mois",Junglinster,https://www.immotop.lu/annonces/468615/,B IMMOBILIER,"Appartement 3 chambres premier étage, Godbrange, Junglinster",2100.0,Appartement,3.0,125.0,1.0,1
350,"Appartement 1 chambre deuxième étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/346487/,Actuel Immobilière Sàrl,"Appartement 1 chambre deuxième étage, Rodange, Pétange",1050.0,Appartement,1.0,,1.0,2
351,"Appartement 1 chambre premier étage, Rodange, Pétange","€ 1,050/mois",Pétange,https://www.immotop.lu/annonces/446257/,Actuel Immobilière Sàrl,"Appartement 1 chambre premier étage, Rodange, Pétange",1050.0,Appartement,1.0,,1.0,1
352,"Maison individuelle 218 m², neuve, Pétange, Pétange",Prix sur demande,Pétange,https://www.immotop.lu/annonces/485823/,LibertasRealEstate,"Maison individuelle 218 m², neuve, Pétange, Pétange",,Maison individuelle,5.0,218.0,2.0,
353,"Appartement 2 chambres rez-de-chaussée, Pétange, Pétange","€ 1,250/mois",Pétange,https://www.immotop.lu/annonces/502185/,Actuel Immobilière Sàrl,"Appartement 2 chambres rez-de-chaussée, Pétange, Pétange",1250.0,Appartement,2.0,51.0,,T
354,"Appartement 2 chambres rez-de-chaussée, Rodange, Pétange","€ 1,390/mois",Pétange,https://www.immotop.lu/annonces/500427/,Actuel Immobilière Sàrl,"Appartement 2 chambres rez-de-chaussée, Rodange, Pétange",1390.0,Appartement,2.0,,,T
355,"Appartement 2 chambres troisième étage, Ehnen, Wormeldange","€ 1,600/mois",Wormeldange,https://www.immotop.lu/annonces/441109/,FABIO NEVES Agence Immobilière,"Appartement 2 chambres troisième étage, Ehnen, Wormeldange",1600.0,Appartement,2.0,,,3
356,"Studio à louer, Dommeldange","€ 1,200/mois",Luxembourg,https://www.immotop.lu/annonces/477247/,Clic Immo,"Studio à louer, Dommeldange",1200.0,Studio,,35.0,,
357,"Maison individuelle rue de Rochefort, Beggen, Luxembourg","€ 3,300/mois",Luxembourg,https://www.immotop.lu/annonces/366215/,Weckbecker Agence Immobilière,"Maison individuelle rue de Rochefort, Beggen, Luxembourg",3300.0,Maison individuelle,4.0,220.0,1.0,
358,"Maison individuelle 250 m², neuve, Mamer, Mamer","€ 3,300/mois",Mamer,https://www.immotop.lu/annonces/464173/,Weckbecker Agence Immobilière,"Maison individuelle 250 m², neuve, Mamer, Mamer",3300.0,Maison individuelle,4.0,250.0,1.0,
359,Immeuble en Location,"€ 7,500/mois",Helperknapp,https://www.immotop.lu/annonces/405027/,Weckbecker Agence Immobilière,Immeuble en Location,7500.0,Immeuble,,483.0,3.0,T
360,"Appartement 2 chambres rue Zithe, Gare, Luxembourg","€ 2,300/mois",Luxembourg,https://www.immotop.lu/annonces/407251/,Weckbecker Agence Immobilière,"Appartement 2 chambres rue Zithe, Gare, Luxembourg",2300.0,Appartement,2.0,95.0,,3
361,"Appartement 2 chambres troisième étage, Leudelange, Leudelange","€ 2,000/mois",Leudelange,https://www.immotop.lu/annonces/464387/,Weckbecker Agence Immobilière,"Appartement 2 chambres troisième étage, Leudelange, Leudelange",2000.0,Appartement,2.0,105.0,1.0,3
362,"Duplex à louer, Ville Haute","€ 5,000/mois",Luxembourg,https://www.immotop.lu/annonces/146271/,Weckbecker Agence Immobilière,"Duplex à louer, Ville Haute",5000.0,Duplex,2.0,160.0,1.0,
363,"Maison jumelée / mitoyenne 220 m², Hesperange, Howald, Hesperange","€ 3,300/mois",Hesperange,https://www.immotop.lu/annonces/485507/,Weckbecker Agence Immobilière,"Maison jumelée / mitoyenne 220 m², Hesperange, Howald, Hesperange",3300.0,Maison jumelée / mitoyenne,4.0,220.0,2.0,
364,"Appartement 1 chambre neuf, troisième étage, Ville Haute, Luxembourg","€ 2,950/mois",Luxembourg,https://www.immotop.lu/annonces/459929/,Weckbecker Agence Immobilière,"Appartement 1 chambre neuf, troisième étage, Ville Haute, Luxembourg",2950.0,Appartement,1.0,73.0,1.0,3
365,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg","€ 2,850/mois",Luxembourg,https://www.immotop.lu/annonces/446331/,Weckbecker Agence Immobilière,"Appartement 2 chambres sixième étage, Kirchberg, Luxembourg",2850.0,Appartement,2.0,90.0,2.0,6
