,Property,Price_Range,Location,Link,Agency,Unit,Unit_Price_euro,Unit_Type,Rooms,Area_sqm,Bathrooms,Stage
10,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166165/,HD33,"Studio d'Esch, Pontpierre, Mondercange",525000.0,Studio,,46.0,,
11,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166167/,HD33,"Studio d'Esch, Pontpierre, Mondercange",540000.0,Studio,,48.0,,
12,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166169/,HD33,"Studio d'Esch, Pontpierre, Mondercange",565000.0,Studio,,49.0,,
13,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166171/,HD33,"Appartement 2 chambres d'Esch, Pontpierre, Mondercange",765000.0,Appartement,2.0,74.0,1.0,T
14,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166173/,HD33,"Appartement 2 chambres d'Esch, Pontpierre, Mondercange",810000.0,Appartement,2.0,79.0,1.0,1
15,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166175/,HD33,"Appartement 2 chambres d'Esch, Pontpierre, Mondercange",825000.0,Appartement,2.0,78.0,1.0,T
16,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166177/,HD33,"Appartement 2 chambres d'Esch, Pontpierre, Mondercange",840000.0,Appartement,2.0,81.0,1.0,2
17,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166179/,HD33,"Appartement 2 chambres d'Esch, Pontpierre, Mondercange",870000.0,Appartement,2.0,86.0,1.0,2
18,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166181/,HD33,"Appartement 2 chambres d'Esch, Pontpierre, Mondercange",970000.0,Appartement,2.0,90.0,1.0,1
19,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166183/,HD33,"Appartement 3 chambres d'Esch, Pontpierre, Mondercange",1050000.0,Appartement,3.0,108.0,1.0,1
20,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166185/,HD33,"Appartement 3 chambres d'Esch, Pontpierre, Mondercange",1139000.0,Appartement,3.0,114.0,1.0,T
21,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166187/,HD33,"Appartement 3 chambres d'Esch, Pontpierre, Mondercange",1140000.0,Appartement,3.0,119.0,1.0,1
22,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166191/,HD33,"Appartement 3 chambres d'Esch, Pontpierre, Mondercange",1230000.0,Appartement,3.0,127.0,1.0,2
23,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166189/,HD33,"Appartement 3 chambres d'Esch, Pontpierre, Mondercange",1230000.0,Appartement,3.0,125.0,1.0,T
24,Appartements et Appartements-studio dans programme neuf à Mondercange,"€ 470,000 - € 1,300,000",Mondercange,https://www.immotop.lu/annonces/511197/166193/,HD33,"Appartement 3 chambres d'Esch, Pontpierre, Mondercange",1300000.0,Appartement,3.0,133.0,1.0,2
25,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166227/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Garnich, Garnich",850950.0,Appartement,2.0,78.0,1.0,1
26,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166235/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Garnich, Garnich",894560.0,Appartement,2.0,89.0,1.0,1
27,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166239/,Capitis Immobilier,"Duplex à vendre, Garnich, Garnich",901770.0,Duplex,2.0,86.0,1.0,
28,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166241/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Garnich, Garnich",920350.0,Appartement,2.0,89.0,1.0,T
29,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166245/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Garnich, Garnich",943110.0,Appartement,2.0,106.0,1.0,T
30,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166249/,Capitis Immobilier,"Duplex à vendre, Garnich, Garnich",950090.0,Duplex,2.0,87.0,1.0,
31,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166253/,Capitis Immobilier,"Duplex à vendre, Garnich, Garnich",956200.0,Duplex,2.0,97.0,1.0,
32,Duplex et Appartements dans programme neuf à Garnich,"€ 850,950 - € 956,650",Garnich,https://www.immotop.lu/annonces/511297/166257/,Capitis Immobilier,"Duplex à vendre, Garnich, Garnich",956650.0,Duplex,2.0,96.0,1.0,
33,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153005/,Capitis Immobilier,"Studio à vendre, Belair, Luxembourg",713527.0,Studio,,45.0,1.0,
34,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/152999/,Capitis Immobilier,"Studio à vendre, Belair, Luxembourg",713527.0,Studio,,47.0,1.0,
35,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153011/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",784936.0,Appartement,1.0,48.0,1.0,1
36,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153019/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",828880.0,Appartement,1.0,52.0,1.0,2
37,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153015/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",828880.0,Appartement,1.0,50.0,,T
38,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153025/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",949726.0,Appartement,1.0,54.0,1.0,T
39,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153027/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",1039811.0,Appartement,1.0,64.0,1.0,1
40,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153031/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",1076065.0,Appartement,1.0,64.0,,T
41,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153029/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",1076065.0,Appartement,1.0,66.0,1.0,T
42,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153033/,Capitis Immobilier,"Appartement 1 chambre neuf, rez-de-chaussée, Belair, Luxembourg",1158460.0,Appartement,1.0,70.0,1.0,T
43,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153035/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1251841.0,Appartement,2.0,73.0,1.0,T
44,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153037/,Capitis Immobilier,"Duplex à vendre, Belair, Luxembourg",1339729.0,Duplex,2.0,80.0,1.0,
45,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153039/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1460575.0,Appartement,2.0,90.0,1.0,1
46,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153041/,Capitis Immobilier,"Duplex à vendre, Belair, Luxembourg",1513307.0,Duplex,2.0,91.0,1.0,
47,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153043/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1564942.0,Appartement,2.0,97.0,2.0,T
48,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153045/,Capitis Immobilier,"Duplex à vendre, Belair, Luxembourg",1614379.0,Duplex,2.0,97.0,1.0,
49,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153047/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1619872.0,Appartement,2.0,103.0,2.0,2
50,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153049/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1641844.0,Appartement,2.0,97.0,1.0,1
51,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153051/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1658323.0,Appartement,2.0,98.0,1.0,1
52,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153053/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1669309.0,Appartement,2.0,99.0,1.0,1
53,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153055/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1685788.0,Appartement,2.0,98.0,1.0,T
54,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153057/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1724239.0,Appartement,2.0,103.0,2.0,T
55,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153059/,Capitis Immobilier,"Appartement 2 chambres neuf, rez-de-chaussée, Belair, Luxembourg",1768183.0,Appartement,2.0,104.0,2.0,2
56,Appartements et Duplex dans programme neuf à Luxembourg,"€ 713,527 - € 3,070,024",Luxembourg,https://www.immotop.lu/annonces/475665/153061/,Capitis Immobilier,"Duplex à vendre, Belair, Luxembourg",3070024.0,Duplex,3.0,176.0,2.0,
57,Appartements dans programme neuf à Pétange,"€ 659,521 - € 719,340",Pétange,https://www.immotop.lu/annonces/468785/150559/,EFA PROMO Sàrl,"Appartement 2 chambres neuf, rez-de-chaussée, Pétange, Pétange",659521.0,Appartement,2.0,62.0,,T
58,Appartements dans programme neuf à Pétange,"€ 659,521 - € 719,340",Pétange,https://www.immotop.lu/annonces/468785/150557/,EFA PROMO Sàrl,"Appartement 2 chambres neuf, rez-de-chaussée, Pétange, Pétange",696680.0,Appartement,2.0,84.0,,T
59,Appartements dans programme neuf à Pétange,"€ 659,521 - € 719,340",Pétange,https://www.immotop.lu/annonces/468785/150555/,EFA PROMO Sàrl,"Appartement 2 chambres neuf, rez-de-chaussée, Pétange, Pétange",719340.0,Appartement,2.0,75.0,,T
60,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/116279/,BATINVEST,"Appartement 1 chambre 79 rue de Luxembourg, Kehlen, Kehlen",604952.0,Appartement,1.0,49.0,1.0,T
61,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58371/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen",959507.0,Appartement,2.0,92.0,2.0,1
62,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58345/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen",965368.0,Appartement,2.0,91.0,2.0,1
63,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58339/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen",994863.0,Appartement,2.0,91.0,2.0,1
64,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58299/,BATINVEST,"Appartement 1 chambre 79 rue de Luxembourg, Kehlen, Kehlen",1004543.0,Appartement,1.0,86.0,1.0,T
65,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58307/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1093856.0,Appartement,2.0,92.0,2.0,T
66,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58353/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1098239.0,Appartement,2.0,96.0,2.0,1
67,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58325/,BATINVEST,"Appartement 2 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1174374.0,Appartement,2.0,95.0,1.0,T
68,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/116281/,BATINVEST,"Maison individuelle 79 rue de Luxembourg, Kehlen, Kehlen",1533929.0,Maison individuelle,3.0,132.0,2.0,
69,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58405/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1533929.0,Appartement,3.0,132.0,2.0,3
70,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58377/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1582103.0,Appartement,3.0,145.0,3.0,1
71,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58363/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1586399.0,Appartement,3.0,145.0,3.0,1
72,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/116283/,BATINVEST,"Maison individuelle 79 rue de Luxembourg, Kehlen, Kehlen",1619631.0,Maison individuelle,3.0,141.0,3.0,
73,Maisons individuelles et Appartements dans programme neuf à Kehlen,"€ 604,952 - € 1,619,631",Kehlen,https://www.immotop.lu/annonces/146217/58387/,BATINVEST,"Appartement 3 chambres 79 rue de Luxembourg, Kehlen, Kehlen",1619631.0,Appartement,3.0,141.0,3.0,3
74,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58337/,BATINVEST,"Maison individuelle 172 m², neuve, Godbrange, Junglinster",1335772.0,Maison individuelle,3.0,172.0,2.0,
75,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58309/,BATINVEST,"Maison individuelle 178 m², neuve, Godbrange, Junglinster",1355521.0,Maison individuelle,3.0,178.0,2.0,
76,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58321/,BATINVEST,"Maison individuelle 200 m², neuve, Godbrange, Junglinster",1362373.0,Maison individuelle,4.0,200.0,2.0,
77,Maisons individuelles dans programme neuf à Junglinster,"€ 1,335,772 - € 1,516,774",Junglinster,https://www.immotop.lu/annonces/146231/58347/,BATINVEST,"Maison individuelle 194 m², neuve, Godbrange, Junglinster",1516774.0,Maison individuelle,3.0,194.0,2.0,
78,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/161061/,SOLUM REAL ESTATE S.à r.l.,"Studio a laangert, Bertrange, Bertrange",550000.0,Studio,,41.0,,
79,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/167809/,SOLUM REAL ESTATE S.à r.l.,"Studio a laangert, Bertrange, Bertrange",770000.0,Studio,,56.0,1.0,
80,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/155639/,SOLUM REAL ESTATE S.à r.l.,"Appartement 1 chambre a laangert, Bertrange, Bertrange",868104.0,Appartement,1.0,62.0,1.0,1
81,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/146575/,SOLUM REAL ESTATE S.à r.l.,"Appartement 2 chambres a laangert, Bertrange, Bertrange",895000.0,Appartement,2.0,79.0,1.0,2
82,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/25355/,SOLUM REAL ESTATE S.à r.l.,"Appartement 1 chambre a laangert, Bertrange, Bertrange",1042449.0,Appartement,1.0,63.0,1.0,T
83,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/35925/,SOLUM REAL ESTATE S.à r.l.,"Appartement 2 chambres a laangert, Bertrange, Bertrange",1167799.0,Appartement,2.0,90.0,2.0,1
84,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/26095/,SOLUM REAL ESTATE S.à r.l.,"Appartement 2 chambres a laangert, Bertrange, Bertrange",1226642.0,Appartement,2.0,89.0,2.0,T
85,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/167811/,SOLUM REAL ESTATE S.à r.l.,"Appartement 2 chambres a laangert, Bertrange, Bertrange",1448000.0,Appartement,2.0,88.0,1.0,2
86,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/26431/,SOLUM REAL ESTATE S.à r.l.,"Appartement 3 chambres a laangert, Bertrange, Bertrange",1765532.0,Appartement,3.0,119.0,2.0,1
87,Appartements et Appartements-studio dans programme neuf à Bertrange,"€ 550,000 - € 2,988,400",Bertrange,https://www.immotop.lu/annonces/69461/25707/,SOLUM REAL ESTATE S.à r.l.,"Penthouse a laangert, Bertrange, Bertrange",2988400.0,Penthouse,4.0,168.0,3.0,3
88,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/510389/163297/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal",719332.0,Appartement,1.0,55.0,,1
89,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/510389/163299/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal",725340.0,Appartement,1.0,62.0,,1
90,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/510389/163303/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal",725694.0,Appartement,1.0,62.0,,1
91,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/510389/163307/,EspaceImmo,"Appartement 1 chambre neuf, rez-de-chaussée, Bridel, Kopstal",729619.0,Appartement,1.0,62.0,,2
92,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/510389/163317/,EspaceImmo,"Appartement 3 chambres neuf, rez-de-chaussée, Bridel, Kopstal",1203404.0,Appartement,3.0,105.0,1.0,1
93,Appartements dans programme neuf à Kopstal,"€ 719,332 - € 1,203,404",Kopstal,https://www.immotop.lu/annonces/510389/163311/,EspaceImmo,"Appartement 3 chambres neuf, rez-de-chaussée, Bridel, Kopstal",1203404.0,Appartement,3.0,105.0,1.0,1
94,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161877/,New Immo,"Studio à vendre, Hollerich, Luxembourg",495720.0,Studio,,36.0,,
95,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161883/,New Immo,"Studio à vendre, Hollerich, Luxembourg",497024.0,Studio,,34.0,,
96,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161887/,New Immo,"Studio à vendre, Hollerich, Luxembourg",527517.0,Studio,,34.0,,
97,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161889/,New Immo,"Studio à vendre, Hollerich, Luxembourg",598537.0,Studio,1.0,45.0,,
98,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161891/,New Immo,"Studio à vendre, Hollerich, Luxembourg",598607.0,Studio,1.0,45.0,,
99,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161893/,New Immo,"Studio à vendre, Hollerich, Luxembourg",599036.0,Studio,1.0,45.0,,
100,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161895/,New Immo,"Studio à vendre, Hollerich, Luxembourg",608966.0,Studio,1.0,45.0,,
101,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161897/,New Immo,"Studio à vendre, Hollerich, Luxembourg",609395.0,Studio,1.0,45.0,,
102,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161899/,New Immo,"Studio à vendre, Hollerich, Luxembourg",609406.0,Studio,1.0,45.0,,
103,Appartements-studio et Appartements dans programme neuf à Luxembourg,"€ 495,720 - € 1,687,207",Luxembourg,https://www.immotop.lu/annonces/509613/161901/,New Immo,"Studio à vendre, Hollerich, Luxembourg",619675.0,Studio,1.0,46.0,,
